category,rank,dimension,mean_delta,std_delta
pitchU2,18,427,1.844548,1.378850
pitchU2,19,834,1.838558,1.498386
pitchU2,20,329,1.835332,1.287515
pitchU2,21,639,1.812553,1.385469
pitchU2,22,193,1.808501,1.343567
pitchU2,23,47,1.788463,1.354902
pitchU2,24,951,1.787622,1.402329
pitchU2,25,941,1.784473,1.405477
pitchU2,26,501,1.768851,1.325231
pitchU2,27,551,1.758105,1.412155
pitchU2,28,994,1.754377,1.343647
pitchU2,29,611,1.749491,1.402754
pitchU2,30,345,1.748822,1.377328
pitchU4,1,238,2.229970,1.586048
pitchU4,2,963,2.102779,1.550554
pitchU4,3,880,2.094827,1.671339
pitchU4,4,400,2.047549,1.638303
pitchU4,5,4,2.034073,1.603860
pitchU4,6,355,1.996162,1.581929
pitchU4,7,995,1.994713,1.491374
pitchU4,8,698,1.956145,1.429273
pitchU4,9,70,1.929013,1.503680
pitchU4,10,612,1.919686,1.419409
pitchU4,11,629,1.906611,1.595708
pitchU4,12,365,1.891435,1.471423
pitchU4,13,290,1.883450,1.451073
pitchU4,14,757,1.867011,1.513023
pitchU4,15,1001,1.859378,1.450702
pitchU4,16,906,1.853182,1.518559
pitchU4,17,639,1.840002,1.382036
pitchU4,18,563,1.834421,1.368587
pitchU4,19,941,1.827046,1.383186
pitchU4,20,640,1.827021,1.315018
pitchU4,21,834,1.826218,1.516892
pitchU4,22,193,1.804374,1.393706
pitchU4,23,427,1.802876,1.385560
pitchU4,24,329,1.802178,1.261795
pitchU4,25,551,1.800202,1.402313
pitchU4,26,47,1.793426,1.413038
pitchU4,27,999,1.762911,1.394386
pitchU4,28,345,1.750853,1.393568
pitchU4,29,258,1.747114,1.380816
pitchU4,30,364,1.741169,1.332421
pitchU4_tempo110,1,238,2.401515,1.733433
pitchU4_tempo110,2,963,2.334483,1.690179
pitchU4_tempo110,3,400,2.168411,1.692388
pitchU4_tempo110,4,4,2.161249,1.685748
pitchU4_tempo110,5,880,2.127434,1.660969
pitchU4_tempo110,6,612,2.055109,1.516895
pitchU4_tempo110,7,355,2.016542,1.605785
pitchU4_tempo110,8,70,2.011115,1.531787
pitchU4_tempo110,9,629,2.009242,1.678534
pitchU4_tempo110,10,995,2.005186,1.466055
pitchU4_tempo110,11,757,1.995843,1.618323
pitchU4_tempo110,12,290,1.994819,1.556617
pitchU4_tempo110,13,640,1.994817,1.434879
pitchU4_tempo110,14,365,1.974049,1.470851
pitchU4_tempo110,15,427,1.973668,1.459306
