dimension,smp_mean_delta,smp_std_delta,ai_base_mean_delta,ai_base_std_delta,difference_ai_minus_smp,abs_difference,cohens_d,discrimination_rank
913,1.004470,0.815295,1.393196,1.049026,0.388726,0.388726,0.413777,486
462,0.849778,0.702468,1.238357,0.943667,0.388580,0.388580,0.467124,487
334,1.117784,1.022531,1.505862,1.112614,0.388078,0.388078,0.363191,488
103,1.236634,1.261409,1.624663,1.268198,0.388029,0.388029,0.306789,489
760,1.062834,0.878540,1.450828,1.093402,0.387994,0.387994,0.391199,490
147,0.862286,0.791386,1.250038,0.948839,0.387752,0.387752,0.443821,491
208,0.977407,0.837303,1.365072,1.009166,0.387665,0.387665,0.418092,492
754,1.009780,0.894575,1.397302,1.101592,0.387523,0.387523,0.386196,493
613,0.915393,0.734444,1.301533,1.005172,0.386140,0.386140,0.438657,494
763,1.082392,0.983004,1.467930,1.086032,0.385538,0.385538,0.372213,495
904,1.204972,1.047198,1.590242,1.198721,0.385270,0.385270,0.342306,496
347,1.335437,1.128160,1.720616,1.305522,0.385179,0.385179,0.315702,497
49,1.037372,0.903104,1.421764,1.071016,0.384392,0.384392,0.388030,498
247,0.838023,0.682901,1.222368,0.933071,0.384345,0.384345,0.470083,499
300,1.008629,0.819612,1.392901,1.082322,0.384272,0.384272,0.400285,500
368,0.996195,0.804152,1.380328,1.045095,0.384132,0.384132,0.411965,501
886,0.886733,0.719997,1.270274,0.972306,0.383541,0.383541,0.448322,502
250,0.952595,0.790119,1.335779,1.045803,0.383184,0.383184,0.413439,503
440,1.098073,0.947047,1.481190,1.129660,0.383117,0.383117,0.367548,504
773,1.078846,0.873720,1.461958,1.131948,0.383113,0.383113,0.378902,505
544,1.039332,0.866855,1.422282,1.059766,0.382950,0.382950,0.395557,506
517,1.012065,0.825885,1.394758,1.066771,0.382693,0.382693,0.401162,507
782,0.912582,0.777326,1.294834,0.995823,0.382252,0.382252,0.427920,508
972,0.869707,0.703699,1.251614,0.974935,0.381907,0.381907,0.449195,509
114,0.879296,0.729856,1.260886,0.981185,0.381590,0.381590,0.441297,510
338,1.078748,0.978323,1.460206,1.102703,0.381458,0.381458,0.365952,511
478,1.117824,0.928269,1.499107,1.113562,0.381283,0.381283,0.371943,512
323,1.184894,0.986011,1.565963,1.182803,0.381069,0.381069,0.349970,513
110,0.848113,0.686362,1.228773,0.917899,0.380660,0.380660,0.469694,514
452,1.183440,0.991243,1.563340,1.177617,0.379900,0.379900,0.349036,515
527,1.219221,1.059796,1.598914,1.237477,0.379693,0.379693,0.329575,516
386,0.848301,0.738623,1.227580,0.933485,0.379279,0.379279,0.450604,517
433,1.055995,0.911247,1.435236,1.115313,0.379241,0.379241,0.372387,518
146,0.885022,0.697273,1.264092,0.935863,0.379070,0.379070,0.459347,519
998,0.989809,0.758205,1.368569,1.031003,0.378761,0.378761,0.418547,520
702,1.003826,0.834227,1.381551,1.013174,0.377725,0.377725,0.407021,521
996,0.886208,0.784687,1.263112,0.960155,0.376904,0.376904,0.429853,522
946,1.034047,0.854058,1.410713,1.068652,0.376666,0.376666,0.389389,523
1017,1.041285,0.881086,1.417913,1.029400,0.376628,0.376628,0.393092,524
414,1.093542,0.879449,1.469954,1.113705,0.376412,0.376412,0.375123,525
978,0.942088,0.805290,1.318313,1.011456,0.376226,0.376226,0.411534,526
897,1.337464,1.087351,1.713344,1.311970,0.375880,0.375880,0.311958,527
715,0.862144,0.728930,1.237616,0.941590,0.375473,0.375473,0.445929,528
824,0.937973,0.811236,1.313107,0.978562,0.375134,0.375134,0.417371,529
720,0.877958,0.745227,1.252346,0.943960,0.374388,0.374388,0.440240,530
888,1.143714,0.951890,1.517660,1.159882,0.373946,0.373946,0.352448,531
92,1.155283,0.996563,1.529102,1.115978,0.373820,0.373820,0.353341,532
94,1.060577,0.920072,1.433847,1.070440,0.373270,0.373270,0.373984,533
113,0.901910,0.811346,1.275014,0.944684,0.373104,0.373104,0.423721,534
369,1.088019,0.852441,1.461103,1.131125,0.373084,0.373084,0.372517,535
832,1.043714,0.856042,1.416689,1.081409,0.372975,0.372975,0.382437,536
1020,1.047494,0.880774,1.420284,1.087201,0.372790,0.372790,0.376789,537
122,0.846265,0.754742,1.218965,0.883581,0.372700,0.372700,0.453577,538
920,0.908507,0.852098,1.281042,1.010666,0.372535,0.372535,0.398540,539
144,0.925168,0.836123,1.297240,0.971242,0.372072,0.372072,0.410582,540
159,1.073737,0.898109,1.445554,1.111248,0.371817,0.371817,0.368021,541
780,0.981173,0.776979,1.352868,1.041000,0.371695,0.371695,0.404665,542
207,0.966382,0.779988,1.337886,0.994305,0.371504,0.371504,0.415741,543
891,0.939645,0.762241,1.311127,0.974459,0.371482,0.371482,0.424644,544
750,1.034823,0.889092,1.406106,1.102530,0.371283,0.371283,0.370722,545
183,0.868936,0.732003,1.240187,0.959887,0.371250,0.371250,0.434931,546
294,1.167272,0.939765,1.538416,1.200410,0.371143,0.371143,0.344291,547
728,0.894340,0.735565,1.265317,0.987761,0.370977,0.370977,0.425999,548
130,1.256317,0.964025,1.626857,1.320982,0.370540,0.370540,0.320436,549
276,1.318879,1.078814,1.688981,1.323563,0.370102,0.370102,0.306527,550
870,1.034958,0.863710,1.405037,1.081647,0.370079,0.370079,0.378109,551
158,1.474467,1.156425,1.844445,1.365413,0.369977,0.369977,0.292417,552
602,1.158511,0.953739,1.528352,1.175808,0.369841,0.369841,0.345469,553
637,0.880776,0.686983,1.250510,0.952359,0.369735,0.369735,0.445280,554
774,1.175610,0.923196,1.545201,1.192570,0.369591,0.369591,0.346571,555
1023,0.782314,0.631685,1.151441,0.853742,0.369126,0.369126,0.491535,556
633,1.176978,1.012915,1.545831,1.153101,0.368853,0.368853,0.339871,557
585,1.064520,0.971793,1.432974,1.099049,0.368454,0.368454,0.355179,558
224,0.894680,0.797076,1.262850,0.962672,0.368170,0.368170,0.416595,559
465,0.937335,0.796660,1.305420,0.991473,0.368085,0.368085,0.409276,560
390,0.994099,0.828339,1.362045,1.059084,0.367946,0.367946,0.387011,561
457,1.140000,0.939587,1.507888,1.163545,0.367888,0.367888,0.347881,562
261,1.213156,1.076018,1.580585,1.178578,0.367429,0.367429,0.325601,563
674,1.008472,0.900192,1.375818,1.058865,0.367345,0.367345,0.373799,564
1013,1.058092,0.853292,1.425314,1.071807,0.367222,0.367222,0.379076,565
441,1.176071,0.945808,1.543263,1.169428,0.367192,0.367192,0.345263,566
508,1.142259,1.023538,1.509173,1.113128,0.366914,0.366914,0.343144,567
412,1.016230,0.816653,1.383060,1.060956,0.366829,0.366829,0.387474,568
456,0.807815,0.672873,1.174533,0.892228,0.366718,0.366718,0.464083,569
296,0.984187,0.801625,1.350845,1.043928,0.366659,0.366659,0.393962,570
931,1.130460,0.921288,1.496852,1.124782,0.366392,0.366392,0.356384,571
260,1.263290,0.997153,1.629563,1.220989,0.366273,0.366273,0.328583,572
708,1.084136,0.870778,1.450222,1.125624,0.366086,0.366086,0.363794,573
722,0.989495,0.819129,1.355198,1.010027,0.365703,0.365703,0.397700,574
915,0.944023,0.770839,1.309546,0.967003,0.365523,0.365523,0.418009,575
177,1.038956,0.802618,1.404214,1.041016,0.365258,0.365258,0.392965,576
104,1.247603,1.046598,1.612720,1.248049,0.365117,0.365117,0.317015,577
430,1.069330,0.900545,1.433953,1.076699,0.364624,0.364624,0.367365,578
428,1.063829,0.949016,1.427972,1.099638,0.364143,0.364143,0.354538,579
93,1.350881,1.103509,1.714724,1.302573,0.363842,0.363842,0.301406,580
121,1.055917,0.881326,1.419758,1.086828,0.363840,0.363840,0.367728,581
229,0.989354,0.795214,1.353177,1.013761,0.363824,0.363824,0.399339,582
740,0.934417,0.857362,1.297944,0.960837,0.363527,0.363527,0.399230,583
314,1.033706,0.868729,1.397162,1.060611,0.363456,0.363456,0.374918,584
951,1.486462,1.242017,1.849698,1.432075,0.363236,0.363236,0.270987,585
59,0.933506,0.769593,1.296466,0.957927,0.362960,0.362960,0.417734,586
514,1.029566,0.883518,1.392425,1.084152,0.362860,0.362860,0.366919,587
1004,0.953734,0.789270,1.316217,0.983279,0.362484,0.362484,0.406569,588
542,0.983143,0.765373,1.344899,1.023064,0.361756,0.361756,0.400414,589
547,1.041008,0.857420,1.402701,1.019756,0.361693,0.361693,0.383926,590
622,0.970287,0.787365,1.331938,0.993470,0.361651,0.361651,0.403466,591
107,1.341719,1.145469,1.703147,1.288648,0.361428,0.361428,0.296457,592
190,1.080537,0.876391,1.441683,1.103331,0.361145,0.361145,0.362471,593
164,0.866865,0.737086,1.227996,0.945027,0.361131,0.361131,0.426134,594
893,0.919982,0.793137,1.281010,0.959311,0.361028,0.361028,0.410187,595
325,0.996001,0.763939,1.356692,1.037797,0.360691,0.360691,0.395835,596
292,0.834694,0.683515,1.195207,0.908140,0.360514,0.360514,0.448560,597
287,0.957813,0.818366,1.317892,1.007644,0.360079,0.360079,0.392287,598
769,1.081518,0.928355,1.441407,1.083087,0.359889,0.359889,0.356787,599
244,1.069177,0.889513,1.428299,1.113216,0.359121,0.359121,0.356416,600
664,1.007968,0.848193,1.366871,1.042791,0.358904,0.358904,0.377600,601
213,0.811426,0.701778,1.170039,0.892013,0.358613,0.358613,0.446841,602
801,0.972487,0.799119,1.330927,1.004494,0.358440,0.358440,0.394917,603
258,1.271238,1.033626,1.629405,1.247567,0.358166,0.358166,0.312645,604
85,1.457079,1.159723,1.815211,1.353581,0.358132,0.358132,0.284145,605
729,0.978379,0.822137,1.336168,1.017937,0.357789,0.357789,0.386702,606
165,0.990179,0.821009,1.347804,1.018090,0.357625,0.357625,0.386700,607
986,0.940948,0.846656,1.297814,1.006525,0.356866,0.356866,0.383714,608
341,1.096803,0.895538,1.453243,1.088235,0.356440,0.356440,0.357672,609
988,0.946715,0.779100,1.302915,0.966585,0.356199,0.356199,0.405758,610
160,1.097918,0.866677,1.453527,1.067300,0.355608,0.355608,0.365786,611
26,1.096227,0.882229,1.451465,1.113479,0.355238,0.355238,0.353636,612
521,0.890557,0.715628,1.245485,0.945437,0.354928,0.354928,0.423318,613
645,1.119576,0.966463,1.473013,1.135753,0.353437,0.353437,0.335167,614
447,1.171086,0.902763,1.524376,1.174494,0.353291,0.353291,0.337278,615
60,0.933583,0.789055,1.286766,1.012257,0.353183,0.353183,0.389163,616
518,1.054014,0.828307,1.406640,1.049855,0.352626,0.352626,0.372916,617
878,1.039507,0.899135,1.391888,1.063754,0.352380,0.352380,0.357787,618
204,1.072707,0.888145,1.424991,1.110177,0.352285,0.352285,0.350424,619
568,0.962172,0.842916,1.314427,0.988069,0.352255,0.352255,0.383567,620
239,1.028244,0.865310,1.380477,1.047591,0.352233,0.352233,0.366610,621
473,0.984008,0.811405,1.335697,1.019780,0.351689,0.351689,0.381648,622
196,1.102858,0.885568,1.454136,1.107069,0.351278,0.351278,0.350418,623
789,0.999887,0.800018,1.351092,1.015991,0.351205,0.351205,0.384081,624
858,1.040715,0.917143,1.391907,1.046198,0.351192,0.351192,0.356979,625
497,1.252828,0.979893,1.603900,1.209097,0.351072,0.351072,0.319018,626
649,1.070656,0.879392,1.421492,1.081395,0.350836,0.350836,0.355968,627
570,1.125190,0.931188,1.475619,1.095080,0.350429,0.350429,0.344760,628
436,0.952330,0.725472,1.302546,0.959597,0.350216,0.350216,0.411715,629
726,1.225114,1.115600,1.575072,1.185690,0.349958,0.349958,0.304000,630
847,1.323745,1.055448,1.673631,1.240830,0.349886,0.349886,0.303754,631
607,0.978557,0.830759,1.328415,1.015723,0.349859,0.349859,0.377059,632
609,1.015460,0.856717,1.365280,1.041526,0.349820,0.349820,0.366838,633
889,0.990438,0.821864,1.340083,1.013607,0.349645,0.349645,0.378925,634
898,1.263947,0.985564,1.612837,1.277683,0.348890,0.348890,0.305773,635
797,1.061337,0.869586,1.410178,1.065055,0.348842,0.348842,0.358800,636
611,1.685435,1.301885,2.034003,1.576698,0.348567,0.348567,0.241084,637
494,0.946497,0.803741,1.295009,0.985369,0.348512,0.348512,0.387600,638
603,1.294964,1.055661,1.643057,1.238706,0.348093,0.348093,0.302472,639
485,1.126371,0.864503,1.474328,1.144631,0.347957,0.347957,0.343057,640
235,1.196030,1.049292,1.543979,1.190471,0.347950,0.347950,0.310087,641
586,1.320878,1.066673,1.668771,1.259875,0.347893,0.347893,0.298038,642
595,0.981782,0.844275,1.329398,1.018263,0.347615,0.347615,0.371653,643
677,0.946245,0.769788,1.293748,0.983954,0.347503,0.347503,0.393376,644
973,0.961902,0.840472,1.309223,0.975536,0.347320,0.347320,0.381456,645
761,1.265081,1.112445,1.612219,1.216004,0.347138,0.347138,0.297876,646
311,1.042338,0.885563,1.389418,1.008018,0.347080,0.347080,0.365821,647
817,0.868966,0.781717,1.215982,0.929007,0.347016,0.347016,0.404200,648
840,1.183156,0.949059,1.530126,1.179914,0.346970,0.346970,0.324051,649
668,1.028089,0.855074,1.374660,1.040769,0.346571,0.346571,0.363870,650
366,0.997379,0.786283,1.343941,1.015000,0.346562,0.346562,0.381730,651
821,1.133586,0.872563,1.480114,1.120640,0.346527,0.346527,0.345047,652
503,1.299278,1.070400,1.645297,1.259200,0.346019,0.346019,0.296093,653
968,1.160681,0.961321,1.506558,1.145470,0.345877,0.345877,0.327098,654
885,1.264610,1.103121,1.610195,1.257325,0.345585,0.345585,0.292191,655
725,0.968198,0.794146,1.313728,0.981910,0.345531,0.345531,0.386943,656
953,1.031958,0.844709,1.377320,1.031960,0.345363,0.345363,0.366241,657
391,1.066776,0.893345,1.411983,1.039107,0.345207,0.345207,0.356262,658
187,1.185055,1.045363,1.529727,1.196294,0.344672,0.344672,0.306821,659
925,0.906325,0.792832,1.250859,0.960791,0.344533,0.344533,0.391149,660
576,1.020616,0.816165,1.364796,1.032797,0.344180,0.344180,0.369766,661
567,1.100103,0.874627,1.443943,1.139460,0.343840,0.343840,0.338521,662
35,1.158874,0.948831,1.501210,1.110276,0.342336,0.342336,0.331492,663
935,1.081228,0.841039,1.423498,1.078076,0.342270,0.342270,0.354005,664
228,1.125270,0.844163,1.467452,1.107208,0.342183,0.342183,0.347566,665
636,1.111885,0.987396,1.453902,1.114453,0.342017,0.342017,0.324851,666
756,0.948261,0.792661,1.289771,0.994606,0.341510,0.341510,0.379743,667
736,1.343567,1.136450,1.684904,1.261208,0.341337,0.341337,0.284341,668
217,1.075120,1.020104,1.416056,1.112141,0.340936,0.340936,0.319494,669
1000,0.913616,0.730983,1.254376,0.932819,0.340760,0.340760,0.406635,670
510,1.047761,0.809847,1.388505,1.058724,0.340744,0.340744,0.361518,671
372,1.046072,0.878867,1.386669,1.031053,0.340597,0.340597,0.355534,672
162,0.935481,0.787578,1.275638,0.958781,0.340157,0.340157,0.387703,673
777,1.012517,0.901160,1.352370,1.018101,0.339853,0.339853,0.353494,674
723,1.124828,0.953404,1.464504,1.082476,0.339676,0.339676,0.333021,675
911,0.981888,0.789146,1.321225,1.006526,0.339338,0.339338,0.375211,676
125,1.018252,0.836973,1.357481,1.051154,0.339229,0.339229,0.357039,677
198,0.998599,0.825669,1.337580,1.008659,0.338980,0.338980,0.367771,678
434,0.862516,0.671535,1.201181,0.919541,0.338665,0.338665,0.420627,679
833,0.932895,0.788953,1.271151,0.964927,0.338255,0.338255,0.383796,680
827,1.058998,0.886655,1.396342,1.048652,0.337344,0.337344,0.347405,681
671,1.033186,0.825869,1.369792,1.047754,0.336607,0.336607,0.356818,682
804,1.230632,1.019163,1.566968,1.196496,0.336335,0.336335,0.302631,683
683,0.882353,0.706255,1.218376,0.917412,0.336023,0.336023,0.410449,684
846,1.222228,0.985569,1.557986,1.179739,0.335758,0.335758,0.308886,685
50,0.975505,0.799324,1.311062,1.010900,0.335557,0.335557,0.368229,686
908,1.143130,0.914596,1.478447,1.106148,0.335318,0.335318,0.330394,687
105,1.028893,0.834496,1.363820,1.025500,0.334927,0.334927,0.358254,688
816,1.284065,1.015521,1.618919,1.239565,0.334854,0.334854,0.295522,689
588,0.822548,0.743976,1.157269,0.901696,0.334721,0.334721,0.404934,690
222,0.986492,0.780061,1.320564,0.984527,0.334073,0.334073,0.376124,691
732,0.957134,0.863444,1.290697,0.960286,0.333563,0.333563,0.365288,692
764,0.835132,0.747721,1.167796,0.882744,0.332664,0.332664,0.406668,693
459,0.920815,0.801412,1.253358,0.973268,0.332544,0.332544,0.373020,694
91,0.912474,0.813353,1.244925,0.924408,0.332451,0.332451,0.381841,695
748,1.069908,0.926888,1.401741,1.083425,0.331833,0.331833,0.329135,696
566,1.228236,1.008962,1.559197,1.160531,0.330961,0.330961,0.304362,697
670,1.149673,0.939933,1.480410,1.115286,0.330737,0.330737,0.320686,698
651,1.013574,0.854490,1.343724,1.020333,0.330150,0.330150,0.350823,699
425,0.973888,0.803298,1.303664,1.003641,0.329776,0.329776,0.362788,700
491,1.295432,1.057961,1.624942,1.209132,0.329510,0.329510,0.290046,701
735,1.018695,0.846475,1.348120,1.044647,0.329425,0.329425,0.346493,702
706,1.041317,0.831481,1.370465,1.036512,0.329148,0.329148,0.350304,703
81,1.060345,0.876170,1.388838,1.056596,0.328493,0.328493,0.338449,704
68,1.029137,0.889379,1.357477,1.029758,0.328340,0.328340,0.341263,705
592,1.148381,0.939812,1.476400,1.118410,0.328019,0.328019,0.317547,706
571,1.026222,0.904197,1.353851,1.013612,0.327630,0.327630,0.341116,707
1002,1.151191,0.974997,1.478657,1.139678,0.327467,0.327467,0.308774,708
614,0.972504,0.844770,1.299956,1.000080,0.327452,0.327452,0.353739,709
263,1.007559,0.824708,1.334856,1.035404,0.327296,0.327296,0.349674,710
64,1.036302,0.944725,1.363418,1.020567,0.327116,0.327116,0.332645,711
697,0.992234,0.865013,1.318937,0.974660,0.326702,0.326702,0.354545,712
304,1.122287,0.882065,1.447969,1.064003,0.325682,0.325682,0.333255,713
575,1.000343,0.841073,1.325935,1.038712,0.325592,0.325592,0.344515,714
234,0.921097,0.776364,1.246508,0.951774,0.325411,0.325411,0.374678,715
124,0.949278,0.805241,1.274437,0.958534,0.325159,0.325159,0.367324,716
724,1.038097,0.856026,1.363199,1.038400,0.325102,0.325102,0.341640,717
40,0.972485,0.812371,1.297401,0.993922,0.324917,0.324917,0.357957,718
798,1.049889,0.865201,1.374672,1.048267,0.324783,0.324783,0.337927,719
811,1.060038,0.936770,1.384816,1.084589,0.324777,0.324777,0.320489,720
377,0.925533,0.747124,1.250262,0.939762,0.324730,0.324730,0.382519,721
56,1.041383,0.844964,1.365459,1.081118,0.324076,0.324076,0.334012,722
520,1.158233,0.911849,1.481638,1.137639,0.323406,0.323406,0.313699,723
596,1.234000,1.021155,1.557208,1.207436,0.323209,0.323209,0.289049,724
169,1.149451,0.862427,1.472248,1.146703,0.322797,0.322797,0.318161,725
214,0.942285,0.763387,1.264609,0.947435,0.322324,0.322324,0.374644,726
454,0.975309,0.798655,1.297619,0.986139,0.322310,0.322310,0.359197,727
825,0.925056,0.764432,1.246929,0.952866,0.321873,0.321873,0.372623,728
877,1.010361,0.856511,1.331996,1.019627,0.321635,0.321635,0.341581,729
884,0.829826,0.695148,1.150913,0.862398,0.321086,0.321086,0.409941,730
406,0.936021,0.804090,1.256768,0.943393,0.320748,0.320748,0.365936,731
188,1.294540,1.069015,1.615275,1.239392,0.320735,0.320735,0.277131,732
431,1.133218,0.902807,1.453921,1.090691,0.320703,0.320703,0.320330,733
62,0.884701,0.730980,1.204973,0.897447,0.320272,0.320272,0.391312,734
308,1.213965,1.096745,1.533669,1.148040,0.319704,0.319704,0.284767,735
666,1.203692,0.995172,1.522734,1.137923,0.319042,0.319042,0.298468,736
805,0.869749,0.674661,1.188661,0.901300,0.318912,0.318912,0.400599,737
989,1.202303,1.067483,1.520994,1.181538,0.318692,0.318692,0.283041,738
625,0.957306,0.776472,1.275770,0.975832,0.318464,0.318464,0.361150,739
980,1.203825,1.024997,1.521304,1.151540,0.317479,0.317479,0.291237,740
99,1.160341,0.897825,1.477441,1.143878,0.317100,0.317100,0.308392,741
947,0.954142,0.821421,1.270931,1.000399,0.316789,0.316789,0.346106,742
231,1.115505,0.951205,1.432132,1.087137,0.316627,0.316627,0.309983,743
374,0.971188,0.837712,1.287733,0.960812,0.316545,0.316545,0.351183,744
112,1.340810,1.086833,1.656960,1.265381,0.316149,0.316149,0.268039,745
382,0.977433,0.871670,1.293299,1.002620,0.315866,0.315866,0.336231,746
589,1.181804,1.132642,1.497595,1.104836,0.315791,0.315791,0.282252,747
116,1.269657,1.019074,1.585364,1.227466,0.315707,0.315707,0.279859,748
744,1.035231,0.815151,1.350751,1.044556,0.315520,0.315520,0.336769,749
990,1.059551,0.919079,1.374998,1.034515,0.315448,0.315448,0.322379,750
641,0.935108,0.780968,1.250552,0.963768,0.315443,0.315443,0.359626,751
876,1.147399,0.953417,1.462839,1.105710,0.315440,0.315440,0.305548,752
943,0.880249,0.773786,1.195627,0.930489,0.315378,0.315378,0.368548,753
1009,1.213206,1.014827,1.527614,1.148553,0.314409,0.314409,0.290111,754
167,0.969074,0.834796,1.283463,0.975402,0.314389,0.314389,0.346310,755
785,1.195745,0.874490,1.510056,1.138682,0.314311,0.314311,0.309600,756
910,1.119506,1.017329,1.433456,1.078656,0.313951,0.313951,0.299445,757
63,1.363406,1.253719,1.677103,1.290871,0.313697,0.313697,0.246534,758
787,0.943684,0.774698,1.257312,0.967082,0.313627,0.313627,0.357946,759
166,1.030702,0.844899,1.344303,1.033676,0.313602,0.313602,0.332199,760
150,1.049063,0.808613,1.362329,1.031934,0.313266,0.313266,0.337927,761
549,1.048779,0.820788,1.361698,1.044919,0.312919,0.312919,0.333049,762
918,1.046441,0.851989,1.358882,1.037908,0.312441,0.312441,0.329055,763
971,1.103963,0.904257,1.415940,1.052537,0.311978,0.311978,0.317954,764
927,1.056378,0.897770,1.368052,1.043052,0.311674,0.311674,0.320281,765
409,1.126232,0.916407,1.437833,1.109057,0.311601,0.311601,0.306301,766
176,1.121748,0.907676,1.433336,1.056769,0.311589,0.311589,0.316318,767
257,0.961348,0.819354,1.272689,1.019057,0.311341,0.311341,0.336726,768
281,0.983759,0.769165,1.294779,1.006495,0.311019,0.311019,0.347226,769
1021,0.885913,0.750311,1.196884,0.928363,0.310971,0.310971,0.368429,770
688,1.188593,0.958084,1.499404,1.128560,0.310811,0.310811,0.296916,771
1015,0.902776,0.738335,1.213555,0.904505,0.310780,0.310780,0.376424,772
504,1.002098,0.859963,1.312317,0.991471,0.310220,0.310220,0.334271,773
82,1.055217,0.875926,1.364984,1.035842,0.309767,0.309767,0.322936,774
6,1.196733,0.982685,1.506438,1.160661,0.309705,0.309705,0.288001,775
767,0.810077,0.646020,1.119743,0.844222,0.309665,0.309665,0.411963,776
445,0.964791,0.773211,1.273976,0.977277,0.309185,0.309185,0.350880,777
593,1.201304,0.978468,1.510422,1.112896,0.309118,0.309118,0.295005,778
795,0.906636,0.768499,1.215546,0.919720,0.308910,0.308910,0.364500,779
350,1.159929,0.948182,1.467214,1.098306,0.307285,0.307285,0.299500,780
466,0.949253,0.790964,1.255717,0.958315,0.306465,0.306465,0.348797,781
316,1.266564,1.011085,1.572965,1.207172,0.306401,0.306401,0.275181,782
977,1.111869,0.914091,1.418220,1.103567,0.306351,0.306351,0.302340,783
237,1.047067,0.932447,1.353340,1.056322,0.306273,0.306273,0.307407,784
778,1.046643,0.887975,1.352868,1.070784,0.306225,0.306225,0.311319,785
987,0.877022,0.746124,1.181670,0.933580,0.304648,0.304648,0.360502,786
525,1.031218,0.814521,1.335756,1.043882,0.304538,0.304538,0.325274,787
312,0.911483,0.741287,1.215850,0.909280,0.304367,0.304367,0.366908,788
843,0.985040,0.800312,1.289125,0.967145,0.304085,0.304085,0.342571,789
395,0.952386,0.761473,1.256076,0.971728,0.303690,0.303690,0.347888,790
556,0.915750,0.769122,1.218470,0.952423,0.302720,0.302720,0.349707,791
574,1.084032,0.936864,1.386750,1.035219,0.302718,0.302718,0.306622,792
96,0.890539,0.733739,1.193114,0.916063,0.302575,0.302575,0.364582,793
766,1.006261,0.876047,1.308027,0.983043,0.301766,0.301766,0.324102,794
534,1.179087,0.944612,1.480587,1.126685,0.301500,0.301500,0.290004,795
887,0.983037,0.807760,1.284512,0.950447,0.301476,0.301476,0.341812,796
492,1.195586,0.937381,1.496616,1.118390,0.301031,0.301031,0.291735,797
408,0.985450,0.873663,1.286315,1.009056,0.300865,0.300865,0.318784,798
483,0.996874,0.849607,1.297508,0.988774,0.300634,0.300634,0.326131,799
206,0.999321,0.876275,1.299756,0.960300,0.300436,0.300436,0.326828,800
909,1.207233,1.001001,1.507596,1.151474,0.300363,0.300363,0.278407,801
309,1.088338,0.913132,1.388394,1.056858,0.300056,0.300056,0.303819,802
469,1.089674,0.895487,1.389525,1.041592,0.299851,0.299851,0.308714,803
192,1.383674,1.177236,1.683396,1.280964,0.299721,0.299721,0.243638,804
126,1.514416,1.252145,1.813944,1.424371,0.299528,0.299528,0.223358,805
136,0.912274,0.700898,1.210601,0.918362,0.298326,0.298326,0.365194,806
982,1.070662,0.862169,1.368559,1.078652,0.297896,0.297896,0.305087,807
297,1.133476,1.107738,1.430854,1.132473,0.297378,0.297378,0.265475,808
310,0.976629,0.767997,1.273213,0.958312,0.296584,0.296584,0.341536,809
54,1.156142,0.923341,1.452436,1.151809,0.296294,0.296294,0.283849,810
653,1.267318,1.107541,1.563537,1.164398,0.296218,0.296218,0.260681,811
170,0.945897,0.780562,1.241700,0.950371,0.295803,0.295803,0.340152,812
660,0.859771,0.767848,1.154917,0.867454,0.295147,0.295147,0.360301,813
560,1.273395,1.011788,1.567840,1.188560,0.294445,0.294445,0.266775,814
557,1.135819,0.913693,1.430097,1.112454,0.294278,0.294278,0.289093,815
548,1.366690,1.180228,1.660621,1.305016,0.293931,0.293931,0.236243,816
133,0.916070,0.807303,1.209693,0.933248,0.293623,0.293623,0.336511,817
212,1.120315,0.867445,1.413506,1.070884,0.293191,0.293191,0.300867,818
814,0.950296,0.799697,1.243361,0.931640,0.293066,0.293066,0.337564,819
952,1.156209,0.953862,1.448667,1.112666,0.292458,0.292458,0.282211,820
5,1.149181,1.020790,1.441509,1.105206,0.292328,0.292328,0.274787,821
944,1.193100,1.072814,1.485117,1.156589,0.292018,0.292018,0.261785,822
605,1.329953,1.151184,1.621928,1.251771,0.291974,0.291974,0.242800,823
934,1.078490,0.943319,1.370012,1.024052,0.291523,0.291523,0.296108,824
22,0.968519,0.802935,1.260038,0.966224,0.291519,0.291519,0.328162,825
179,1.115736,0.881765,1.405952,1.028448,0.290216,0.290216,0.302965,826
873,1.042288,0.867579,1.332434,0.979879,0.290146,0.290146,0.313524,827
384,0.968656,0.775461,1.258311,0.961217,0.289655,0.289655,0.331682,828
535,0.978648,0.807933,1.267846,0.944980,0.289198,0.289198,0.328959,829
598,1.122729,1.006215,1.411471,1.066355,0.288742,0.288742,0.278515,830
974,1.195529,0.931094,1.483783,1.136638,0.288254,0.288254,0.277444,831
879,1.185676,1.077973,1.473880,1.127637,0.288204,0.288204,0.261271,832
648,1.174072,0.890622,1.462261,1.087440,0.288189,0.288189,0.289953,833
577,0.863993,0.765815,1.152006,0.899629,0.288013,0.288013,0.344758,834
289,1.123849,1.010911,1.411787,1.090160,0.287938,0.287938,0.273892,835
293,1.002123,0.836230,1.290031,0.978411,0.287908,0.287908,0.316347,836
949,0.958871,0.736006,1.246609,0.993772,0.287738,0.287738,0.329054,837
665,1.070742,0.858226,1.358412,1.073074,0.287670,0.287670,0.296076,838
796,1.024900,0.892573,1.311416,0.997625,0.286515,0.286515,0.302692,839
956,1.003956,0.800607,1.289909,0.969198,0.285952,0.285952,0.321689,840
195,1.346174,1.137932,1.631936,1.211489,0.285762,0.285762,0.243143,841
