category,rank,dimension,mean_delta,std_delta
pitchU2,18,432,2.759382,0.000000
pitchU2,19,208,2.749617,0.000000
pitchU2,20,439,2.695851,0.000000
pitchU2,21,190,2.685751,0.000000
pitchU2,22,167,2.630504,0.000000
pitchU2,23,349,2.622923,0.000000
pitchU2,24,403,2.517519,0.000000
pitchU2,25,229,2.454992,0.000000
pitchU2,26,14,2.431975,0.000000
pitchU2,27,257,2.426310,0.000000
pitchU2,28,106,2.419410,0.000000
pitchU2,29,510,2.400819,0.000000
pitchU2,30,18,2.386984,0.000000
pitchU4,1,236,4.399847,0.000000
pitchU4,2,208,3.525396,0.000000
pitchU4,3,277,3.453238,0.000000
pitchU4,4,179,3.245132,0.000000
pitchU4,5,437,3.158000,0.000000
pitchU4,6,34,3.105340,0.000000
pitchU4,7,487,3.058774,0.000000
pitchU4,8,300,3.025259,0.000000
pitchU4,9,167,2.885491,0.000000
pitchU4,10,128,2.851288,0.000000
pitchU4,11,156,2.782737,0.000000
pitchU4,12,511,2.554349,0.000000
pitchU4,13,510,2.535382,0.000000
pitchU4,14,187,2.529017,0.000000
pitchU4,15,361,2.445321,0.000000
pitchU4,16,250,2.423781,0.000000
pitchU4,17,112,2.420471,0.000000
pitchU4,18,129,2.397226,0.000000
pitchU4,19,78,2.357381,0.000000
pitchU4,20,205,2.329333,0.000000
pitchU4,21,268,2.324690,0.000000
pitchU4,22,357,2.324160,0.000000
pitchU4,23,485,2.294149,0.000000
pitchU4,24,439,2.287987,0.000000
pitchU4,25,35,2.286964,0.000000
pitchU4,26,502,2.262678,0.000000
pitchU4,27,241,2.214233,0.000000
pitchU4,28,267,2.212049,0.000000
pitchU4,29,91,2.194441,0.000000
pitchU4,30,425,2.150622,0.000000
pitchU4_tempo110,1,277,4.193777,0.000000
pitchU4_tempo110,2,156,3.957557,0.000000
pitchU4_tempo110,3,194,3.807200,0.000000
pitchU4_tempo110,4,511,3.767759,0.000000
pitchU4_tempo110,5,34,3.471217,0.000000
pitchU4_tempo110,6,192,3.374001,0.000000
pitchU4_tempo110,7,4,3.346210,0.000000
pitchU4_tempo110,8,432,3.281790,0.000000
pitchU4_tempo110,9,298,3.065184,0.000000
pitchU4_tempo110,10,44,2.950980,0.000000
pitchU4_tempo110,11,208,2.948141,0.000000
pitchU4_tempo110,12,495,2.945899,0.000000
pitchU4_tempo110,13,236,2.942210,0.000000
pitchU4_tempo110,14,487,2.873271,0.000000
pitchU4_tempo110,15,428,2.825429,0.000000
pitchU4_tempo110,16,175,2.793947,0.000000
pitchU4_tempo110,17,77,2.693694,0.000000
pitchU4_tempo110,18,482,2.681217,0.000000
pitchU4_tempo110,19,157,2.679321,0.000000
pitchU4_tempo110,20,74,2.672061,0.000000
pitchU4_tempo110,21,123,2.611894,0.000000
pitchU4_tempo110,22,300,2.599675,0.000000
pitchU4_tempo110,23,355,2.592956,0.000000
pitchU4_tempo110,24,309,2.585703,0.000000
pitchU4_tempo110,25,76,2.545335,0.000000
pitchU4_tempo110,26,394,2.542745,0.000000
pitchU4_tempo110,27,461,2.532979,0.000000
pitchU4_tempo110,28,403,2.526402,0.000000
pitchU4_tempo110,29,122,2.525835,0.000000
pitchU4_tempo110,30,502,2.523323,0.000000
tempo090,1,236,4.227818,0.000000
tempo090,2,208,3.652351,0.000000
tempo090,3,511,3.096957,0.000000
tempo090,4,179,2.993751,0.000000
tempo090,5,300,2.972528,0.000000
tempo090,6,443,2.945014,0.000000
tempo090,7,487,2.885677,0.000000
tempo090,8,128,2.831434,0.000000
tempo090,9,122,2.635811,0.000000
tempo090,10,395,2.602462,0.000000
tempo090,11,34,2.598682,0.000000
tempo090,12,316,2.521145,0.000000
tempo090,13,502,2.488252,0.000000
tempo090,14,298,2.423281,0.000000
tempo090,15,382,2.416908,0.000000
tempo090,16,250,2.394847,0.000000
tempo090,17,43,2.394251,0.000000
tempo090,18,102,2.317070,0.000000
tempo090,19,337,2.305248,0.000000
tempo090,20,156,2.293230,0.000000
tempo090,21,92,2.259952,0.000000
tempo090,22,473,2.258930,0.000000
tempo090,23,417,2.231960,0.000000
tempo090,24,267,2.195005,0.000000
tempo090,25,7,2.179519,0.000000
tempo090,26,36,2.157025,0.000000
tempo090,27,60,2.137455,0.000000
tempo090,28,192,2.103503,0.000000
tempo090,29,99,2.096032,0.000000
tempo090,30,11,2.088399,0.000000
tempo095,1,179,4.315434,0.000000
tempo095,2,487,4.212275,0.000000
tempo095,3,34,3.660754,0.000000
tempo095,4,437,3.352050,0.000000
tempo095,5,236,3.312301,0.000000
tempo095,6,208,3.246658,0.000000
tempo095,7,267,3.143827,0.000000
tempo095,8,511,3.075353,0.000000
tempo095,9,186,3.061888,0.000000
tempo095,10,298,2.974658,0.000000
tempo095,11,190,2.916427,0.000000
tempo095,12,425,2.893683,0.000000
tempo095,13,92,2.892592,0.000000
tempo095,14,128,2.882138,0.000000
tempo095,15,76,2.863818,0.000000
tempo095,16,420,2.792964,0.000000
tempo095,17,227,2.776834,0.000000
tempo095,18,489,2.720918,0.000000
tempo095,19,294,2.706780,0.000000
tempo095,20,316,2.699902,0.000000
tempo095,21,35,2.698808,0.000000
tempo095,22,156,2.644587,0.000000
tempo095,23,357,2.490356,0.000000
tempo095,24,468,2.474072,0.000000
tempo095,25,439,2.463665,0.000000
tempo095,26,187,2.455764,0.000000
tempo095,27,50,2.448355,0.000000
tempo095,28,250,2.443815,0.000000
tempo095,29,91,2.408812,0.000000
tempo095,30,300,2.362033,0.000000
tempo105,1,236,4.028368,0.000000
tempo105,2,34,3.263618,0.000000
tempo105,3,480,3.257493,0.000000
tempo105,4,437,3.219816,0.000000
tempo105,5,179,3.206410,0.000000
tempo105,6,167,3.134273,0.000000
tempo105,7,487,3.080052,0.000000
tempo105,8,192,2.978637,0.000000
tempo105,9,425,2.963177,0.000000
tempo105,10,300,2.863517,0.000000
tempo105,11,485,2.839669,0.000000
tempo105,12,432,2.798645,0.000000
tempo105,13,387,2.793751,0.000000
tempo105,14,78,2.787857,0.000000
tempo105,15,508,2.755486,0.000000
tempo105,16,347,2.681123,0.000000
tempo105,17,492,2.656135,0.000000
tempo105,18,92,2.640417,0.000000
tempo105,19,343,2.622614,0.000000
tempo105,20,267,2.604374,0.000000
tempo105,21,128,2.455970,0.000000
tempo105,22,461,2.452714,0.000000
tempo105,23,473,2.409700,0.000000
tempo105,24,156,2.395012,0.000000
tempo105,25,137,2.354023,0.000000
tempo105,26,104,2.327793,0.000000
tempo105,27,277,2.319533,0.000000
tempo105,28,60,2.311071,0.000000
tempo105,29,453,2.296465,0.000000
tempo105,30,502,2.288836,0.000000
tempo110,1,208,4.655868,0.000000
tempo110,2,432,4.201786,0.000000
tempo110,3,309,3.953735,0.000000
tempo110,4,68,3.661475,0.000000
tempo110,5,179,3.519745,0.000000
tempo110,6,337,3.502426,0.000000
tempo110,7,477,3.466121,0.000000
tempo110,8,34,3.380311,0.000000
tempo110,9,11,3.282378,0.000000
tempo110,10,186,3.182194,0.000000
tempo110,11,92,3.152467,0.000000
tempo110,12,227,3.100438,0.000000
tempo110,13,483,3.072827,0.000000
tempo110,14,190,3.052411,0.000000
tempo110,15,438,3.032769,0.000000
tempo110,16,294,3.005120,0.000000
tempo110,17,342,2.985229,0.000000
tempo110,18,78,2.957037,0.000000
tempo110,19,290,2.897942,0.000000
tempo110,20,392,2.891105,0.000000
tempo110,21,490,2.852687,0.000000
tempo110,22,76,2.846548,0.000000
tempo110,23,192,2.844868,0.000000
tempo110,24,258,2.812079,0.000000
tempo110,25,123,2.776884,0.000000
tempo110,26,283,2.697092,0.000000
tempo110,27,4,2.679619,0.000000
tempo110,28,316,2.654656,0.000000
tempo110,29,383,2.640263,0.000000
tempo110,30,250,2.505948,0.000000
