pair_idx,pitch_semi,tempo_bpm,mean_delta,broad_cat
78652,,110,0.649672,1b. Human Plagiarism + DSP
78653,,110,0.748391,1b. Human Plagiarism + DSP
78654,,90,0.670859,1b. Human Plagiarism + DSP
78659,,90,0.662708,1b. Human Plagiarism + DSP
78660,,95,0.813898,1b. Human Plagiarism + DSP
78661,,105,0.877808,1b. Human Plagiarism + DSP
78662,,110,0.686496,1b. Human Plagiarism + DSP
78663,,110,0.757336,1b. Human Plagiarism + DSP
78664,,90,0.638066,1b. Human Plagiarism + DSP
78669,,90,0.838245,1b. Human Plagiarism + DSP
78670,,95,0.727214,1b. Human Plagiarism + DSP
78671,,105,0.758609,1b. Human Plagiarism + DSP
78672,,110,0.669465,1b. Human Plagiarism + DSP
78673,,110,0.755909,1b. Human Plagiarism + DSP
78674,,90,0.682609,1b. Human Plagiarism + DSP
78679,,90,0.672842,1b. Human Plagiarism + DSP
78680,,95,0.817376,1b. Human Plagiarism + DSP
78681,,105,0.880230,1b. Human Plagiarism + DSP
78682,,110,0.686749,1b. Human Plagiarism + DSP
78683,,110,0.767919,1b. Human Plagiarism + DSP
78684,,90,0.650933,1b. Human Plagiarism + DSP
78689,,90,0.776655,1b. Human Plagiarism + DSP
78690,,95,0.763535,1b. Human Plagiarism + DSP
78691,,105,0.735952,1b. Human Plagiarism + DSP
78692,,110,0.803448,1b. Human Plagiarism + DSP
78693,,110,0.740860,1b. Human Plagiarism + DSP
78694,,90,0.743158,1b. Human Plagiarism + DSP
78699,,90,0.693222,1b. Human Plagiarism + DSP
78700,,95,0.708236,1b. Human Plagiarism + DSP
78701,,105,0.700513,1b. Human Plagiarism + DSP
78702,,110,0.691992,1b. Human Plagiarism + DSP
78703,,110,0.720005,1b. Human Plagiarism + DSP
78704,,90,0.652026,1b. Human Plagiarism + DSP
78709,,90,0.697616,1b. Human Plagiarism + DSP
78710,,95,0.706854,1b. Human Plagiarism + DSP
78711,,105,0.678958,1b. Human Plagiarism + DSP
78712,,110,0.614082,1b. Human Plagiarism + DSP
78713,,110,0.540649,1b. Human Plagiarism + DSP
78714,,90,1.101168,1b. Human Plagiarism + DSP
78719,,90,0.866457,1b. Human Plagiarism + DSP
78720,,95,0.899282,1b. Human Plagiarism + DSP
78721,,105,0.811229,1b. Human Plagiarism + DSP
78722,,110,0.573439,1b. Human Plagiarism + DSP
78723,,110,0.831291,1b. Human Plagiarism + DSP
78724,,90,0.748533,1b. Human Plagiarism + DSP
78729,,90,0.692148,1b. Human Plagiarism + DSP
78730,,95,0.652676,1b. Human Plagiarism + DSP
78731,,105,0.647579,1b. Human Plagiarism + DSP
78732,,110,0.690254,1b. Human Plagiarism + DSP
78733,,110,0.625958,1b. Human Plagiarism + DSP
78734,,90,0.721461,1b. Human Plagiarism + DSP
78739,,90,0.571918,1b. Human Plagiarism + DSP
78740,,95,0.573231,1b. Human Plagiarism + DSP
78741,,105,0.564083,1b. Human Plagiarism + DSP
78742,,110,0.583108,1b. Human Plagiarism + DSP
78743,,110,0.632029,1b. Human Plagiarism + DSP
78744,,90,0.547566,1b. Human Plagiarism + DSP
78749,,90,0.706838,1b. Human Plagiarism + DSP
78750,,95,0.749563,1b. Human Plagiarism + DSP
78751,,105,0.701683,1b. Human Plagiarism + DSP
78752,,110,0.555557,1b. Human Plagiarism + DSP
78753,,110,0.621214,1b. Human Plagiarism + DSP
78754,,90,1.147310,1b. Human Plagiarism + DSP
78759,,90,0.729713,1b. Human Plagiarism + DSP
78760,,95,0.735571,1b. Human Plagiarism + DSP
78761,,105,0.595985,1b. Human Plagiarism + DSP
78762,,110,0.633729,1b. Human Plagiarism + DSP
78763,,110,0.706747,1b. Human Plagiarism + DSP
78764,,90,0.747890,1b. Human Plagiarism + DSP
78769,,90,0.628111,1b. Human Plagiarism + DSP
78770,,95,0.634141,1b. Human Plagiarism + DSP
78771,,105,0.625294,1b. Human Plagiarism + DSP
78772,,110,0.659846,1b. Human Plagiarism + DSP
78773,,110,0.504492,1b. Human Plagiarism + DSP
78774,,90,0.633922,1b. Human Plagiarism + DSP
78779,,90,0.561898,1b. Human Plagiarism + DSP
78780,,95,0.541246,1b. Human Plagiarism + DSP
78781,,105,0.544295,1b. Human Plagiarism + DSP
78782,,110,0.530194,1b. Human Plagiarism + DSP
78783,,110,0.590439,1b. Human Plagiarism + DSP
78784,,90,0.501135,1b. Human Plagiarism + DSP
78789,,90,0.677789,1b. Human Plagiarism + DSP
78790,,95,0.701205,1b. Human Plagiarism + DSP
78791,,105,0.588498,1b. Human Plagiarism + DSP
78792,,110,0.416465,1b. Human Plagiarism + DSP
78793,,110,0.491921,1b. Human Plagiarism + DSP
78794,,90,1.106650,1b. Human Plagiarism + DSP
78799,,90,0.723127,1b. Human Plagiarism + DSP
78800,,95,0.735748,1b. Human Plagiarism + DSP
78801,,105,0.622279,1b. Human Plagiarism + DSP
78802,,110,0.548034,1b. Human Plagiarism + DSP
78803,,110,0.702901,1b. Human Plagiarism + DSP
78804,,90,0.677490,1b. Human Plagiarism + DSP
78809,,90,0.668232,1b. Human Plagiarism + DSP
78810,,95,0.668812,1b. Human Plagiarism + DSP
78811,,105,0.670990,1b. Human Plagiarism + DSP
78812,,110,0.683637,1b. Human Plagiarism + DSP
78813,,110,0.561611,1b. Human Plagiarism + DSP
78814,,90,0.709419,1b. Human Plagiarism + DSP
78819,,90,0.584580,1b. Human Plagiarism + DSP
78820,,95,0.559164,1b. Human Plagiarism + DSP
78821,,105,0.584388,1b. Human Plagiarism + DSP
78822,,110,0.586939,1b. Human Plagiarism + DSP
78823,,110,0.640529,1b. Human Plagiarism + DSP
78824,,90,0.552448,1b. Human Plagiarism + DSP
78829,,90,0.721268,1b. Human Plagiarism + DSP
78830,,95,0.729556,1b. Human Plagiarism + DSP
78831,,105,0.658024,1b. Human Plagiarism + DSP
78832,,110,0.552798,1b. Human Plagiarism + DSP
78833,,110,0.594201,1b. Human Plagiarism + DSP
78834,,90,1.131782,1b. Human Plagiarism + DSP
78839,,90,0.733877,1b. Human Plagiarism + DSP
78840,,95,0.723457,1b. Human Plagiarism + DSP
78841,,105,0.571975,1b. Human Plagiarism + DSP
78842,,110,0.639657,1b. Human Plagiarism + DSP
78843,,110,0.749020,1b. Human Plagiarism + DSP
78844,,90,0.667079,1b. Human Plagiarism + DSP
78849,,90,0.731931,1b. Human Plagiarism + DSP
78850,,95,0.784606,1b. Human Plagiarism + DSP
78851,,105,0.740599,1b. Human Plagiarism + DSP
78852,,110,0.814861,1b. Human Plagiarism + DSP
78853,,110,0.740080,1b. Human Plagiarism + DSP
78854,,90,0.677348,1b. Human Plagiarism + DSP
78859,,90,0.524412,1b. Human Plagiarism + DSP
78860,,95,0.525838,1b. Human Plagiarism + DSP
78861,,105,0.524262,1b. Human Plagiarism + DSP
78862,,110,0.517143,1b. Human Plagiarism + DSP
78863,,110,0.491999,1b. Human Plagiarism + DSP
78864,,90,0.535608,1b. Human Plagiarism + DSP
78869,,90,0.627503,1b. Human Plagiarism + DSP
78870,,95,0.603808,1b. Human Plagiarism + DSP
78871,,105,0.718306,1b. Human Plagiarism + DSP
78872,,110,0.724117,1b. Human Plagiarism + DSP
78873,,110,0.578150,1b. Human Plagiarism + DSP
78874,,90,0.948817,1b. Human Plagiarism + DSP
78879,,90,0.519597,1b. Human Plagiarism + DSP
78880,,95,0.511937,1b. Human Plagiarism + DSP
78881,,105,0.504669,1b. Human Plagiarism + DSP
78882,,110,0.619541,1b. Human Plagiarism + DSP
78883,,110,0.826408,1b. Human Plagiarism + DSP
78884,,90,0.535439,1b. Human Plagiarism + DSP
78889,,90,0.648926,1b. Human Plagiarism + DSP
78890,,95,0.695567,1b. Human Plagiarism + DSP
78891,,105,0.640635,1b. Human Plagiarism + DSP
78892,,110,0.708625,1b. Human Plagiarism + DSP
78893,,110,0.654302,1b. Human Plagiarism + DSP
78894,,90,0.620737,1b. Human Plagiarism + DSP
78899,,90,0.456502,1b. Human Plagiarism + DSP
78900,,95,0.456698,1b. Human Plagiarism + DSP
78901,,105,0.453923,1b. Human Plagiarism + DSP
78902,,110,0.449785,1b. Human Plagiarism + DSP
78903,,110,0.438649,1b. Human Plagiarism + DSP
78904,,90,0.469762,1b. Human Plagiarism + DSP
78909,,90,0.702441,1b. Human Plagiarism + DSP
78910,,95,0.574756,1b. Human Plagiarism + DSP
78911,,105,0.698082,1b. Human Plagiarism + DSP
78912,,110,0.622541,1b. Human Plagiarism + DSP
78913,,110,0.539190,1b. Human Plagiarism + DSP
78914,,90,0.940982,1b. Human Plagiarism + DSP
78919,,90,0.451173,1b. Human Plagiarism + DSP
78920,,95,0.471579,1b. Human Plagiarism + DSP
78921,,105,0.467323,1b. Human Plagiarism + DSP
78922,,110,0.622389,1b. Human Plagiarism + DSP
78923,,110,0.791762,1b. Human Plagiarism + DSP
78924,,90,0.491770,1b. Human Plagiarism + DSP
78929,,90,0.613381,1b. Human Plagiarism + DSP
78930,,95,0.673958,1b. Human Plagiarism + DSP
78931,,105,0.619897,1b. Human Plagiarism + DSP
78932,,110,0.663120,1b. Human Plagiarism + DSP
78933,,110,0.632654,1b. Human Plagiarism + DSP
78934,,90,0.569463,1b. Human Plagiarism + DSP
78939,,90,0.458096,1b. Human Plagiarism + DSP
78940,,95,0.453526,1b. Human Plagiarism + DSP
78941,,105,0.462659,1b. Human Plagiarism + DSP
78942,,110,0.468385,1b. Human Plagiarism + DSP
78943,,110,0.451400,1b. Human Plagiarism + DSP
78944,,90,0.464928,1b. Human Plagiarism + DSP
78949,,90,0.767823,1b. Human Plagiarism + DSP
78950,,95,0.563442,1b. Human Plagiarism + DSP
78951,,105,0.720354,1b. Human Plagiarism + DSP
78952,,110,0.666014,1b. Human Plagiarism + DSP
78953,,110,0.573763,1b. Human Plagiarism + DSP
78954,,90,0.975782,1b. Human Plagiarism + DSP
78959,,90,0.494508,1b. Human Plagiarism + DSP
78960,,95,0.509372,1b. Human Plagiarism + DSP
78961,,105,0.474730,1b. Human Plagiarism + DSP
78962,,110,0.717365,1b. Human Plagiarism + DSP
78963,,110,0.928458,1b. Human Plagiarism + DSP
78964,,90,0.534597,1b. Human Plagiarism + DSP
78969,,90,0.620505,1b. Human Plagiarism + DSP
78970,,95,0.667435,1b. Human Plagiarism + DSP
78971,,105,0.610045,1b. Human Plagiarism + DSP
78972,,110,0.687965,1b. Human Plagiarism + DSP
78973,,110,0.622246,1b. Human Plagiarism + DSP
78974,,90,0.555915,1b. Human Plagiarism + DSP
78979,,90,0.357408,1b. Human Plagiarism + DSP
78980,,95,0.345239,1b. Human Plagiarism + DSP
78981,,105,0.324667,1b. Human Plagiarism + DSP
78982,,110,0.318255,1b. Human Plagiarism + DSP
78983,,110,0.298256,1b. Human Plagiarism + DSP
78984,,90,0.357309,1b. Human Plagiarism + DSP
78989,,90,0.734134,1b. Human Plagiarism + DSP
78990,,95,0.550777,1b. Human Plagiarism + DSP
78991,,105,0.681085,1b. Human Plagiarism + DSP
78992,,110,0.655843,1b. Human Plagiarism + DSP
78993,,110,0.499501,1b. Human Plagiarism + DSP
78994,,90,0.922194,1b. Human Plagiarism + DSP
78999,,90,0.304963,1b. Human Plagiarism + DSP
79000,,95,0.305607,1b. Human Plagiarism + DSP
79001,,105,0.295667,1b. Human Plagiarism + DSP
79002,,110,0.567831,1b. Human Plagiarism + DSP
79003,,110,0.797076,1b. Human Plagiarism + DSP
79004,,90,0.345679,1b. Human Plagiarism + DSP
79009,,90,0.744069,1b. Human Plagiarism + DSP
79010,,95,0.774375,1b. Human Plagiarism + DSP
79011,,105,0.775842,1b. Human Plagiarism + DSP
79012,,110,0.769165,1b. Human Plagiarism + DSP
79013,,110,0.766854,1b. Human Plagiarism + DSP
79014,,90,0.776260,1b. Human Plagiarism + DSP
79019,,90,0.686943,1b. Human Plagiarism + DSP
79020,,95,0.697991,1b. Human Plagiarism + DSP
79021,,105,0.714538,1b. Human Plagiarism + DSP
79022,,110,0.699094,1b. Human Plagiarism + DSP
79023,,110,0.701717,1b. Human Plagiarism + DSP
79024,,90,0.717135,1b. Human Plagiarism + DSP
79029,,90,0.532033,1b. Human Plagiarism + DSP
79030,,95,0.548002,1b. Human Plagiarism + DSP
79031,,105,0.541910,1b. Human Plagiarism + DSP
79032,,110,0.538184,1b. Human Plagiarism + DSP
79033,,110,0.552397,1b. Human Plagiarism + DSP
79034,,90,0.556973,1b. Human Plagiarism + DSP
79039,,90,0.580938,1b. Human Plagiarism + DSP
79040,,95,0.544438,1b. Human Plagiarism + DSP
79041,,105,0.519862,1b. Human Plagiarism + DSP
79042,,110,0.539008,1b. Human Plagiarism + DSP
79043,,110,0.475382,1b. Human Plagiarism + DSP
79044,,90,0.477391,1b. Human Plagiarism + DSP
79049,,90,1.081387,1b. Human Plagiarism + DSP
79050,,95,1.041889,1b. Human Plagiarism + DSP
79051,,105,1.067361,1b. Human Plagiarism + DSP
79052,,110,1.035741,1b. Human Plagiarism + DSP
79053,,110,0.919888,1b. Human Plagiarism + DSP
79054,,90,0.913966,1b. Human Plagiarism + DSP
79059,,90,1.116185,1b. Human Plagiarism + DSP
79060,,95,1.041305,1b. Human Plagiarism + DSP
79061,,105,1.102783,1b. Human Plagiarism + DSP
79062,,110,0.979041,1b. Human Plagiarism + DSP
79063,,110,1.010260,1b. Human Plagiarism + DSP
79064,,90,0.893028,1b. Human Plagiarism + DSP
79069,,90,0.978631,1b. Human Plagiarism + DSP
79070,,95,0.968046,1b. Human Plagiarism + DSP
79071,,105,0.917559,1b. Human Plagiarism + DSP
79072,,110,0.980470,1b. Human Plagiarism + DSP
79073,,110,0.798873,1b. Human Plagiarism + DSP
79074,,90,0.804999,1b. Human Plagiarism + DSP
79079,,90,0.967451,1b. Human Plagiarism + DSP
79080,,95,0.816198,1b. Human Plagiarism + DSP
79081,,105,1.004248,1b. Human Plagiarism + DSP
79082,,110,0.746475,1b. Human Plagiarism + DSP
79083,,110,0.712147,1b. Human Plagiarism + DSP
79084,,90,0.881659,1b. Human Plagiarism + DSP
79089,,90,1.215971,1b. Human Plagiarism + DSP
79090,,95,1.187778,1b. Human Plagiarism + DSP
79091,,105,1.192162,1b. Human Plagiarism + DSP
79092,,110,1.182166,1b. Human Plagiarism + DSP
79093,,110,1.075999,1b. Human Plagiarism + DSP
79094,,90,1.053599,1b. Human Plagiarism + DSP
79099,,90,1.251810,1b. Human Plagiarism + DSP
79100,,95,1.198535,1b. Human Plagiarism + DSP
79101,,105,1.179918,1b. Human Plagiarism + DSP
79102,,110,1.108881,1b. Human Plagiarism + DSP
79103,,110,1.183642,1b. Human Plagiarism + DSP
79104,,90,1.114328,1b. Human Plagiarism + DSP
79109,,90,0.946311,1b. Human Plagiarism + DSP
79110,,95,0.929676,1b. Human Plagiarism + DSP
79111,,105,0.874740,1b. Human Plagiarism + DSP
79112,,110,0.924776,1b. Human Plagiarism + DSP
79113,,110,0.746092,1b. Human Plagiarism + DSP
79114,,90,0.825396,1b. Human Plagiarism + DSP
79119,,90,0.944992,1b. Human Plagiarism + DSP
79120,,95,0.925732,1b. Human Plagiarism + DSP
79121,,105,1.090747,1b. Human Plagiarism + DSP
79122,,110,0.713996,1b. Human Plagiarism + DSP
79123,,110,0.824244,1b. Human Plagiarism + DSP
79124,,90,0.884934,1b. Human Plagiarism + DSP
79129,,90,1.225217,1b. Human Plagiarism + DSP
79130,,95,1.207842,1b. Human Plagiarism + DSP
79131,,105,1.202243,1b. Human Plagiarism + DSP
79132,,110,1.195400,1b. Human Plagiarism + DSP
79133,,110,1.090063,1b. Human Plagiarism + DSP
79134,,90,1.121548,1b. Human Plagiarism + DSP
79139,,90,1.280492,1b. Human Plagiarism + DSP
79140,,95,1.216615,1b. Human Plagiarism + DSP
79141,,105,1.265504,1b. Human Plagiarism + DSP
79142,,110,1.124159,1b. Human Plagiarism + DSP
79143,,110,1.214561,1b. Human Plagiarism + DSP
79144,,90,1.163420,1b. Human Plagiarism + DSP
79149,,90,1.052679,1b. Human Plagiarism + DSP
79150,,95,1.039985,1b. Human Plagiarism + DSP
79151,,105,1.040223,1b. Human Plagiarism + DSP
79152,,110,1.040393,1b. Human Plagiarism + DSP
79153,,110,0.988367,1b. Human Plagiarism + DSP
79154,,90,0.973194,1b. Human Plagiarism + DSP
79159,,90,1.111348,1b. Human Plagiarism + DSP
79160,,95,1.132756,1b. Human Plagiarism + DSP
79161,,105,1.147461,1b. Human Plagiarism + DSP
79162,,110,0.988353,1b. Human Plagiarism + DSP
79163,,110,1.019507,1b. Human Plagiarism + DSP
79164,,90,1.059591,1b. Human Plagiarism + DSP
79169,,90,1.127320,1b. Human Plagiarism + DSP
79170,,95,1.074672,1b. Human Plagiarism + DSP
79171,,105,1.075706,1b. Human Plagiarism + DSP
79172,,110,1.068079,1b. Human Plagiarism + DSP
79173,,110,1.002296,1b. Human Plagiarism + DSP
79174,,90,0.997649,1b. Human Plagiarism + DSP
79179,,90,1.106226,1b. Human Plagiarism + DSP
79180,,95,1.044950,1b. Human Plagiarism + DSP
79181,,105,1.096238,1b. Human Plagiarism + DSP
79182,,110,1.004750,1b. Human Plagiarism + DSP
79183,,110,1.041914,1b. Human Plagiarism + DSP
79184,,90,1.031742,1b. Human Plagiarism + DSP
79189,,90,1.030311,1b. Human Plagiarism + DSP
79190,,95,0.977726,1b. Human Plagiarism + DSP
79191,,105,0.970375,1b. Human Plagiarism + DSP
79192,,110,0.986309,1b. Human Plagiarism + DSP
79193,,110,0.914222,1b. Human Plagiarism + DSP
79194,,90,0.860295,1b. Human Plagiarism + DSP
79199,,90,1.059368,1b. Human Plagiarism + DSP
79200,,95,0.970836,1b. Human Plagiarism + DSP
79201,,105,1.068297,1b. Human Plagiarism + DSP
79202,,110,0.873537,1b. Human Plagiarism + DSP
79203,,110,0.945277,1b. Human Plagiarism + DSP
79204,,90,0.940309,1b. Human Plagiarism + DSP
79209,,90,1.029688,1b. Human Plagiarism + DSP
79210,,95,0.995464,1b. Human Plagiarism + DSP
79211,,105,1.019619,1b. Human Plagiarism + DSP
79212,,110,0.989098,1b. Human Plagiarism + DSP
79213,,110,0.920135,1b. Human Plagiarism + DSP
79214,,90,0.900369,1b. Human Plagiarism + DSP
79219,,90,1.128315,1b. Human Plagiarism + DSP
79220,,95,1.095387,1b. Human Plagiarism + DSP
79221,,105,1.104103,1b. Human Plagiarism + DSP
79222,,110,1.005284,1b. Human Plagiarism + DSP
79223,,110,1.010734,1b. Human Plagiarism + DSP
79224,,90,0.946741,1b. Human Plagiarism + DSP
79229,,90,1.031720,1b. Human Plagiarism + DSP
79230,,95,0.969120,1b. Human Plagiarism + DSP
79231,,105,0.996527,1b. Human Plagiarism + DSP
79232,,110,0.973129,1b. Human Plagiarism + DSP
79233,,110,0.895054,1b. Human Plagiarism + DSP
79234,,90,0.865571,1b. Human Plagiarism + DSP
79239,,90,1.123262,1b. Human Plagiarism + DSP
79240,,95,1.043096,1b. Human Plagiarism + DSP
79241,,105,1.093448,1b. Human Plagiarism + DSP
79242,,110,0.956508,1b. Human Plagiarism + DSP
79243,,110,0.965705,1b. Human Plagiarism + DSP
79244,,90,0.916542,1b. Human Plagiarism + DSP
79249,,90,1.081669,1b. Human Plagiarism + DSP
79250,,95,1.046592,1b. Human Plagiarism + DSP
79251,,105,1.057281,1b. Human Plagiarism + DSP
79252,,110,1.050261,1b. Human Plagiarism + DSP
79253,,110,0.896787,1b. Human Plagiarism + DSP
79254,,90,0.922688,1b. Human Plagiarism + DSP
79259,,90,1.017912,1b. Human Plagiarism + DSP
79260,,95,0.981227,1b. Human Plagiarism + DSP
79261,,105,1.042619,1b. Human Plagiarism + DSP
79262,,110,0.951154,1b. Human Plagiarism + DSP
79263,,110,0.945694,1b. Human Plagiarism + DSP
79264,,90,0.767077,1b. Human Plagiarism + DSP
79269,,90,1.017514,1b. Human Plagiarism + DSP
79270,,95,1.028916,1b. Human Plagiarism + DSP
79271,,105,1.037638,1b. Human Plagiarism + DSP
79272,,110,1.007624,1b. Human Plagiarism + DSP
79273,,110,0.972627,1b. Human Plagiarism + DSP
79274,,90,0.880155,1b. Human Plagiarism + DSP
79279,,90,1.168638,1b. Human Plagiarism + DSP
79280,,95,1.159600,1b. Human Plagiarism + DSP
79281,,105,1.138683,1b. Human Plagiarism + DSP
79282,,110,1.153905,1b. Human Plagiarism + DSP
79283,,110,1.183512,1b. Human Plagiarism + DSP
79284,,90,1.050675,1b. Human Plagiarism + DSP
79289,,90,0.981910,1b. Human Plagiarism + DSP
79290,,95,1.000161,1b. Human Plagiarism + DSP
79291,,105,0.931423,1b. Human Plagiarism + DSP
79292,,110,0.949986,1b. Human Plagiarism + DSP
79293,,110,1.056108,1b. Human Plagiarism + DSP
79294,,90,0.962568,1b. Human Plagiarism + DSP
79299,,90,0.995212,1b. Human Plagiarism + DSP
79300,,95,0.767807,1b. Human Plagiarism + DSP
79301,,105,0.937722,1b. Human Plagiarism + DSP
79302,,110,0.771419,1b. Human Plagiarism + DSP
79303,,110,0.798838,1b. Human Plagiarism + DSP
79304,,90,1.036712,1b. Human Plagiarism + DSP
79309,,90,1.007008,1b. Human Plagiarism + DSP
79310,,95,0.991458,1b. Human Plagiarism + DSP
79311,,105,0.976814,1b. Human Plagiarism + DSP
79312,,110,1.046970,1b. Human Plagiarism + DSP
79313,,110,0.844346,1b. Human Plagiarism + DSP
79314,,90,0.973879,1b. Human Plagiarism + DSP
79319,,90,0.741208,1b. Human Plagiarism + DSP
79320,,95,0.751917,1b. Human Plagiarism + DSP
79321,,105,0.904522,1b. Human Plagiarism + DSP
79322,,110,1.053191,1b. Human Plagiarism + DSP
79323,,110,0.777817,1b. Human Plagiarism + DSP
79324,,90,0.759390,1b. Human Plagiarism + DSP
79329,,90,1.018277,1b. Human Plagiarism + DSP
79330,,95,0.955367,1b. Human Plagiarism + DSP
79331,,105,0.922798,1b. Human Plagiarism + DSP
79332,,110,1.008969,1b. Human Plagiarism + DSP
79333,,110,0.824770,1b. Human Plagiarism + DSP
79334,,90,0.896237,1b. Human Plagiarism + DSP
79339,,90,0.958184,1b. Human Plagiarism + DSP
79340,,95,0.946721,1b. Human Plagiarism + DSP
79341,,105,0.903251,1b. Human Plagiarism + DSP
79342,,110,0.950318,1b. Human Plagiarism + DSP
79343,,110,0.902380,1b. Human Plagiarism + DSP
79344,,90,1.000470,1b. Human Plagiarism + DSP
79349,,90,1.056775,1b. Human Plagiarism + DSP
79350,,95,0.778472,1b. Human Plagiarism + DSP
79351,,105,1.019665,1b. Human Plagiarism + DSP
79352,,110,1.057831,1b. Human Plagiarism + DSP
79353,,110,0.822046,1b. Human Plagiarism + DSP
79354,,90,0.951943,1b. Human Plagiarism + DSP
79359,,90,0.840492,1b. Human Plagiarism + DSP
79360,,95,0.921915,1b. Human Plagiarism + DSP
79361,,105,0.880326,1b. Human Plagiarism + DSP
79362,,110,1.034317,1b. Human Plagiarism + DSP
79363,,110,0.964240,1b. Human Plagiarism + DSP
79364,,90,0.833610,1b. Human Plagiarism + DSP
79369,,90,0.810972,1b. Human Plagiarism + DSP
79370,,95,0.888215,1b. Human Plagiarism + DSP
79371,,105,0.746872,1b. Human Plagiarism + DSP
79372,,110,0.773752,1b. Human Plagiarism + DSP
79373,,110,0.821010,1b. Human Plagiarism + DSP
79374,,90,0.839532,1b. Human Plagiarism + DSP
79379,,90,1.099612,1b. Human Plagiarism + DSP
79380,,95,1.004485,1b. Human Plagiarism + DSP
79381,,105,0.955679,1b. Human Plagiarism + DSP
79382,,110,1.052952,1b. Human Plagiarism + DSP
79383,,110,0.997184,1b. Human Plagiarism + DSP
79384,,90,1.176184,1b. Human Plagiarism + DSP
79389,,90,1.086751,1b. Human Plagiarism + DSP
79390,,95,1.023598,1b. Human Plagiarism + DSP
79391,,105,1.099653,1b. Human Plagiarism + DSP
79392,,110,1.174474,1b. Human Plagiarism + DSP
79393,,110,0.876495,1b. Human Plagiarism + DSP
79394,,90,0.959432,1b. Human Plagiarism + DSP
79399,,90,0.968580,1b. Human Plagiarism + DSP
79400,,95,1.036102,1b. Human Plagiarism + DSP
79401,,105,0.838440,1b. Human Plagiarism + DSP
79402,,110,1.006052,1b. Human Plagiarism + DSP
79403,,110,0.999734,1b. Human Plagiarism + DSP
79404,,90,1.023721,1b. Human Plagiarism + DSP
79409,,90,1.183803,1b. Human Plagiarism + DSP
79410,,95,0.984024,1b. Human Plagiarism + DSP
79411,,105,1.110693,1b. Human Plagiarism + DSP
79412,,110,1.086289,1b. Human Plagiarism + DSP
79413,,110,0.900123,1b. Human Plagiarism + DSP
79414,,90,0.980697,1b. Human Plagiarism + DSP
79419,,90,1.112448,1b. Human Plagiarism + DSP
79420,,95,0.880735,1b. Human Plagiarism + DSP
79421,,105,1.003595,1b. Human Plagiarism + DSP
79422,,110,0.815946,1b. Human Plagiarism + DSP
79423,,110,0.893260,1b. Human Plagiarism + DSP
79424,,90,1.116366,1b. Human Plagiarism + DSP
79429,,90,1.147761,1b. Human Plagiarism + DSP
79430,,95,1.065700,1b. Human Plagiarism + DSP
79431,,105,1.142765,1b. Human Plagiarism + DSP
79432,,110,1.223519,1b. Human Plagiarism + DSP
79433,,110,0.989339,1b. Human Plagiarism + DSP
79434,,90,1.111070,1b. Human Plagiarism + DSP
79439,,90,0.830014,1b. Human Plagiarism + DSP
79440,,95,0.881286,1b. Human Plagiarism + DSP
79441,,105,0.967416,1b. Human Plagiarism + DSP
79442,,110,1.165336,1b. Human Plagiarism + DSP
79443,,110,0.925097,1b. Human Plagiarism + DSP
79444,,90,0.851220,1b. Human Plagiarism + DSP
79449,,90,1.210713,1b. Human Plagiarism + DSP
79450,,95,1.057018,1b. Human Plagiarism + DSP
79451,,105,1.138697,1b. Human Plagiarism + DSP
79452,,110,1.151586,1b. Human Plagiarism + DSP
79453,,110,0.950639,1b. Human Plagiarism + DSP
79454,,90,1.022792,1b. Human Plagiarism + DSP
79459,,90,0.858591,1b. Human Plagiarism + DSP
79460,,95,1.008021,1b. Human Plagiarism + DSP
79461,,105,0.931879,1b. Human Plagiarism + DSP
79462,,110,0.926211,1b. Human Plagiarism + DSP
79463,,110,0.890709,1b. Human Plagiarism + DSP
79464,,90,1.017607,1b. Human Plagiarism + DSP
79469,,90,0.769340,1b. Human Plagiarism + DSP
79470,,95,0.886876,1b. Human Plagiarism + DSP
79471,,105,0.897266,1b. Human Plagiarism + DSP
79472,,110,0.854378,1b. Human Plagiarism + DSP
79473,,110,0.880948,1b. Human Plagiarism + DSP
79474,,90,0.895146,1b. Human Plagiarism + DSP
79479,,90,0.928410,1b. Human Plagiarism + DSP
79480,,95,0.949686,1b. Human Plagiarism + DSP
79481,,105,0.918815,1b. Human Plagiarism + DSP
79482,,110,0.938828,1b. Human Plagiarism + DSP
79483,,110,0.925277,1b. Human Plagiarism + DSP
79484,,90,0.902392,1b. Human Plagiarism + DSP
79489,,90,0.961634,1b. Human Plagiarism + DSP
79490,,95,1.004591,1b. Human Plagiarism + DSP
79491,,105,1.001237,1b. Human Plagiarism + DSP
79492,,110,1.009029,1b. Human Plagiarism + DSP
79493,,110,0.803778,1b. Human Plagiarism + DSP
79494,,90,0.952813,1b. Human Plagiarism + DSP
79499,,90,0.834337,1b. Human Plagiarism + DSP
79500,,95,0.830965,1b. Human Plagiarism + DSP
79501,,105,0.810092,1b. Human Plagiarism + DSP
79502,,110,0.758049,1b. Human Plagiarism + DSP
79503,,110,0.849818,1b. Human Plagiarism + DSP
79504,,90,0.818572,1b. Human Plagiarism + DSP
79509,,90,0.825143,1b. Human Plagiarism + DSP
79510,,95,0.855549,1b. Human Plagiarism + DSP
79511,,105,0.802518,1b. Human Plagiarism + DSP
79512,,110,0.821643,1b. Human Plagiarism + DSP
