dimension,ori_mean,ori_std,mod_mean_Human_Plagiarism_(Base),mod_std_Human_Plagiarism_(Base),shift_mean_Human_Plagiarism_(Base),shift_std_Human_Plagiarism_(Base),mod_mean_Human_Plagiarism_+_DSP,mod_std_Human_Plagiarism_+_DSP,shift_mean_Human_Plagiarism_+_DSP,shift_std_Human_Plagiarism_+_DSP,mod_mean_Original_+_DSP,mod_std_Original_+_DSP,shift_mean_Original_+_DSP,shift_std_Original_+_DSP,mod_mean_AI_Generation_(Base),mod_std_AI_Generation_(Base),shift_mean_AI_Generation_(Base),shift_std_AI_Generation_(Base),mod_mean_AI_+_DSP,mod_std_AI_+_DSP,shift_mean_AI_+_DSP,shift_std_AI_+_DSP
0,-0.069849,1.377165,0.001444,1.395797,0.156098,1.419832,-0.062530,1.333552,0.102470,1.424490,-0.036340,1.289279,-0.053941,0.628084,-0.474815,1.407885,-0.495138,1.879560,-0.386091,1.384276,-0.405412,1.894343
1,0.555704,1.478577,0.517022,1.516441,-0.084372,1.506827,0.571619,1.503544,-0.025991,1.546430,0.570528,1.527722,0.056450,0.700538,-0.005489,1.419872,-0.523537,1.953771,-0.114180,1.427825,-0.630112,2.008474
2,0.458942,1.160926,0.629522,1.216513,0.177124,1.174732,0.639263,1.172340,0.175933,1.181218,0.425328,1.126071,-0.032338,0.596037,-0.255642,1.149423,-0.710113,1.540576,-0.278332,1.186907,-0.733949,1.590656
3,0.137552,1.495907,0.056955,1.444457,-0.140726,1.647295,0.061908,1.464846,-0.130266,1.719979,0.051500,1.506637,-0.034522,0.754820,0.365111,1.370206,0.281907,1.907182,0.359803,1.363749,0.274632,1.941418
4,-0.568616,2.624034,-0.972807,2.530845,-0.466770,2.420484,-0.846315,2.465995,-0.340050,2.454378,-0.540339,2.551635,0.083748,0.888788,0.319303,2.037633,0.948431,3.044926,0.494943,1.991292,1.123816,3.044075
5,-0.468583,1.310148,-0.238469,1.186665,0.354653,1.495611,-0.289011,1.244107,0.298115,1.595704,-0.365185,1.241740,-0.009733,0.638564,-0.016655,1.360313,0.339123,1.784495,-0.068980,1.314299,0.286870,1.776117
6,0.228579,1.489425,0.371943,1.511977,0.074862,1.546685,0.396035,1.526117,0.099241,1.644146,0.185757,1.475863,0.021205,0.648023,-0.020711,1.314468,-0.184313,1.892754,-0.014941,1.275277,-0.178813,1.876342
7,-0.687199,1.139957,-0.661494,1.062889,0.072872,1.149845,-0.677829,1.111203,0.065723,1.253306,-0.636513,1.145356,-0.000590,0.642885,-0.545529,1.304404,0.087143,1.649862,-0.447477,1.259152,0.187347,1.638692
8,0.240539,1.377661,0.214976,1.076436,-0.038009,1.296979,0.151196,1.111127,-0.095762,1.477408,0.209171,1.313894,-0.025317,0.608323,-0.326576,1.347010,-0.560962,1.785809,-0.340942,1.312717,-0.574336,1.779402
9,-0.006850,1.677609,-0.118509,1.563409,-0.004453,1.298580,-0.169808,1.499021,-0.056168,1.379568,0.015525,1.539835,-0.076914,0.573744,-0.820261,1.207692,-0.915331,1.912156,-0.835962,1.180166,-0.930793,1.902342
10,0.746731,1.306111,0.504756,1.364594,-0.221042,1.376049,0.587925,1.389549,-0.130071,1.423365,0.773133,1.310097,0.003465,0.592905,-0.149260,1.173541,-0.924267,1.652908,-0.239819,1.253454,-1.013990,1.739061
11,-0.006622,1.214340,0.062151,1.199351,0.106452,1.374842,0.114346,1.172664,0.159870,1.385656,0.070198,1.207113,0.036771,0.622562,-0.104484,1.320503,-0.131916,1.655858,-0.165126,1.270154,-0.194070,1.659243
12,-0.189856,1.441118,-0.266016,1.458202,-0.083310,1.497075,-0.180245,1.427549,0.006236,1.439611,-0.108902,1.399891,0.086610,0.619178,0.374928,1.285934,0.563519,1.852920,0.437450,1.264705,0.630675,1.839100
13,0.148861,1.259171,0.242358,1.449534,0.045008,1.553398,0.151411,1.345691,-0.046190,1.452715,0.069086,1.224713,-0.034088,0.664565,-0.006533,1.250180,-0.105570,1.681085,-0.003916,1.226194,-0.106983,1.720043
14,-0.291076,1.361803,-0.267882,1.424573,0.082652,1.334386,-0.344271,1.344869,0.011774,1.361435,-0.255017,1.385360,-0.023165,0.631435,-0.819667,1.395422,-0.591123,1.878490,-0.817772,1.380789,-0.587955,1.887020
15,-0.668759,1.326291,-0.653159,1.469718,0.029218,1.392711,-0.625615,1.331894,0.056102,1.301322,-0.591381,1.262766,0.065489,0.633453,-0.235971,1.348782,0.420142,1.760245,-0.363071,1.354193,0.293213,1.795992
16,0.408651,1.313972,0.473336,1.235672,0.072427,1.363213,0.378653,1.253875,-0.030568,1.400141,0.358573,1.318365,-0.050355,0.612683,-0.140633,1.406605,-0.551139,1.810524,-0.209082,1.418166,-0.618027,1.828966
17,-0.227446,1.113573,-0.005267,1.115385,0.304889,1.174875,0.021445,1.160251,0.334794,1.220777,-0.092435,1.148599,0.053080,0.579222,0.012352,1.285538,0.157657,1.651607,0.003936,1.227443,0.151096,1.612564
18,-0.343559,1.184129,-0.551624,1.177577,-0.183787,1.196512,-0.461839,1.192709,-0.084604,1.259213,-0.288745,1.201339,0.024082,0.591994,0.165993,1.216700,0.479231,1.644567,0.189713,1.227336,0.502428,1.673028
19,0.408148,1.248878,0.500884,1.274971,0.231424,1.418261,0.431139,1.277585,0.167249,1.415178,0.497945,1.278356,-0.044932,0.598218,0.229579,1.231412,-0.317073,1.637038,0.164568,1.213948,-0.379495,1.651907
20,0.153414,1.347177,0.212023,1.257912,0.004216,1.445715,0.222364,1.186297,0.016794,1.449432,0.123423,1.256143,0.018432,0.576352,0.152603,1.244201,0.049779,1.694614,0.170611,1.250566,0.067137,1.725503
21,0.300886,1.343852,0.151397,1.324003,-0.194102,1.193247,0.214657,1.366626,-0.129302,1.277154,0.304953,1.380417,0.045726,0.550590,0.092742,1.201079,-0.164764,1.651340,0.139788,1.173526,-0.120741,1.670009
22,-0.291382,1.219021,-0.033978,1.226186,0.354687,1.207034,-0.105625,1.224200,0.277225,1.346040,-0.241571,1.175680,-0.037708,0.652303,-0.242064,1.140076,-0.036525,1.587436,-0.191355,1.176085,0.012828,1.648993
23,-0.378769,1.188999,-0.595389,1.312492,-0.270779,1.440188,-0.603441,1.258418,-0.276209,1.394747,-0.482826,1.223658,-0.054054,0.613250,-0.120861,1.257539,0.303824,1.659838,-0.133975,1.270135,0.293808,1.698921
24,-0.026795,1.456597,0.029759,1.419011,0.146120,1.403746,0.095520,1.355732,0.225434,1.432156,0.134622,1.367933,0.064625,0.713462,0.270842,1.218439,0.200517,1.859211,0.289378,1.258191,0.220703,1.907110
25,0.317569,1.327698,0.250592,1.262034,-0.040357,1.290716,0.309193,1.318266,0.018972,1.382579,0.364411,1.312572,0.019573,0.635508,-0.033866,1.427756,-0.375232,1.847087,-0.033003,1.354130,-0.375995,1.808969
26,-0.150708,1.421193,-0.213744,1.502596,-0.068158,1.405488,-0.242060,1.509356,-0.093271,1.411095,-0.199815,1.445052,-0.044499,0.602611,-0.246546,1.248224,-0.093337,1.826984,-0.322788,1.236377,-0.170942,1.834219
27,0.006012,1.219883,0.243666,1.208091,0.338341,1.218382,0.225855,1.203581,0.321500,1.237071,0.131259,1.231614,0.029502,0.622170,0.205225,1.306768,0.102764,1.736187,0.304910,1.264273,0.202786,1.727733
28,1.090460,1.422260,1.013258,1.512639,-0.055095,1.371026,0.994458,1.507373,-0.072110,1.354728,1.052754,1.481521,-0.060048,0.612141,0.440964,1.232772,-0.673307,1.813872,0.514294,1.245895,-0.598410,1.836638
29,0.741584,1.307238,0.700306,1.367545,-0.134074,1.586613,0.814446,1.394782,-0.011284,1.623173,0.706166,1.312539,0.044219,0.619818,0.676848,1.320422,0.018915,1.759791,0.780602,1.281874,0.119700,1.761233
30,0.418596,1.562641,0.574477,1.591675,0.217128,1.373773,0.557747,1.512953,0.204012,1.371886,0.477479,1.516234,-0.000450,0.568276,-0.256997,1.369358,-0.738944,1.897603,-0.312324,1.333865,-0.792209,1.923729
31,-0.032276,1.144092,0.028417,1.010783,0.078349,1.383820,0.165746,1.131411,0.219228,1.436797,0.120101,1.189612,0.131856,0.624762,0.039639,1.191007,0.053452,1.553971,0.244705,1.218011,0.257562,1.582665
32,0.591230,1.760233,0.494138,1.663557,-0.073199,1.814579,0.369525,1.651733,-0.191579,1.882804,0.506554,1.763255,-0.108889,0.732546,0.316818,1.687349,-0.304643,2.278723,0.071924,1.644550,-0.548230,2.300028
33,-0.282067,1.145630,-0.352044,1.049465,-0.085869,1.086322,-0.394084,1.108130,-0.133282,1.171483,-0.304538,1.205155,-0.002161,0.592598,-0.306397,1.150515,-0.004648,1.593466,-0.289231,1.138474,0.011951,1.584824
34,-0.499621,1.367379,-0.676182,1.473418,-0.257192,1.367393,-0.779721,1.373434,-0.366220,1.312237,-0.659796,1.368161,-0.077919,0.651926,-0.596407,1.458979,-0.013719,1.902782,-0.704260,1.390509,-0.124655,1.898806
35,-0.146066,1.389869,0.031647,1.463486,0.122912,1.492702,0.003374,1.447775,0.091683,1.521190,-0.198041,1.423208,0.002512,0.613941,0.196519,1.272851,0.396968,1.824489,0.248467,1.262739,0.448729,1.842126
36,-0.031205,1.159873,-0.067474,0.986858,-0.067156,1.232945,-0.093379,1.069582,-0.089308,1.285172,-0.067550,1.130961,-0.008375,0.600477,-0.247296,1.166376,-0.191231,1.538170,-0.209782,1.168279,-0.153087,1.544294
37,-0.088524,1.039289,0.187790,1.080080,0.287056,1.087129,0.148177,1.130274,0.247585,1.186843,-0.048643,1.111199,0.027315,0.524293,0.021802,1.199515,0.102816,1.561930,-0.038704,1.163628,0.040156,1.545445
38,0.276007,1.408408,0.140296,1.504106,-0.128026,1.409217,0.112135,1.522563,-0.146672,1.453300,0.265505,1.475823,-0.024301,0.658185,0.029701,1.572042,-0.263259,2.076314,-0.081668,1.516494,-0.373200,2.053093
39,0.217034,1.265372,0.054529,1.302567,-0.241830,1.465373,0.077182,1.263660,-0.216404,1.449468,0.167835,1.235592,0.024596,0.598751,0.327043,1.213856,0.182102,1.604241,0.345622,1.186002,0.200974,1.621336
40,-0.486455,1.306450,-0.435589,1.208747,0.078742,1.264704,-0.452453,1.227628,0.054028,1.303195,-0.518882,1.242991,-0.054463,0.609715,-0.652263,1.235779,-0.182729,1.624112,-0.702801,1.244378,-0.235646,1.678505
41,-0.074810,1.431542,-0.005015,1.309135,0.197646,1.385029,-0.152454,1.331252,0.062137,1.411586,-0.019532,1.444122,-0.074033,0.652448,-0.649125,1.262909,-0.706758,1.778534,-0.653126,1.252881,-0.709567,1.802434
42,0.348660,1.275457,0.433640,1.382630,0.025502,1.324132,0.279642,1.327293,-0.122861,1.334903,0.209410,1.268875,-0.087110,0.627083,0.177785,1.407879,-0.122037,1.869856,-0.084438,1.393189,-0.381416,1.873829
43,0.026576,1.335698,0.020445,1.353572,-0.038298,1.252213,0.102510,1.355676,0.044865,1.291176,0.029751,1.373375,0.032424,0.644486,-0.033193,1.200483,-0.029366,1.700339,-0.062220,1.210147,-0.059276,1.742008
44,0.147329,1.236623,0.316507,1.166345,0.209243,1.150501,0.334650,1.205545,0.228671,1.199042,0.220486,1.264871,0.034597,0.563807,-0.001650,1.165554,-0.190814,1.601818,0.097535,1.170189,-0.088588,1.623491
45,-0.947279,2.132615,-1.292426,2.019253,-0.368689,2.160074,-1.159085,1.960894,-0.226983,2.226790,-0.896309,2.015579,0.065884,0.821344,-0.163759,2.275041,0.798194,2.758466,-0.097907,2.198476,0.864916,2.754621
46,-0.114758,1.606614,-0.165011,1.390676,-0.020380,1.494691,-0.112171,1.383366,0.028833,1.507149,-0.068018,1.523616,0.021018,0.681137,-0.435272,1.450542,-0.348316,2.002915,-0.333494,1.424979,-0.243503,2.025055
47,0.501783,2.124300,0.777285,1.828673,0.254510,2.155478,0.818852,1.769826,0.289682,2.221604,0.567363,1.909284,0.090158,0.815604,0.572711,1.935104,0.095322,2.626763,0.378466,1.937978,-0.097819,2.672214
48,-0.699762,1.517604,-0.492892,1.447710,0.262319,1.356713,-0.475206,1.463952,0.273639,1.405831,-0.611785,1.512212,0.035603,0.674149,-0.483757,1.384404,0.172986,1.957505,-0.495748,1.350264,0.158497,1.961645
49,0.408696,1.423929,0.283399,1.371617,-0.179011,1.363706,0.192963,1.274792,-0.266779,1.410041,0.310034,1.315821,-0.049394,0.662168,-0.032105,1.226715,-0.392366,1.736242,0.044710,1.215165,-0.315673,1.770865
50,-0.652131,1.228813,-0.587458,1.211152,0.127522,1.254698,-0.579949,1.181386,0.137846,1.322350,-0.565200,1.169347,0.026561,0.606546,-0.315476,1.212759,0.273089,1.632857,-0.245529,1.229049,0.344473,1.660046
51,-0.330179,1.306251,-0.425880,1.172855,-0.132496,1.472448,-0.304698,1.199855,-0.017689,1.478550,-0.266435,1.262010,0.104987,0.666305,0.276826,1.197832,0.647810,1.641334,0.271564,1.157295,0.641266,1.623562
52,0.061951,1.213259,0.150093,1.203966,0.165575,1.259250,0.059256,1.230187,0.075280,1.259714,0.101624,1.246000,-0.033580,0.641883,0.201983,1.361841,0.065937,1.745618,0.072312,1.337290,-0.063459,1.746825
53,-0.721395,1.124007,-0.743775,1.132493,0.014059,1.098979,-0.753630,1.162915,0.004780,1.152402,-0.682933,1.144672,0.003855,0.555005,-0.130074,1.214722,0.556723,1.604691,-0.293405,1.222448,0.392819,1.617754
54,-0.030569,1.442941,-0.072979,1.396906,-0.156480,1.471304,-0.109430,1.371325,-0.191800,1.477741,-0.148474,1.408252,-0.012479,0.639378,-0.283283,1.327616,-0.146474,1.847912,-0.277936,1.311213,-0.139713,1.882922
55,-0.000799,1.302569,0.064783,1.256532,0.152674,1.131570,0.068260,1.321093,0.164519,1.218682,0.071787,1.341687,-0.013757,0.604618,-0.861957,1.420596,-0.951749,1.851994,-0.899881,1.375693,-0.989452,1.860270
56,-0.552803,1.237212,-0.412354,1.258571,0.225082,1.322036,-0.382060,1.260508,0.255048,1.338639,-0.450418,1.228830,0.021804,0.606765,-0.603017,1.303063,-0.129113,1.736843,-0.598665,1.314710,-0.125455,1.773542
57,0.260821,1.846938,0.335885,1.805457,0.095501,1.666359,0.210913,1.724690,-0.030871,1.676391,0.164661,1.806653,-0.113454,0.734641,-0.325387,1.608648,-0.605050,2.321103,-0.486359,1.514238,-0.765647,2.289771
58,0.103802,1.323298,0.151084,1.188676,0.153342,1.202808,0.093789,1.219635,0.103855,1.278718,0.167123,1.321513,-0.040539,0.584934,-0.276914,1.191292,-0.488702,1.669894,-0.211690,1.183899,-0.423318,1.696172
59,-0.300538,1.094749,-0.242589,1.102570,0.156758,1.199638,-0.276941,1.137802,0.126363,1.192460,-0.230814,1.128929,-0.026229,0.569304,-0.766350,1.121277,-0.563738,1.510181,-0.844398,1.101026,-0.640775,1.511240
60,0.045685,1.172378,-0.050112,1.103755,-0.118326,1.216628,-0.083936,1.154785,-0.150900,1.250276,0.006899,1.189597,-0.018606,0.582458,-0.198096,1.253815,-0.222806,1.621971,-0.311844,1.256421,-0.337301,1.651070
61,0.383046,1.614913,0.563076,1.558272,0.278579,1.504111,0.631941,1.545989,0.337354,1.590440,0.501571,1.588243,0.031408,0.634156,0.492545,1.380820,0.025920,2.036834,0.360486,1.358764,-0.106646,2.031075
62,-0.360440,1.169625,-0.153762,1.154794,0.178822,1.133602,-0.142943,1.154034,0.191439,1.204314,-0.372649,1.159776,0.011643,0.542912,-0.317258,1.056421,0.069504,1.500845,-0.337465,1.052900,0.048041,1.524405
63,-0.113966,1.467782,-0.376314,1.449040,-0.340835,1.820583,-0.199447,1.380551,-0.174751,1.773793,-0.078360,1.421396,0.119106,0.694004,0.347113,1.564616,0.545571,2.044839,0.357790,1.571295,0.554642,2.061176
64,0.912479,1.274000,0.777511,1.311979,-0.183302,1.390263,0.860044,1.308571,-0.097697,1.381650,0.907460,1.305142,0.038634,0.610616,0.499671,1.196929,-0.370592,1.662264,0.437727,1.205389,-0.431644,1.688211
65,-0.332523,1.650592,-0.201636,1.784823,0.037595,1.705507,-0.285675,1.675331,-0.047969,1.721451,-0.474842,1.658331,-0.054685,0.744632,0.013593,1.504967,0.435738,2.135462,0.141791,1.518953,0.564521,2.172676
66,-0.222376,1.851937,-0.130968,1.882878,0.106011,1.773351,-0.112916,1.910841,0.136164,1.840181,-0.177759,1.851365,0.024741,0.742379,0.533587,1.683155,0.727960,2.304269,0.565168,1.656925,0.762580,2.310531
67,0.375003,1.583336,0.407394,1.314701,0.146586,1.547407,0.473575,1.322460,0.217995,1.622015,0.515948,1.493586,0.031268,0.616845,-0.645213,1.392980,-1.133070,1.925390,-0.644389,1.332213,-1.132766,1.925081
68,-0.661985,1.170383,-0.627218,1.262290,0.077595,1.357975,-0.629334,1.166317,0.072134,1.330375,-0.638671,1.177945,-0.015289,0.631169,-0.387813,1.254312,0.238480,1.687090,-0.431843,1.247323,0.192466,1.693863
69,-0.351941,1.286181,-0.363420,1.256265,0.035621,1.113111,-0.346759,1.301344,0.052096,1.175660,-0.312205,1.289691,-0.005794,0.579255,-0.215400,1.174649,0.092579,1.676272,-0.182755,1.141746,0.125196,1.682255
70,1.113850,2.623147,1.233244,2.443656,0.219159,2.450822,1.308240,2.381849,0.281501,2.521725,1.317387,2.503512,0.118516,0.928724,1.624459,2.011806,0.427474,2.870854,1.614746,1.961062,0.417421,2.883580
71,0.058967,1.109564,0.078977,1.037410,-0.005700,1.032775,0.140006,1.059374,0.057349,1.164683,0.061673,1.122680,0.026475,0.546157,0.542324,1.156197,0.507168,1.519848,0.390923,1.120013,0.353998,1.514981
72,-0.539021,1.191175,-0.555541,1.177649,0.022595,1.181446,-0.584791,1.184296,0.000078,1.269062,-0.546201,1.227243,-0.049961,0.593112,-0.063981,1.336679,0.431865,1.727023,-0.045613,1.294130,0.451042,1.710708
73,-0.619611,1.282804,-0.580100,1.344972,-0.012372,1.546803,-0.601037,1.223078,-0.038675,1.499487,-0.701026,1.255319,-0.028028,0.625904,-0.291333,1.235178,0.382898,1.713661,-0.303044,1.253758,0.370035,1.750095
74,0.288716,1.151323,0.156503,1.135872,-0.177804,1.339084,0.137091,1.138497,-0.196795,1.364023,0.242215,1.171431,-0.003805,0.601363,-0.226901,1.366011,-0.473113,1.746255,-0.117474,1.325126,-0.363366,1.740817
75,0.279852,1.316838,0.236495,1.102408,-0.050409,1.404926,0.272874,1.152358,-0.009526,1.391455,0.261085,1.261416,-0.015231,0.581114,0.031806,1.198813,-0.247579,1.643902,-0.156030,1.235876,-0.432903,1.701382
76,0.185125,1.072882,0.103695,1.012525,-0.112766,1.295559,0.090905,1.044605,-0.124277,1.340252,0.161720,1.107084,0.005409,0.545571,0.173154,1.117889,0.016424,1.478686,0.306551,1.117433,0.149918,1.499797
77,-0.006147,1.612045,0.138260,1.398066,0.099196,1.604303,0.185103,1.445878,0.150005,1.657952,-0.042734,1.604228,0.005074,0.661600,-0.159902,1.486471,-0.115135,2.068882,-0.039963,1.508792,0.004867,2.093794
78,0.267279,1.124879,0.203667,1.026159,-0.137659,1.204709,0.196082,1.054339,-0.148967,1.234037,0.178902,1.163939,-0.015041,0.597403,0.222878,1.195548,0.030580,1.529138,0.237988,1.191445,0.043555,1.579755
79,-0.256797,1.284060,-0.217854,1.385354,0.040878,1.364146,-0.176607,1.391308,0.077694,1.434478,-0.201917,1.327143,0.054268,0.725746,0.090569,1.413599,0.352251,1.806966,0.325895,1.402126,0.585161,1.836338
80,-0.118284,1.618092,-0.143950,1.695587,0.077936,1.586121,-0.072389,1.606789,0.153428,1.629335,0.015178,1.631138,0.032720,0.810832,-0.697020,1.424596,-0.681078,2.069821,-0.645440,1.426797,-0.628473,2.129465
81,-0.025817,1.274027,-0.035039,1.290595,0.036254,1.375024,-0.108804,1.257108,-0.035621,1.407458,-0.025961,1.284827,-0.041864,0.621510,0.289487,1.300979,0.267370,1.724466,0.307956,1.258690,0.288415,1.712180
82,-0.059780,1.181586,-0.047703,1.362085,0.010633,1.371356,-0.143263,1.232440,-0.080658,1.313349,-0.118189,1.172428,-0.060379,0.687411,-0.119429,1.271620,-0.061764,1.712407,-0.264150,1.266666,-0.206627,1.731285
83,0.470080,1.588438,0.265775,1.664206,-0.332007,1.669338,0.391220,1.632320,-0.211099,1.710782,0.408367,1.627441,0.062914,0.712659,0.457511,1.422465,0.112623,1.997044,0.347686,1.445026,0.001999,2.059653
84,-0.066070,1.244690,0.146732,1.161936,0.225081,1.347243,0.181574,1.220157,0.255641,1.410777,-0.036313,1.262625,0.021380,0.637037,-0.514153,1.389455,-0.454954,1.760715,-0.511522,1.345258,-0.453525,1.764329
85,0.367225,1.846978,0.488661,1.533119,0.293513,1.838989,0.523582,1.531057,0.329006,1.942163,0.522445,1.703812,-0.007157,0.709105,0.076129,1.607907,-0.452795,2.218592,-0.058829,1.593511,-0.589827,2.239492
86,0.298313,1.271474,0.215071,1.198481,-0.195190,1.222713,0.119410,1.199329,-0.286387,1.281663,0.156055,1.244770,-0.041383,0.582995,0.842681,1.529953,0.647815,1.880540,0.725268,1.411291,0.529551,1.808227
87,0.146449,1.460882,0.153574,1.260969,-0.080440,1.613272,0.208127,1.314127,-0.025372,1.652862,0.109873,1.402522,0.044420,0.695622,0.972390,1.558164,0.911191,2.000752,1.005220,1.479900,0.941419,1.959615
88,0.494214,1.480723,0.492712,1.390714,0.011738,1.220200,0.686851,1.469221,0.197209,1.298709,0.537663,1.509174,0.038334,0.694455,0.599060,1.409121,0.102212,1.887424,0.631215,1.402693,0.131228,1.883437
89,-0.079958,1.102496,-0.017818,1.161055,0.125596,1.266397,0.073513,1.133593,0.218127,1.260013,0.039450,1.132618,0.057412,0.549168,0.060411,1.118456,0.078733,1.506058,0.067477,1.134589,0.086892,1.562467
90,0.537709,1.201010,0.784523,1.189250,0.325808,1.229073,0.739094,1.217034,0.277657,1.279685,0.600858,1.264263,-0.010581,0.612629,-0.165177,1.249769,-0.774128,1.719935,-0.002925,1.256085,-0.612766,1.732108
91,-0.137993,1.141689,-0.132389,1.192684,-0.039428,1.221719,-0.067191,1.140704,0.017291,1.183707,-0.149956,1.162722,0.036088,0.574627,-0.194293,1.186693,-0.005876,1.550591,-0.115127,1.216328,0.073016,1.611836
92,-0.185690,1.429004,-0.064268,1.288081,0.180765,1.514972,-0.061185,1.307963,0.193996,1.550435,-0.142066,1.403626,-0.020428,0.676940,-0.091798,1.446557,0.031345,1.892771,0.136229,1.423471,0.256952,1.884367
93,-0.133090,1.705480,-0.027571,1.787732,0.099547,1.741464,-0.134255,1.774797,-0.008261,1.815062,-0.205589,1.668166,-0.067730,0.636031,-0.182079,1.515465,-0.038714,2.153014,-0.162136,1.465350,-0.022157,2.147854
94,-0.473798,1.334513,-0.466147,1.253997,-0.019407,1.403916,-0.530307,1.275614,-0.082766,1.476767,-0.522503,1.321695,-0.022484,0.641127,-0.132965,1.263485,0.364931,1.751736,-0.187354,1.266089,0.310889,1.752733
95,0.710185,1.314691,0.743698,1.358665,0.012370,1.236405,0.600364,1.313724,-0.122539,1.237327,0.604702,1.272927,-0.092910,0.601869,0.337837,1.272663,-0.359836,1.737499,0.217166,1.225395,-0.479692,1.738315
96,-0.200842,1.031552,-0.052339,0.982275,0.226661,1.131398,-0.177906,1.029416,0.109640,1.172377,-0.168902,1.032895,-0.048003,0.581479,-0.507007,1.154421,-0.388453,1.453202,-0.534544,1.129306,-0.414986,1.472349
97,0.102937,1.505757,0.007034,1.226370,-0.172324,1.583561,-0.067510,1.251525,-0.247021,1.693687,0.011423,1.411296,-0.021086,0.672400,-0.129834,1.298694,-0.161417,1.783061,-0.189591,1.326821,-0.219199,1.842550
98,0.350740,0.964491,0.308374,1.026340,-0.026824,1.198422,0.256216,1.048172,-0.078672,1.188629,0.330166,1.049153,-0.034292,0.507564,-0.146722,1.120006,-0.513820,1.428809,-0.187062,1.081729,-0.553136,1.419936
99,0.249383,1.523460,0.230496,1.508268,-0.076041,1.465162,0.210160,1.529786,-0.091498,1.608727,0.186142,1.476452,-0.013033,0.640156,0.139315,1.325321,-0.061972,1.867471,0.092257,1.310620,-0.106948,1.885100
100,0.568916,1.729272,0.583766,1.704262,0.013905,1.548739,0.628038,1.531278,0.070495,1.637704,0.627651,1.532380,0.049913,0.676741,0.297163,1.505625,-0.282173,2.051545,0.412919,1.485593,-0.165342,2.057123
101,-0.468663,1.328114,-0.766976,1.017452,-0.351426,1.373927,-0.861148,1.202995,-0.439736,1.521549,-0.574089,1.349770,-0.059196,0.730286,-0.124946,1.369167,0.388284,1.800195,-0.068855,1.354430,0.444890,1.806450
102,0.288239,1.376040,0.223661,1.385122,0.006374,1.316858,0.212035,1.441701,-0.000682,1.353868,0.339596,1.391974,-0.016716,0.564105,-0.144820,1.172100,-0.505923,1.697299,0.002386,1.194306,-0.357670,1.747029
103,0.576675,1.592517,0.794742,1.493315,0.272068,1.745392,0.649112,1.525238,0.125418,1.771700,0.574289,1.584352,-0.054081,0.647101,0.141902,1.426169,-0.482890,2.003663,0.132345,1.421715,-0.494159,2.015207
104,0.096521,1.620975,0.182864,1.560881,0.143742,1.622103,0.133537,1.578201,0.092028,1.656430,0.147220,1.643827,-0.001908,0.654047,-0.345885,1.404266,-0.495329,1.978167,-0.420609,1.401001,-0.569257,2.024601
105,0.564743,1.232496,0.585409,1.288364,-0.046147,1.323962,0.619004,1.258083,-0.014302,1.353457,0.484620,1.274707,-0.016448,0.606231,0.407326,1.250647,-0.091318,1.703912,0.356991,1.238742,-0.142831,1.719192
106,0.683217,1.325889,0.928420,1.191515,0.309429,1.175711,0.867090,1.165971,0.243352,1.187261,0.734811,1.310405,-0.004929,0.586650,0.658949,1.267738,-0.078681,1.742145,0.601694,1.232736,-0.138782,1.724042
107,0.160897,1.700361,-0.057776,1.643154,-0.367122,1.725552,-0.127251,1.712378,-0.442038,1.912236,-0.007232,1.682254,-0.024730,0.804404,0.285497,1.552690,0.269331,2.118677,0.301622,1.527630,0.286298,2.131592
108,-0.655588,1.470046,-0.538287,1.450776,0.254428,1.593678,-0.370003,1.425658,0.421214,1.662305,-0.412172,1.469521,0.117378,0.701715,-0.283456,1.442366,0.241249,2.044832,-0.226920,1.416813,0.299551,2.034469
109,-0.452281,1.536807,-0.569787,1.454659,-0.221578,1.628842,-0.611241,1.431723,-0.264278,1.651421,-0.549410,1.490456,0.001631,0.793740,-0.094581,1.775655,0.457108,2.222594,-0.133185,1.749854,0.418874,2.248167
110,-0.062829,1.123741,-0.002319,1.312175,-0.004410,1.091040,-0.027823,1.204283,-0.027564,1.131789,-0.127520,1.133810,-0.004813,0.586195,-0.226681,1.099864,-0.105813,1.530107,-0.287752,1.112029,-0.165492,1.563872
111,-0.197963,1.188693,-0.258663,1.212006,-0.186565,1.277789,-0.175625,1.230128,-0.110508,1.360778,-0.243072,1.195784,0.079073,0.649006,0.257033,1.406994,0.579402,1.717734,0.297042,1.349420,0.620130,1.691281
112,-0.256429,1.449174,-0.258119,1.564808,0.005937,1.725960,-0.385831,1.536804,-0.112449,1.758034,-0.313581,1.509700,-0.069667,0.733858,-0.820539,1.485835,-0.582488,2.001852,-0.757184,1.469144,-0.516256,2.030630
113,0.374533,1.123957,0.410830,0.963014,0.079477,1.210541,0.365085,1.017840,0.041338,1.248835,0.409496,1.111996,-0.011439,0.623893,0.015376,1.168744,-0.408963,1.533244,-0.088323,1.165540,-0.509979,1.541335
114,-0.036062,1.312251,-0.012986,1.157065,0.050387,1.141626,-0.063849,1.170153,0.003041,1.218633,-0.078959,1.176642,-0.071481,0.605969,-0.057027,1.140544,-0.050719,1.596866,-0.061149,1.156139,-0.053794,1.614712
