dimension,ori_mean,ori_std,mod_mean_Human_Plagiarism_(Base),mod_std_Human_Plagiarism_(Base),shift_mean_Human_Plagiarism_(Base),shift_std_Human_Plagiarism_(Base),mod_mean_Human_Plagiarism_+_DSP,mod_std_Human_Plagiarism_+_DSP,shift_mean_Human_Plagiarism_+_DSP,shift_std_Human_Plagiarism_+_DSP,mod_mean_Original_+_DSP,mod_std_Original_+_DSP,shift_mean_Original_+_DSP,shift_std_Original_+_DSP,mod_mean_AI_Generation_(Base),mod_std_AI_Generation_(Base),shift_mean_AI_Generation_(Base),shift_std_AI_Generation_(Base),mod_mean_AI_+_DSP,mod_std_AI_+_DSP,shift_mean_AI_+_DSP,shift_std_AI_+_DSP
248,0.583046,1.741609,0.614368,1.847855,-0.003658,1.646710,0.661151,1.728286,0.033848,1.633581,0.573811,1.707399,0.029801,0.672867,0.239412,1.436329,-0.298564,2.102947,0.323703,1.419949,-0.218392,2.134754
249,0.188617,1.389534,0.239639,1.466844,0.003956,1.252545,0.219378,1.459738,-0.024837,1.299944,0.126293,1.432204,-0.011623,0.554302,0.291305,1.284383,0.157188,1.864623,0.349466,1.233504,0.212451,1.845580
250,0.024346,1.248284,-0.065212,1.145111,-0.141006,1.229569,-0.015903,1.188912,-0.095531,1.285702,-0.064165,1.224070,-0.038524,0.588955,0.418520,1.228176,0.449132,1.635936,0.442439,1.192309,0.470332,1.634282
251,-0.183855,1.045014,-0.312093,1.062026,-0.217323,1.219577,-0.202922,1.130204,-0.111743,1.306470,-0.204448,1.056740,0.067937,0.650603,0.000068,1.158896,0.269863,1.500356,0.010177,1.113758,0.280908,1.486192
252,-0.917635,1.352496,-0.924944,1.419022,0.027312,1.433052,-0.983983,1.399266,-0.022779,1.425422,-0.911051,1.375111,-0.033043,0.608540,-0.595129,1.411146,0.281358,1.838530,-0.664697,1.392976,0.212664,1.858775
253,0.273479,1.570050,0.313372,1.518435,0.121882,1.434381,0.307886,1.583342,0.121918,1.501344,0.314098,1.579147,-0.038821,0.674429,0.095025,1.564697,-0.264019,2.024568,-0.044175,1.554427,-0.400442,2.074659
254,0.644288,1.301957,0.883358,1.401568,0.212140,1.273627,0.801033,1.306238,0.129047,1.258966,0.570817,1.317693,-0.048373,0.673571,0.889108,1.260833,0.273376,1.700173,0.882812,1.302841,0.264703,1.778572
255,0.658425,1.195699,0.892489,1.150450,0.354406,1.246148,0.878185,1.192917,0.342881,1.244646,0.808938,1.247690,0.033611,0.575058,0.747835,1.144994,-0.027132,1.580814,0.803502,1.131887,0.029369,1.581311
256,-0.034913,1.408176,-0.106977,1.289070,-0.162087,1.486661,-0.095636,1.355996,-0.152319,1.593186,-0.110080,1.413365,0.013095,0.643178,-0.329572,1.206987,-0.209981,1.743901,-0.545488,1.223730,-0.424659,1.759229
257,0.059800,1.220501,0.072379,1.345201,0.066984,1.261366,0.075366,1.308238,0.073114,1.287032,0.114783,1.198832,0.001191,0.668016,-0.188449,1.164274,-0.301198,1.602341,-0.114417,1.148231,-0.228518,1.616460
258,0.489000,1.504931,0.577358,1.462887,0.144771,1.632014,0.350020,1.463536,-0.077481,1.644463,0.450615,1.438230,-0.096997,0.694467,-0.016209,1.491616,-0.560874,1.974033,-0.056148,1.453172,-0.602492,1.981414
259,0.171803,1.981527,0.162698,1.914859,0.055321,1.992437,0.134664,1.887019,0.020645,1.891663,0.276901,1.829847,0.049724,0.837549,0.487332,1.446942,0.262426,2.209127,0.516569,1.480277,0.289060,2.258589
260,-0.831473,1.642469,-0.800703,1.690620,0.123101,1.604698,-0.823368,1.729907,0.111287,1.670579,-0.741571,1.674369,-0.005735,0.663180,-0.943236,1.453498,-0.208452,2.025547,-0.980964,1.468268,-0.246067,2.081659
261,0.038208,1.564372,0.041145,1.522686,0.117082,1.617360,0.037271,1.551788,0.114063,1.641526,0.143907,1.576960,-0.001534,0.606142,0.202544,1.339293,0.052717,1.970919,0.141879,1.297532,-0.005241,1.951170
262,0.311207,1.737266,0.555194,1.523217,0.377378,1.845924,0.560531,1.595884,0.381061,1.930194,0.477340,1.666512,0.041464,0.767066,0.448331,1.461013,0.014148,2.077286,0.399368,1.522634,-0.036897,2.131211
263,-0.166655,1.339574,-0.197491,1.299458,-0.124331,1.296095,-0.150671,1.247127,-0.086012,1.304105,-0.276195,1.306103,-0.016913,0.638351,-0.153125,1.167575,0.110339,1.685743,-0.113793,1.171701,0.149333,1.713785
264,-0.195399,1.397644,-0.239032,1.227177,-0.144474,1.298554,-0.199517,1.236070,-0.105173,1.391025,-0.234725,1.332592,0.055667,0.625076,0.479034,1.282774,0.768614,1.727367,0.567952,1.271397,0.859264,1.731612
265,0.129052,1.338818,0.055200,1.264501,-0.053225,1.671785,0.075880,1.323989,-0.033401,1.644011,0.181384,1.307385,0.033995,0.739742,0.650699,1.292238,0.502858,1.722867,0.515125,1.286358,0.367079,1.766291
266,-0.303080,1.320469,-0.318544,1.228244,-0.127050,1.276925,-0.155610,1.281716,0.022805,1.340458,-0.310644,1.318066,0.107302,0.631279,0.294017,1.349469,0.714692,1.814137,0.208202,1.350644,0.628100,1.825373
267,0.285908,1.226709,0.246781,1.280260,-0.153534,1.271174,0.298154,1.325092,-0.104956,1.322035,0.265527,1.336596,0.088548,0.590968,0.743959,1.322441,0.570648,1.738136,0.880696,1.263069,0.705738,1.710256
268,-0.168881,1.509842,-0.221899,1.408450,-0.137648,1.335364,-0.218550,1.417418,-0.137788,1.384077,-0.248665,1.496842,0.001646,0.602100,0.291786,1.277238,0.545635,1.803711,0.419214,1.231046,0.671408,1.800537
269,-0.470120,1.307547,-0.377182,1.199000,0.107309,1.403795,-0.279761,1.229708,0.206942,1.436774,-0.393362,1.280498,0.061313,0.578320,0.477673,1.152085,0.932959,1.649230,0.481810,1.149809,0.936488,1.651022
270,0.288587,1.403129,0.289665,1.418368,0.008860,1.432925,0.335158,1.416063,0.056183,1.439556,0.315540,1.448928,0.019318,0.597653,0.664212,1.295936,0.364920,1.872070,0.653455,1.311152,0.355663,1.900269
271,0.188839,1.144903,0.311536,1.143388,0.153775,1.297713,0.377316,1.199081,0.220749,1.358028,0.294213,1.130192,0.075659,0.658500,0.657296,1.121606,0.437421,1.499673,0.736156,1.103737,0.516761,1.521964
272,0.420065,1.913163,0.407155,2.190050,0.055854,1.790801,0.458502,2.147550,0.111101,1.833713,0.460152,1.983768,-0.025461,0.756904,0.661763,1.694744,0.172348,2.373434,0.806977,1.714523,0.317632,2.420740
273,-0.325804,1.298370,-0.365163,1.248153,-0.101393,1.321089,-0.341900,1.313575,-0.073531,1.389868,-0.341015,1.332947,0.041496,0.645175,-0.227316,1.526282,0.153368,1.898214,-0.048647,1.448769,0.331311,1.869763
274,-0.385257,0.994978,-0.395232,0.958604,0.033102,1.174374,-0.432727,0.992967,-0.001311,1.190761,-0.388199,0.980052,-0.045638,0.578267,-0.387060,1.110246,-0.044051,1.428673,-0.305108,1.081288,0.036435,1.401163
275,-0.175267,1.324964,0.172688,1.523975,0.325764,1.529199,0.134633,1.540564,0.291931,1.498431,-0.151930,1.386771,0.039072,0.647399,0.462431,1.233907,0.657449,1.690133,0.623343,1.324439,0.816564,1.779273
276,-0.543116,1.694700,-0.390338,1.462954,0.191583,1.693097,-0.411822,1.525586,0.166491,1.780540,-0.514723,1.651172,-0.005458,0.727043,0.103888,1.397013,0.614047,2.056069,0.033818,1.378963,0.543148,2.068713
277,0.577287,1.172243,0.573967,1.217053,-0.007376,1.141173,0.443853,1.226058,-0.140535,1.188247,0.436547,1.226967,-0.133178,0.533068,-0.286406,1.282200,-0.857144,1.734153,-0.468688,1.269801,-1.040100,1.716392
278,0.065837,1.334918,0.003879,1.424521,-0.105979,1.184065,0.053649,1.432938,-0.058740,1.281550,0.051893,1.374096,0.027917,0.577362,0.193144,1.095229,0.173547,1.684720,0.210824,1.112487,0.189199,1.703718
279,-0.366234,1.319184,-0.235270,1.258365,0.141619,1.187953,-0.222180,1.297703,0.156911,1.270160,-0.327899,1.288446,0.025845,0.649400,-0.677957,1.307689,-0.324621,1.740027,-0.454174,1.312945,-0.099470,1.763760
280,-0.328735,1.572840,-0.332438,1.612709,-0.103300,1.514657,-0.409743,1.623041,-0.180958,1.588421,-0.444743,1.571468,-0.020746,0.687505,-0.124411,1.562446,0.300517,2.025827,-0.227935,1.530368,0.194776,2.058042
281,0.072321,1.291576,0.021109,1.270727,-0.031523,1.248360,0.078574,1.274845,0.026151,1.254537,0.134023,1.283066,0.041427,0.571576,0.298959,1.157017,0.206294,1.626938,0.295346,1.178557,0.205015,1.654305
282,-0.030993,1.342556,-0.008336,1.399036,0.054659,1.640300,-0.061492,1.402085,0.006196,1.624814,-0.017748,1.317024,-0.019417,0.664630,-0.235369,1.359491,-0.240384,1.759192,-0.225134,1.366549,-0.228691,1.815201
283,0.323854,1.325837,0.242152,1.299840,-0.025911,1.381418,0.288832,1.282685,0.029997,1.356455,0.389900,1.357192,0.007727,0.636065,-0.099900,1.289477,-0.486237,1.756978,-0.152444,1.274618,-0.537300,1.760102
284,-0.520477,1.528943,-0.467530,1.318308,0.041456,1.389147,-0.399097,1.294934,0.103313,1.452502,-0.477324,1.427501,0.058569,0.578940,-0.072369,1.335511,0.464949,1.838888,-0.027552,1.299278,0.509563,1.859102
285,-0.104790,1.119236,-0.114540,1.059177,-0.035845,1.153956,-0.198307,0.994142,-0.120715,1.201003,-0.192730,1.032073,-0.060755,0.623448,-0.325631,1.130495,-0.197090,1.451114,-0.271064,1.090361,-0.141106,1.460634
286,0.556097,1.444503,0.857098,1.310328,0.487308,1.588693,0.749160,1.367589,0.391916,1.682014,0.658009,1.391522,-0.083906,0.723372,0.721869,1.438474,-0.021384,1.911202,0.644095,1.480732,-0.098883,1.951872
287,0.513825,1.203421,0.639348,1.146950,0.183484,1.246380,0.653825,1.175640,0.194260,1.311976,0.582459,1.261321,0.016158,0.643743,0.873831,1.240610,0.308651,1.630006,0.987318,1.291385,0.422020,1.690576
288,-0.787391,1.336414,-0.536945,1.281433,0.350965,1.281243,-0.541923,1.327367,0.348508,1.352636,-0.702266,1.347155,-0.011926,0.632158,-0.542635,1.353834,0.147569,1.807026,-0.528007,1.344157,0.162008,1.819329
289,-0.440582,1.414412,-0.308742,1.546506,0.133135,1.505740,-0.348103,1.428091,0.085592,1.421233,-0.464530,1.446470,-0.020816,0.662472,-0.427068,1.283206,0.022431,1.783560,-0.498318,1.302214,-0.051589,1.862840
290,-0.524827,1.904883,-0.731458,1.839523,-0.257098,1.823322,-0.558664,1.794695,-0.085481,1.801770,-0.446372,1.852776,0.125144,0.799629,1.090786,1.690212,1.665852,2.384107,1.025691,1.663528,1.599912,2.401218
291,0.255062,1.278937,0.278974,1.173433,-0.027880,1.424127,0.253013,1.162151,-0.060375,1.481586,0.186596,1.228034,-0.013419,0.549105,0.124793,1.117655,-0.075299,1.582947,0.108236,1.124501,-0.092727,1.602828
292,0.052078,1.004546,0.113006,1.057712,0.028571,1.078466,0.089456,1.129501,0.003032,1.141952,0.021371,1.073016,0.001432,0.624780,-0.055378,1.209386,-0.074845,1.499212,-0.121949,1.216436,-0.141772,1.527036
293,-0.290665,1.089313,-0.256450,1.108924,0.008729,1.305166,-0.244969,1.112930,0.020386,1.307418,-0.312186,1.124047,0.001697,0.599947,0.250552,1.159446,0.566036,1.516928,0.324917,1.180110,0.639687,1.573552
294,-0.457256,1.372677,-0.375492,1.307960,0.061593,1.497294,-0.336718,1.341039,0.103086,1.514151,-0.440823,1.369843,0.032004,0.580339,0.127657,1.379326,0.601710,1.856248,0.254396,1.358226,0.728987,1.864977
295,0.311521,1.073637,0.244721,1.124269,-0.089721,1.093585,0.256840,1.130548,-0.080132,1.131742,0.286220,1.113752,-0.002736,0.529066,0.917334,1.177030,0.630703,1.562162,1.081254,1.141802,0.793924,1.537260
296,0.460223,1.239747,0.351265,1.185705,-0.177991,1.256800,0.315065,1.276477,-0.220827,1.365442,0.359872,1.299686,-0.029358,0.596684,0.268748,1.315459,-0.117694,1.703149,0.278446,1.311211,-0.111433,1.724336
297,-0.264071,1.277998,-0.321201,1.324923,-0.140001,1.578686,-0.336077,1.287755,-0.164279,1.511768,-0.328181,1.312508,0.024039,0.729249,-0.227022,1.432543,0.122671,1.820658,-0.441495,1.403188,-0.092005,1.825962
298,0.377651,1.346212,0.418039,1.335760,-0.003705,1.590021,0.521865,1.289185,0.097431,1.497421,0.377618,1.313783,0.043167,0.638282,0.391128,1.380170,0.057734,1.851894,0.325715,1.313531,-0.007736,1.817002
299,-0.142980,1.322838,-0.301207,1.306708,-0.198359,1.272876,-0.327180,1.293737,-0.219731,1.347504,-0.245071,1.311155,-0.066049,0.697030,-0.137631,1.396152,0.036459,1.887612,-0.344534,1.435222,-0.167833,1.933717
300,-0.067078,1.335661,-0.084016,1.375952,0.003336,1.299648,-0.020873,1.405311,0.065169,1.297923,0.015723,1.403444,0.065420,0.560242,0.226964,1.243201,0.276624,1.742147,0.186070,1.251016,0.234692,1.769246
301,-0.358816,1.344122,-0.206537,1.398014,0.241076,1.157061,-0.348043,1.369660,0.103244,1.217140,-0.327410,1.337347,-0.055292,0.674270,-0.030388,1.248794,0.240475,1.698816,0.062259,1.249543,0.334021,1.735396
302,0.297547,1.289401,0.371212,1.149009,0.116454,1.157614,0.268829,1.169477,0.018884,1.174969,0.283452,1.315364,-0.056586,0.497594,-0.257658,1.068379,-0.603190,1.576902,-0.369451,1.068178,-0.711903,1.598975
303,0.226468,1.292974,0.330818,1.195203,0.060190,1.432564,0.382863,1.292368,0.116733,1.521006,0.200754,1.334179,0.011530,0.673963,0.367298,1.173361,0.179956,1.671891,0.407264,1.199314,0.219044,1.698863
304,-0.052580,1.289028,-0.064467,1.243473,-0.055140,1.426367,-0.007915,1.255083,0.001664,1.443571,-0.063909,1.262581,0.029523,0.566645,0.518863,1.246572,0.610787,1.689870,0.404760,1.252778,0.498135,1.704842
305,0.121301,1.894744,0.107745,1.879663,-0.086534,1.669263,0.072920,1.937900,-0.122725,1.754002,0.021855,1.929899,-0.029136,0.674965,0.160367,1.751778,0.108470,2.352124,0.211084,1.726993,0.159979,2.390834
306,-0.093262,1.047687,-0.102000,1.209240,0.040487,1.268633,-0.135602,1.190200,0.011321,1.282427,-0.055950,1.108479,-0.013043,0.546028,0.070787,1.160152,0.112991,1.555977,0.066263,1.129957,0.109430,1.547596
307,-0.508798,1.281448,-0.541599,1.371493,0.017893,1.363592,-0.461322,1.284178,0.095470,1.348912,-0.447752,1.242388,0.016470,0.671458,-0.201791,1.219998,0.259713,1.614299,-0.148024,1.284878,0.314733,1.689965
308,0.261027,1.489632,0.084454,1.440162,-0.235107,1.619038,0.049136,1.432452,-0.270947,1.633571,0.219455,1.477093,0.013641,0.655737,0.290189,1.373399,0.084018,1.913916,0.297825,1.382988,0.092932,1.925165
309,-0.217499,1.261754,-0.042111,1.169227,0.231822,1.401623,-0.145857,1.178698,0.119711,1.411330,-0.205682,1.246221,-0.034708,0.622363,-0.424461,1.284689,-0.253077,1.726423,-0.509614,1.257480,-0.338559,1.721505
310,0.302999,1.164222,0.230193,1.053906,-0.087974,1.239309,0.247413,1.060845,-0.077764,1.236791,0.254917,1.122958,-0.028399,0.551290,-0.067638,1.173802,-0.350555,1.554523,-0.197910,1.152564,-0.480553,1.555776
311,0.051778,1.106186,0.165170,1.170648,0.147672,1.359737,0.146940,1.209837,0.125974,1.411755,0.032904,1.125693,-0.048118,0.733035,-0.563911,1.305217,-0.644655,1.590913,-0.676313,1.296264,-0.757840,1.631278
312,0.137679,1.124981,0.210929,1.167947,0.094247,1.171079,0.180831,1.155333,0.066995,1.182472,0.136483,1.147203,-0.023907,0.511360,-0.001686,1.132342,-0.163010,1.509474,-0.073068,1.117456,-0.232582,1.509810
313,-0.061702,1.594517,-0.094742,1.364519,0.100741,1.470995,-0.078021,1.331022,0.118005,1.588853,0.023614,1.408115,-0.041921,0.691296,-0.100258,1.407777,-0.162262,1.942133,-0.268854,1.345345,-0.334409,1.922478
314,0.495874,1.284803,0.393734,1.283769,-0.129659,1.344033,0.415907,1.272202,-0.112796,1.383029,0.470569,1.309498,0.005334,0.606170,0.233841,1.252770,-0.231167,1.738826,0.242482,1.206817,-0.223035,1.731902
315,-0.152602,1.015915,-0.136020,1.040693,-0.013434,1.131759,-0.180656,1.059499,-0.059241,1.159658,-0.198595,1.066889,-0.018075,0.555300,0.227364,0.985327,0.411133,1.350302,0.277178,1.019026,0.459536,1.402895
316,0.585751,1.585798,0.647862,1.460632,0.091302,1.618067,0.559200,1.486204,0.008477,1.677435,0.570259,1.608273,-0.046134,0.648313,0.280328,1.455041,-0.341065,1.953243,0.062567,1.479095,-0.555980,2.016569
317,-0.069557,1.019241,-0.201757,1.001828,-0.163280,1.269628,-0.126832,1.063407,-0.091486,1.294048,-0.062429,1.058076,0.038614,0.578166,0.139977,1.089680,0.240831,1.453306,0.126206,1.104803,0.228036,1.462151
318,-0.460509,1.279361,-0.382501,1.360944,0.104297,1.282614,-0.441058,1.322627,0.046042,1.420897,-0.471928,1.292946,-0.035280,0.695931,-0.589090,1.307057,-0.154196,1.737430,-0.509497,1.321787,-0.074592,1.788606
319,-0.194154,1.522624,-0.106855,1.430051,0.126287,1.302055,-0.043251,1.364074,0.187886,1.357263,-0.110479,1.483822,0.049654,0.688342,0.245987,1.501625,0.405868,2.036951,0.242244,1.440274,0.400596,2.018661
320,-0.044694,1.257157,0.088745,1.164964,0.153539,1.375229,-0.017656,1.267968,0.041130,1.460053,-0.082104,1.291390,-0.052051,0.757695,-0.178856,1.380652,-0.146394,1.836552,-0.336278,1.389208,-0.305582,1.863956
321,-0.665640,1.139916,-0.386194,1.169235,0.272822,1.346768,-0.505716,1.115379,0.143791,1.295565,-0.719417,1.124555,-0.040781,0.645182,-0.391731,1.161080,0.289513,1.538879,-0.419410,1.184158,0.260707,1.592630
322,0.559974,1.592885,0.689552,1.553834,0.177562,1.296544,0.575373,1.571248,0.061485,1.368380,0.498583,1.675924,-0.104380,0.602257,-0.239218,1.415799,-0.842061,2.016608,-0.372327,1.376011,-0.976539,2.015770
323,0.318539,1.524198,0.340583,1.449491,-0.004844,1.541483,0.333176,1.413645,-0.008136,1.592781,0.304268,1.523433,0.005592,0.671365,0.607947,1.351255,0.315945,1.936863,0.714257,1.327924,0.418092,1.971285
324,-0.293033,1.372283,-0.364068,1.555070,-0.093086,1.573624,-0.386357,1.498757,-0.107603,1.648789,-0.304464,1.405122,0.001656,0.791785,-0.005560,1.513007,0.302394,2.007906,-0.063020,1.476684,0.244904,2.001069
325,-0.249873,1.083402,-0.149329,1.125916,0.113086,1.250133,-0.079580,1.196901,0.188074,1.321794,-0.166422,1.112262,0.067284,0.623756,0.436269,1.265727,0.668272,1.571957,0.624577,1.282250,0.858430,1.609970
326,0.199996,1.189706,0.071836,1.055891,-0.172697,1.194151,0.106287,1.060180,-0.137094,1.241746,0.141350,1.118563,-0.018254,0.586848,-0.065209,1.053982,-0.222185,1.432886,-0.156786,1.062848,-0.315524,1.487180
327,0.175316,1.268396,0.243502,1.146173,0.127665,1.277865,0.319186,1.165100,0.207577,1.379447,0.276421,1.254038,0.041486,0.616383,0.236023,1.244198,-0.000283,1.696029,0.235362,1.295521,0.000375,1.760873
328,0.397465,1.102038,0.216589,1.229382,-0.272562,1.383741,0.376407,1.245064,-0.110285,1.362366,0.394268,1.153280,0.081335,0.692955,0.296189,1.176260,-0.016092,1.556734,0.449679,1.165558,0.136884,1.573036
329,-0.153981,1.355519,-0.085472,1.340291,0.000871,1.369902,0.009275,1.351577,0.087653,1.362975,-0.119734,1.375678,0.103500,0.569709,0.883034,1.133247,1.108307,1.678304,1.040780,1.143698,1.265800,1.703598
330,-0.502390,1.361951,-0.562797,1.170606,0.017047,1.185232,-0.588385,1.210593,-0.001810,1.271300,-0.428088,1.386916,-0.003264,0.591100,-0.501577,1.329281,-0.080202,1.791173,-0.639695,1.335517,-0.216359,1.810135
331,-1.029847,1.618954,-0.956700,1.496620,0.026587,1.902263,-1.030932,1.466647,-0.049297,1.945524,-1.118650,1.510409,-0.044909,0.796746,-0.659738,1.509255,0.418025,2.008458,-0.849991,1.526537,0.225551,2.092900
332,-0.172159,1.032426,-0.120373,1.079075,0.096476,1.294100,-0.045488,1.115080,0.170959,1.369819,-0.096236,1.074419,0.034392,0.551846,-0.351051,0.983814,-0.222311,1.384140,-0.450651,1.043560,-0.320439,1.450330
333,-0.669811,1.420861,-0.622348,1.503834,0.063279,1.363733,-0.761348,1.419713,-0.073763,1.391463,-0.775100,1.389361,-0.123921,0.656825,-1.169893,1.457585,-0.515972,1.926415,-1.181217,1.409165,-0.527184,1.936047
334,-0.132298,1.355400,-0.222752,1.475608,-0.219519,1.498939,-0.213701,1.379461,-0.216398,1.478937,-0.231574,1.321589,0.026923,0.723083,0.001453,1.432115,0.261019,1.854023,0.107796,1.399025,0.367365,1.886204
335,-0.160039,1.443416,-0.158023,1.317845,-0.057100,1.407904,-0.126887,1.346927,-0.020495,1.574560,-0.166186,1.381804,0.042741,0.685283,0.229332,1.511201,0.439282,1.928450,0.446195,1.518470,0.658802,1.988587
336,0.236844,1.256345,0.413430,1.331855,0.192688,1.251104,0.390990,1.256757,0.176922,1.310960,0.267204,1.253590,0.010425,0.668851,0.145683,1.246167,-0.113837,1.708008,0.161715,1.244415,-0.096003,1.735762
337,-0.520786,1.238532,-0.502845,1.269793,-0.008919,1.301353,-0.368889,1.281411,0.126288,1.386378,-0.452355,1.266525,0.091762,0.612612,0.390659,1.129996,0.937633,1.612690,0.490404,1.160741,1.035792,1.664710
338,0.000205,1.461744,-0.042582,1.400394,-0.055173,1.455255,0.040517,1.409687,0.028560,1.520187,-0.014237,1.416718,-0.001552,0.663767,0.405975,1.321424,0.415654,1.781962,0.230417,1.328136,0.240863,1.840938
339,-0.323696,1.262145,-0.417545,1.147627,-0.078701,1.309545,-0.559945,1.136145,-0.218499,1.343205,-0.397362,1.188537,-0.090688,0.688235,-0.270902,1.337559,0.037080,1.771597,-0.232028,1.294118,0.075309,1.752093
340,0.015656,1.455124,-0.230121,1.194229,-0.369003,1.639351,-0.293809,1.211783,-0.432968,1.696357,-0.132219,1.336325,-0.031300,0.659022,-0.070741,1.371029,0.030324,1.866399,-0.141884,1.386167,-0.040678,1.890807
341,-0.145688,1.305937,0.200219,1.305779,0.407833,1.355963,0.045429,1.262140,0.250685,1.446419,-0.153683,1.293895,-0.065387,0.664860,-0.573419,1.336691,-0.485219,1.749494,-0.741247,1.323316,-0.651755,1.789095
342,0.438283,1.323116,0.519639,1.433871,0.075964,1.285571,0.491328,1.358418,0.051130,1.324334,0.443006,1.337384,0.008625,0.676763,-0.092483,1.286830,-0.530397,1.767744,0.010366,1.293244,-0.426182,1.810182
343,0.441573,1.270815,0.584536,1.292507,0.076239,1.224048,0.517884,1.209906,0.012210,1.295264,0.366975,1.248031,-0.014327,0.572679,0.704008,1.351851,0.325531,1.812370,0.673671,1.368505,0.293090,1.836538
344,0.082173,1.054266,-0.002701,1.068650,-0.097355,1.253563,0.064747,1.068425,-0.031039,1.247474,0.098205,1.066842,0.029686,0.576782,-0.276501,1.121847,-0.345744,1.521439,-0.186825,1.120600,-0.256653,1.514357
345,0.001075,1.999778,-0.067690,1.818213,-0.005483,1.854488,0.044656,1.791548,0.110267,1.875931,0.102407,1.967609,0.040470,0.774382,-0.503998,1.689803,-0.569609,2.409236,-0.726563,1.683990,-0.790830,2.450122
346,-0.586833,1.606900,-0.473505,1.656225,0.094925,1.602201,-0.489644,1.617481,0.075370,1.705747,-0.641367,1.591185,-0.035492,0.743775,0.145270,1.430237,0.755678,2.035135,0.078110,1.438424,0.685330,2.068453
347,0.685937,1.680561,0.859227,1.754084,0.193913,1.737393,0.808468,1.693237,0.133860,1.796557,0.731588,1.662555,0.033748,0.746118,0.494626,1.729608,-0.202333,2.150341,0.569662,1.690787,-0.128309,2.192420
348,0.828604,1.279518,0.822249,1.371623,-0.015527,1.218460,0.830574,1.366207,-0.013330,1.298704,0.795432,1.300022,-0.018688,0.623252,0.579366,1.268977,-0.233776,1.744990,0.552723,1.285999,-0.262588,1.783133
349,0.541958,1.091535,0.236379,1.129044,-0.357066,1.298366,0.278410,1.115637,-0.311985,1.322335,0.510334,1.088824,0.013487,0.568424,0.705195,1.228932,0.209272,1.579033,0.671102,1.195203,0.175777,1.582302
350,-0.025188,1.326153,0.055323,1.487714,0.088207,1.495561,-0.006641,1.377097,0.030144,1.467269,-0.046368,1.321243,-0.032003,0.633020,0.510244,1.257716,0.526303,1.755561,0.623991,1.272219,0.638628,1.795077
351,-0.388339,1.313712,-0.728533,1.456787,-0.476536,1.624065,-0.735295,1.372718,-0.485468,1.622809,-0.544730,1.310928,-0.025211,0.623195,0.317227,1.257144,0.834780,1.748240,0.354448,1.274195,0.873523,1.759195
352,0.098750,1.334473,0.119183,1.366148,0.009673,1.550339,0.164262,1.318890,0.050454,1.514059,0.066450,1.343600,-0.019079,0.534622,0.163846,1.283886,0.078804,1.759607,0.214717,1.297719,0.129923,1.783861
353,-0.664971,1.658583,-0.490200,1.581616,0.236575,1.493714,-0.478589,1.565441,0.240356,1.517391,-0.626660,1.691803,-0.015186,0.669939,-0.170324,1.452438,0.444676,2.110587,-0.393444,1.434465,0.219941,2.111830
354,0.039388,1.333367,0.111817,1.261806,0.080486,1.528560,0.063148,1.312867,0.033138,1.507024,0.000849,1.362740,-0.048481,0.648626,-0.856820,1.486326,-0.904855,1.846403,-0.985957,1.559959,-1.033563,1.919638
355,0.083302,2.349758,-0.028528,2.391984,0.038918,1.984687,0.055823,2.416106,0.119282,2.093266,0.304867,2.375856,0.081496,0.812090,0.015869,1.904229,-0.206078,2.754736,0.072388,1.875357,-0.149946,2.785154
356,-0.521695,1.598911,-0.285211,1.787549,0.244070,1.610893,-0.295665,1.701499,0.221970,1.597441,-0.487696,1.582944,0.032604,0.674159,-0.031012,1.382758,0.499332,2.015689,-0.048343,1.369753,0.476694,2.026341
357,0.409749,1.457877,0.124472,1.454640,-0.338253,1.592442,0.201155,1.480753,-0.261863,1.664747,0.361134,1.518777,0.003955,0.795162,-0.325948,1.501796,-0.686591,1.999644,-0.270634,1.507835,-0.630803,2.048667
358,0.864757,1.290328,0.946085,1.163536,0.131452,1.299297,1.092373,1.231676,0.281753,1.419528,1.000050,1.262078,0.086909,0.709914,0.871599,1.414345,-0.045261,1.799362,1.075346,1.463011,0.158989,1.862434
359,-0.583744,1.380264,-0.672038,1.265508,-0.045807,1.235533,-0.669734,1.199986,-0.043222,1.261670,-0.567962,1.295008,-0.021145,0.632237,-0.345760,1.402201,0.194949,1.866163,-0.331051,1.385121,0.211181,1.874429
360,0.051904,1.127926,0.149104,1.067093,0.125461,1.152850,0.155169,1.052684,0.135986,1.207802,0.116580,1.095497,0.034733,0.608808,0.000288,1.267715,-0.083755,1.615005,0.044409,1.268892,-0.037919,1.646096
361,-0.371846,1.304930,0.021904,1.303605,0.465719,1.339462,-0.006008,1.281312,0.435706,1.365551,-0.275335,1.323869,0.028625,0.656099,-0.106902,1.247094,0.198168,1.690994,-0.170182,1.252036,0.136028,1.725344
362,0.796355,1.589467,1.007333,1.432288,0.287634,1.579334,0.803360,1.454974,0.084672,1.610559,0.777594,1.577077,-0.091401,0.703385,-0.127476,1.511415,-0.997814,2.066473,-0.204805,1.499951,-1.074644,2.069030
363,-0.051457,1.045188,-0.217524,1.106650,-0.193957,1.172445,-0.311545,1.117735,-0.290086,1.226567,-0.185963,1.089836,-0.104960,0.641331,-0.120178,1.275394,-0.041120,1.631488,-0.094128,1.272582,-0.015056,1.638968
