category,rank,dimension,mean_delta,std_delta
tempo090,30,611,2.152162,1.662276
tempo095,1,963,2.790756,2.103359
tempo095,2,834,2.700898,1.989851
tempo095,3,4,2.691046,2.019257
tempo095,4,880,2.675588,2.050998
tempo095,5,290,2.542956,1.800960
tempo095,6,400,2.520659,1.894320
tempo095,7,427,2.508014,1.843912
tempo095,8,629,2.467916,1.855979
tempo095,9,551,2.439479,1.736552
tempo095,10,70,2.413973,1.825587
tempo095,11,941,2.399492,1.750575
tempo095,12,612,2.395516,1.782919
tempo095,13,355,2.361228,1.736278
tempo095,14,757,2.327187,1.869649
tempo095,15,995,2.321235,1.734382
tempo095,16,145,2.316509,1.767699
tempo095,17,631,2.303384,1.537276
tempo095,18,47,2.296920,1.658358
tempo095,19,710,2.275920,1.622628
tempo095,20,698,2.264690,1.744198
tempo095,21,1001,2.260463,1.658550
tempo095,22,443,2.251240,1.703386
tempo095,23,238,2.231413,1.674619
tempo095,24,640,2.226052,1.706653
tempo095,25,853,2.191156,1.524297
tempo095,26,994,2.189642,1.692678
tempo095,27,365,2.188309,1.663939
tempo095,28,1006,2.187884,1.722747
tempo095,29,171,2.168973,1.541647
tempo095,30,639,2.155941,1.602000
tempo105,1,963,2.782945,2.093086
tempo105,2,4,2.722627,2.034015
tempo105,3,880,2.669980,2.028798
tempo105,4,834,2.669787,1.943739
tempo105,5,400,2.573742,1.996829
tempo105,6,629,2.497796,1.863155
tempo105,7,290,2.493510,1.761014
tempo105,8,427,2.480470,1.846052
tempo105,9,941,2.444394,1.781779
tempo105,10,551,2.431890,1.757106
tempo105,11,757,2.403963,1.936533
tempo105,12,70,2.393114,1.801013
tempo105,13,995,2.373979,1.727147
tempo105,14,355,2.361484,1.723129
tempo105,15,640,2.340016,1.782549
tempo105,16,145,2.323991,1.772424
tempo105,17,47,2.296887,1.699879
tempo105,18,612,2.296767,1.736381
tempo105,19,1001,2.257888,1.656002
tempo105,20,698,2.244335,1.699246
tempo105,21,238,2.232155,1.705539
tempo105,22,710,2.226589,1.569799
tempo105,23,443,2.223557,1.636644
tempo105,24,994,2.221871,1.712617
tempo105,25,631,2.221815,1.545303
tempo105,26,639,2.177756,1.639163
tempo105,27,611,2.175802,1.653518
tempo105,28,1006,2.171952,1.735278
tempo105,29,563,2.145149,1.639082
tempo105,30,853,2.140906,1.517728
tempo110,1,963,2.761112,2.112194
tempo110,2,4,2.685625,1.985611
tempo110,3,834,2.658763,1.897616
tempo110,4,880,2.633499,2.076828
tempo110,5,400,2.517862,1.929960
tempo110,6,427,2.479244,1.861814
tempo110,7,640,2.429324,1.808023
tempo110,8,551,2.428207,1.711833
tempo110,9,629,2.426006,1.852586
tempo110,10,70,2.375107,1.768936
tempo110,11,757,2.373447,1.904617
tempo110,12,941,2.357920,1.784401
tempo110,13,290,2.352790,1.676687
tempo110,14,355,2.345371,1.733576
tempo110,15,145,2.325522,1.768506
tempo110,16,995,2.309637,1.678479
tempo110,17,47,2.287642,1.675063
tempo110,18,612,2.262519,1.702771
tempo110,19,1001,2.256989,1.668319
tempo110,20,698,2.238402,1.703476
tempo110,21,238,2.219523,1.677188
tempo110,22,631,2.209238,1.556982
tempo110,23,994,2.204709,1.700063
tempo110,24,639,2.196009,1.610554
tempo110,25,470,2.177764,1.656305
tempo110,26,611,2.176374,1.654181
tempo110,27,945,2.169868,1.590405
tempo110,28,710,2.162781,1.537898
tempo110,29,563,2.161685,1.625345
tempo110,30,443,2.156538,1.641129
