category,rank,dimension,mean_delta,std_delta
pitchU4,8,174,1.172882,0.910173
pitchU4,9,153,1.163453,0.861613
pitchU4,10,1,1.150312,0.804560
pitchU4,11,371,1.144034,0.874332
pitchU4,12,343,1.140695,0.839627
pitchU4,13,10,1.127415,0.880921
pitchU4,14,242,1.122723,0.859474
pitchU4,15,208,1.117215,0.800430
pitchU4,16,138,1.116645,0.803143
pitchU4,17,201,1.110571,0.855872
pitchU4,18,448,1.107475,0.815930
pitchU4,19,417,1.106119,0.808257
pitchU4,20,8,1.105724,0.863126
pitchU4,21,236,1.104490,0.794089
pitchU4,22,179,1.091272,0.791338
pitchU4,23,35,1.090695,0.809813
pitchU4,24,492,1.088480,0.801548
pitchU4,25,293,1.087734,0.822874
pitchU4,26,503,1.085360,0.864657
pitchU4,27,394,1.081518,0.794341
pitchU4,28,84,1.080784,0.779301
pitchU4,29,192,1.080718,0.795181
pitchU4,30,486,1.080667,0.806785
pitchU4_tempo110,1,469,1.367672,1.058492
pitchU4_tempo110,2,214,1.277888,0.992077
pitchU4_tempo110,3,85,1.228736,0.875066
pitchU4_tempo110,4,189,1.228687,0.862862
pitchU4_tempo110,5,174,1.224459,0.914298
pitchU4_tempo110,6,137,1.205668,0.882693
pitchU4_tempo110,7,242,1.154181,0.865191
pitchU4_tempo110,8,291,1.153911,0.820912
pitchU4_tempo110,9,186,1.145736,0.787511
pitchU4_tempo110,10,286,1.133474,0.842594
pitchU4_tempo110,11,503,1.130079,0.864131
pitchU4_tempo110,12,288,1.129085,0.884412
pitchU4_tempo110,13,10,1.127487,0.872541
pitchU4_tempo110,14,287,1.125083,0.756183
pitchU4_tempo110,15,220,1.118193,0.862399
pitchU4_tempo110,16,360,1.113516,0.823646
pitchU4_tempo110,17,245,1.108905,0.796028
pitchU4_tempo110,18,96,1.107471,0.812395
pitchU4_tempo110,19,482,1.099946,0.794976
pitchU4_tempo110,20,342,1.092124,0.813669
pitchU4_tempo110,21,104,1.089502,0.782559
pitchU4_tempo110,22,387,1.071393,0.794318
pitchU4_tempo110,23,18,1.070606,0.792792
pitchU4_tempo110,24,121,1.070430,0.750500
pitchU4_tempo110,25,409,1.070013,0.821920
pitchU4_tempo110,26,293,1.060561,0.764664
pitchU4_tempo110,27,470,1.059889,0.763336
pitchU4_tempo110,28,299,1.058991,0.804540
pitchU4_tempo110,29,350,1.057935,0.777854
pitchU4_tempo110,30,205,1.053810,0.816467
tempo090,1,469,1.267906,1.025210
tempo090,2,214,1.241321,1.001055
tempo090,3,174,1.208024,0.930611
tempo090,4,220,1.139101,0.866465
tempo090,5,85,1.122859,0.866623
tempo090,6,104,1.121087,0.831004
tempo090,7,10,1.120856,0.897416
tempo090,8,288,1.100312,0.856667
tempo090,9,189,1.099976,0.855453
tempo090,10,242,1.097769,0.791303
tempo090,11,291,1.095163,0.803474
tempo090,12,76,1.088520,0.813699
tempo090,13,503,1.086035,0.868518
tempo090,14,286,1.081603,0.804908
tempo090,15,342,1.075126,0.790492
tempo090,16,482,1.065588,0.803966
tempo090,17,409,1.060826,0.841410
tempo090,18,205,1.058898,0.802819
tempo090,19,319,1.057873,0.855777
tempo090,20,287,1.055315,0.772502
tempo090,21,162,1.054805,0.807194
tempo090,22,264,1.054753,0.787001
tempo090,23,470,1.049860,0.775860
tempo090,24,440,1.045856,0.766232
tempo090,25,487,1.043869,0.786341
tempo090,26,492,1.032439,0.793522
tempo090,27,359,1.028835,0.754063
tempo090,28,495,1.026442,0.789457
tempo090,29,84,1.024880,0.766746
tempo090,30,107,1.024319,0.801437
tempo095,1,469,1.265319,1.045051
tempo095,2,214,1.258041,1.034688
tempo095,3,174,1.180642,0.934381
tempo095,4,85,1.122108,0.839074
tempo095,5,288,1.115433,0.875582
tempo095,6,10,1.114060,0.897293
tempo095,7,220,1.103512,0.865877
tempo095,8,291,1.103224,0.809417
tempo095,9,189,1.095871,0.822637
tempo095,10,104,1.095377,0.808424
tempo095,11,503,1.091690,0.856770
tempo095,12,342,1.090373,0.805487
tempo095,13,242,1.072875,0.799402
tempo095,14,286,1.072429,0.849191
tempo095,15,76,1.071465,0.809162
tempo095,16,264,1.066415,0.802607
tempo095,17,409,1.055407,0.816327
tempo095,18,162,1.053987,0.803225
tempo095,19,34,1.049533,0.792098
tempo095,20,299,1.047754,0.803593
tempo095,21,137,1.046231,0.805331
tempo095,22,482,1.045540,0.806929
tempo095,23,208,1.037959,0.808280
tempo095,24,205,1.036748,0.840613
tempo095,25,495,1.036710,0.817811
tempo095,26,489,1.030178,0.789049
tempo095,27,319,1.029834,0.826392
tempo095,28,492,1.028191,0.783041
tempo095,29,96,1.026892,0.784157
tempo095,30,18,1.026545,0.749471
tempo105,1,469,1.348113,1.086857
tempo105,2,214,1.263472,0.996313
tempo105,3,174,1.180878,0.934364
tempo105,4,85,1.123697,0.845549
tempo105,5,189,1.123213,0.840389
tempo105,6,10,1.121918,0.891411
tempo105,7,137,1.112372,0.836006
tempo105,8,291,1.105983,0.798380
tempo105,9,288,1.098082,0.869228
tempo105,10,220,1.095225,0.873833
tempo105,11,242,1.092612,0.846327
tempo105,12,104,1.091137,0.821971
tempo105,13,286,1.087706,0.860286
tempo105,14,76,1.072078,0.819489
tempo105,15,503,1.069557,0.866952
tempo105,16,287,1.064304,0.771768
tempo105,17,492,1.055884,0.779794
tempo105,18,409,1.052714,0.799231
