category,rank,dimension,mean_delta,std_delta
pitchU4_tempo110,8,941,1.851913,1.516066
pitchU4_tempo110,9,698,1.840224,1.538674
pitchU4_tempo110,10,45,1.818494,1.500112
pitchU4_tempo110,11,400,1.817751,1.570980
pitchU4_tempo110,12,427,1.740783,1.472790
pitchU4_tempo110,13,612,1.739913,1.493492
pitchU4_tempo110,14,355,1.737225,1.424656
pitchU4_tempo110,15,995,1.726445,1.423064
pitchU4_tempo110,16,47,1.720738,1.473443
pitchU4_tempo110,17,834,1.712467,1.512496
pitchU4_tempo110,18,551,1.704594,1.429500
pitchU4_tempo110,19,1006,1.690830,1.453807
pitchU4_tempo110,20,1001,1.684665,1.422937
pitchU4_tempo110,21,611,1.675613,1.349965
pitchU4_tempo110,22,145,1.668524,1.465731
pitchU4_tempo110,23,290,1.656331,1.396214
pitchU4_tempo110,24,994,1.644491,1.369015
pitchU4_tempo110,25,639,1.629857,1.348408
pitchU4_tempo110,26,238,1.627081,1.394389
pitchU4_tempo110,27,951,1.625704,1.397464
pitchU4_tempo110,28,563,1.621764,1.349862
pitchU4_tempo110,29,999,1.575076,1.300380
pitchU4_tempo110,30,419,1.574722,1.290194
tempo090,1,834,2.634591,1.938718
tempo090,2,880,2.561505,2.001681
tempo090,3,963,2.523327,1.964085
tempo090,4,4,2.502056,1.957992
tempo090,5,629,2.433019,1.858820
tempo090,6,400,2.410477,1.874568
tempo090,7,70,2.399518,1.819371
tempo090,8,290,2.388559,1.747016
tempo090,9,427,2.380812,1.854617
tempo090,10,551,2.301369,1.702886
tempo090,11,941,2.293204,1.720647
tempo090,12,757,2.286750,1.848821
tempo090,13,145,2.278943,1.765912
tempo090,14,612,2.269336,1.764658
tempo090,15,355,2.221651,1.722859
tempo090,16,631,2.193675,1.572712
tempo090,17,1006,2.189600,1.735323
tempo090,18,995,2.178301,1.664180
tempo090,19,443,2.169918,1.635507
tempo090,20,994,2.169518,1.670747
tempo090,21,47,2.165056,1.639005
tempo090,22,1001,2.147136,1.670049
tempo090,23,698,2.131401,1.696852
tempo090,24,238,2.125299,1.688396
tempo090,25,640,2.115473,1.654563
tempo090,26,563,2.111293,1.612422
tempo090,27,710,2.095374,1.550645
tempo090,28,639,2.094064,1.602186
tempo090,29,853,2.089020,1.480270
tempo090,30,45,2.072376,1.629588
tempo095,1,4,2.386322,1.880012
tempo095,2,963,2.380622,1.926171
tempo095,3,880,2.335044,1.884950
tempo095,4,629,2.306608,1.779671
tempo095,5,834,2.258670,1.830567
tempo095,6,400,2.255949,1.792669
tempo095,7,290,2.223376,1.672213
tempo095,8,551,2.167845,1.652903
tempo095,9,427,2.154605,1.688400
tempo095,10,70,2.139070,1.705138
tempo095,11,757,2.135601,1.717739
tempo095,12,941,2.096891,1.617823
tempo095,13,612,2.080980,1.684901
tempo095,14,995,2.053420,1.611560
tempo095,15,698,2.039632,1.612760
tempo095,16,355,2.038264,1.616924
