category,rank,dimension,mean_delta,std_delta
tempo_down_large,2,483,0.726278,0.688365
tempo_down_large,3,288,0.712029,0.652230
tempo_down_large,4,487,0.711104,0.680417
tempo_down_large,5,214,0.707177,0.677432
tempo_down_large,6,192,0.705253,0.692382
tempo_down_large,7,8,0.701572,0.661680
tempo_down_large,8,324,0.701283,0.630772
tempo_down_large,9,137,0.694373,0.642730
tempo_down_large,10,342,0.693917,0.664563
tempo_down_large,11,2,0.689695,0.630622
tempo_down_large,12,283,0.687203,0.654850
tempo_down_large,13,482,0.685694,0.655892
tempo_down_large,14,387,0.685194,0.690251
tempo_down_large,15,138,0.684888,0.685384
tempo_down_large,16,76,0.684888,0.638187
tempo_down_large,17,258,0.684422,0.646528
tempo_down_large,18,116,0.680295,0.638809
tempo_down_large,19,179,0.680136,0.628613
tempo_down_large,20,287,0.677913,0.632635
tempo_down_large,21,469,0.677898,0.675780
tempo_down_large,22,34,0.676486,0.651023
tempo_down_large,23,353,0.675943,0.615895
tempo_down_large,24,242,0.674978,0.644242
tempo_down_large,25,219,0.674781,0.613983
tempo_down_large,26,201,0.673352,0.650932
tempo_down_large,27,245,0.672187,0.636740
tempo_down_large,28,189,0.670011,0.632735
tempo_down_large,29,220,0.669126,0.640322
tempo_down_large,30,143,0.667821,0.597171
tempo_up_large,1,208,0.786470,0.752495
tempo_up_large,2,487,0.739753,0.687597
tempo_up_large,3,192,0.732744,0.706253
tempo_up_large,4,483,0.719352,0.682266
tempo_up_large,5,342,0.719073,0.676715
tempo_up_large,6,288,0.707705,0.654136
tempo_up_large,7,324,0.706876,0.642790
tempo_up_large,8,387,0.706622,0.688492
tempo_up_large,9,258,0.703587,0.661264
tempo_up_large,10,214,0.703204,0.664039
tempo_up_large,11,219,0.702672,0.653751
tempo_up_large,12,137,0.702238,0.660832
tempo_up_large,13,8,0.699650,0.655305
tempo_up_large,14,179,0.699533,0.650369
tempo_up_large,15,189,0.697761,0.654811
tempo_up_large,16,287,0.690502,0.652729
tempo_up_large,17,245,0.687080,0.636931
tempo_up_large,18,495,0.686582,0.645014
tempo_up_large,19,143,0.685678,0.612697
tempo_up_large,20,283,0.685077,0.640794
tempo_up_large,21,99,0.682970,0.640632
tempo_up_large,22,291,0.682157,0.659217
tempo_up_large,23,138,0.680440,0.676888
tempo_up_large,24,469,0.679983,0.669290
tempo_up_large,25,174,0.679951,0.650909
tempo_up_large,26,482,0.679452,0.651558
tempo_up_large,27,76,0.679052,0.625363
tempo_up_large,28,2,0.677189,0.625926
tempo_up_large,29,201,0.676572,0.647256
tempo_up_large,30,35,0.676195,0.661360
