category,rank,dimension,mean_delta,std_delta
pitchD4_tempo090,19,85,2.344593,1.412267
pitchD4_tempo090,20,227,2.297046,1.406180
pitchD4_tempo090,21,429,2.285226,1.784531
pitchD4_tempo090,22,364,2.282309,1.127394
pitchD4_tempo090,23,421,2.268321,1.563192
pitchD4_tempo090,24,964,2.260952,1.481385
pitchD4_tempo090,25,581,2.245908,1.147479
pitchD4_tempo090,26,129,2.240246,1.661880
pitchD4_tempo090,27,324,2.239134,1.558159
pitchD4_tempo090,28,941,2.217722,1.416253
pitchD4_tempo090,29,741,2.197795,1.405503
pitchD4_tempo090,30,72,2.185251,1.350266
pitchU2,1,963,1.975220,1.545091
pitchU2,2,629,1.952400,1.650056
pitchU2,3,880,1.946787,1.548015
pitchU2,4,70,1.893827,1.608740
pitchU2,5,47,1.846678,1.478187
pitchU2,6,4,1.838329,1.604416
pitchU2,7,698,1.822213,1.452526
pitchU2,8,757,1.806648,1.478019
pitchU2,9,427,1.746536,1.315647
pitchU2,10,355,1.715842,1.332509
pitchU2,11,45,1.710241,1.272424
pitchU2,12,941,1.701333,1.409937
pitchU2,13,145,1.691892,1.445654
pitchU2,14,834,1.690280,1.476279
pitchU2,15,611,1.680691,1.291618
pitchU2,16,951,1.672217,1.387031
pitchU2,17,365,1.652316,1.430103
pitchU2,18,995,1.647272,1.272962
pitchU2,19,211,1.621805,1.486634
pitchU2,20,673,1.616312,1.492570
pitchU2,21,1006,1.596046,1.386217
pitchU2,22,822,1.595429,1.387564
pitchU2,23,400,1.579669,1.307090
pitchU2,24,640,1.556889,1.385427
pitchU2,25,612,1.556599,1.300703
pitchU2,26,1001,1.553364,1.305887
pitchU2,27,158,1.539810,1.184150
pitchU2,28,262,1.539311,1.166121
pitchU2,29,184,1.533073,1.166081
pitchU2,30,345,1.525353,1.167221
pitchU4,1,880,2.042349,1.577576
pitchU4,2,70,1.997534,1.767411
pitchU4,3,629,1.952804,1.652643
pitchU4,4,4,1.893536,1.690756
pitchU4,5,963,1.890088,1.445678
pitchU4,6,757,1.833075,1.465817
pitchU4,7,941,1.831872,1.410602
pitchU4,8,45,1.807316,1.415864
pitchU4,9,47,1.803339,1.493712
pitchU4,10,1006,1.796101,1.597730
pitchU4,11,698,1.789778,1.499404
pitchU4,12,612,1.732942,1.544875
pitchU4,13,834,1.712524,1.521142
pitchU4,14,951,1.701968,1.389676
pitchU4,15,355,1.697296,1.293775
pitchU4,16,995,1.686141,1.347371
pitchU4,17,640,1.683782,1.404151
pitchU4,18,427,1.659245,1.329391
