dimension,ori_mean,ori_std,mod_mean_Human_Plagiarism_(Base),mod_std_Human_Plagiarism_(Base),shift_mean_Human_Plagiarism_(Base),shift_std_Human_Plagiarism_(Base),mod_mean_Human_Plagiarism_+_DSP,mod_std_Human_Plagiarism_+_DSP,shift_mean_Human_Plagiarism_+_DSP,shift_std_Human_Plagiarism_+_DSP,mod_mean_Original_+_DSP,mod_std_Original_+_DSP,shift_mean_Original_+_DSP,shift_std_Original_+_DSP,mod_mean_AI_Generation_(Base),mod_std_AI_Generation_(Base),shift_mean_AI_Generation_(Base),shift_std_AI_Generation_(Base),mod_mean_AI_+_DSP,mod_std_AI_+_DSP,shift_mean_AI_+_DSP,shift_std_AI_+_DSP
116,-0.443500,0.914222,-0.803324,0.923542,-0.515293,1.256657,-0.613697,0.883705,-0.325667,1.224478,-0.540626,0.887457,0.067556,0.963904,-0.310747,0.874765,0.297435,1.189793,-0.225217,0.863494,0.382964,1.220336
117,0.060737,0.848570,0.145818,0.712222,0.096752,1.103914,0.000507,0.749827,-0.048559,1.144560,-0.074559,0.784324,-0.147663,0.852167,-0.023730,0.733258,-0.096834,1.017980,-0.237019,0.705761,-0.310123,1.041649
118,0.295138,0.726880,0.368380,0.757282,0.115778,1.026151,0.384605,0.758523,0.132003,1.046550,0.332297,0.737355,-0.007886,0.797064,0.000710,0.796933,-0.339473,1.013931,0.033667,0.786226,-0.306517,1.042200
119,-0.280271,0.761910,-0.375307,0.817265,-0.143654,1.075269,-0.260056,0.798861,-0.028402,1.079664,-0.238759,0.760452,0.093039,0.790280,-0.126875,0.689613,0.204923,0.968366,-0.106576,0.646970,0.225222,0.961364
120,-0.139582,0.846679,-0.123286,0.822656,-0.018254,1.171893,-0.056747,0.823507,0.048285,1.145035,-0.085745,0.812375,0.090441,0.912189,0.142169,0.950114,0.318355,1.203231,0.269568,0.937408,0.445754,1.222003
121,-0.118085,0.840467,0.023694,0.825848,0.166320,1.135464,-0.058922,0.849152,0.083704,1.159942,-0.152394,0.835392,-0.060306,0.875282,0.061289,0.937776,0.153377,1.168198,0.128062,0.958698,0.220150,1.219393
122,0.061688,0.791644,0.094696,0.746953,0.088367,1.036228,0.052964,0.752556,0.046634,1.045850,0.079221,0.759968,-0.041120,0.814844,0.004366,0.731974,-0.115975,1.004547,0.000566,0.708027,-0.119775,1.000958
123,0.074559,0.760199,0.281747,0.663592,0.263782,1.005169,0.291447,0.755541,0.273482,1.052343,0.143364,0.773489,0.008842,0.804363,0.116341,0.746006,-0.018181,1.014687,0.196061,0.745375,0.061539,1.031211
124,0.550664,0.777205,0.711257,0.792797,0.229031,1.069017,0.676273,0.768223,0.194047,1.065200,0.617259,0.780196,-0.005952,0.833443,0.510153,0.721985,-0.113058,0.988703,0.494962,0.717830,-0.128249,1.031173
125,-0.583242,0.755121,-0.654406,0.733675,-0.127145,0.963750,-0.635475,0.755916,-0.108214,0.981198,-0.590151,0.765667,0.052456,0.760965,-0.470256,0.642053,0.172351,0.956363,-0.393462,0.611518,0.249145,0.944958
126,-0.082460,0.841377,-0.194463,0.855631,-0.135044,1.186493,-0.234378,0.877322,-0.174958,1.196718,-0.173816,0.836219,-0.066948,0.873825,-0.349676,0.813511,-0.242808,1.121257,-0.495093,0.765873,-0.388225,1.114483
127,-0.195430,0.824950,-0.178626,0.833566,0.007118,1.116211,-0.180014,0.800847,0.005729,1.096380,-0.189572,0.784578,0.016108,0.840325,-0.050497,0.697924,0.155183,1.030712,0.039927,0.657275,0.245607,1.022726
128,0.378572,0.820964,0.363231,0.762589,0.000706,1.196713,0.302723,0.785377,-0.059802,1.176953,0.373995,0.784979,-0.021617,0.854245,0.225576,0.751509,-0.170036,1.003634,0.256508,0.709570,-0.139104,1.026626
129,0.310679,0.826699,0.538519,0.680217,0.291639,1.095197,0.561855,0.798521,0.314975,1.160039,0.374684,0.846167,-0.003611,0.887907,0.333458,0.798400,-0.044836,1.058509,0.276625,0.796039,-0.101670,1.084845
130,-0.558325,0.783135,-0.623507,0.756823,-0.055341,1.077124,-0.552347,0.751335,0.015819,1.087287,-0.526048,0.749031,0.021825,0.843650,-0.389892,0.712314,0.157980,1.038970,-0.465928,0.719166,0.081945,1.044531
131,0.426751,0.777589,0.437067,0.776766,0.044388,1.070588,0.595572,0.809555,0.202892,1.093007,0.591358,0.817055,0.128505,0.894827,0.365659,0.917441,-0.097194,1.148369,0.422976,0.893624,-0.039877,1.147283
132,-0.326118,0.996164,-0.827635,1.000617,-0.719633,1.312960,-0.709960,0.959262,-0.601958,1.280904,-0.510053,0.996533,0.047153,0.911433,-0.394659,0.835538,0.162547,1.209473,-0.471271,0.765130,0.085935,1.206781
133,0.180321,0.845302,-0.033325,0.838163,-0.290600,1.141037,-0.078682,0.816291,-0.335957,1.135140,0.080827,0.842906,-0.017958,0.884836,0.103038,0.811159,0.004253,1.103377,-0.042271,0.815555,-0.141056,1.135969
134,-0.044324,0.761543,-0.142647,0.708728,-0.106461,1.044869,-0.152491,0.707991,-0.116304,1.029702,-0.049496,0.733370,0.003444,0.801041,-0.150713,0.649899,-0.097774,0.947999,-0.178583,0.652901,-0.125643,0.977473
135,0.535318,0.807138,0.567482,0.784388,0.046541,1.116341,0.598902,0.813483,0.077961,1.138719,0.561492,0.816810,0.010914,0.865821,0.642625,0.773818,0.092047,1.057946,0.710389,0.780747,0.159812,1.080052
136,-0.905078,0.747191,-1.086443,0.795317,-0.201030,1.040633,-0.929304,0.801572,-0.043891,1.070206,-0.788080,0.738796,0.137828,0.769153,-0.814596,0.673587,0.111311,0.965351,-0.821826,0.671464,0.104082,0.979393
137,-0.220011,0.904961,-0.342711,0.826787,-0.184600,1.205944,-0.279831,0.888414,-0.121720,1.270978,-0.262404,0.887363,0.023164,1.017173,-0.439268,0.986390,-0.153700,1.294787,-0.498109,1.053447,-0.212541,1.349942
138,-0.016111,0.915926,0.139573,0.836349,0.217793,1.220085,0.167044,0.820253,0.245263,1.221205,0.119539,0.847131,0.069852,0.940011,0.006573,0.844849,-0.043114,1.178131,0.068685,0.823911,0.018998,1.203850
139,0.306923,1.031153,0.672694,1.085829,0.508469,1.389215,0.732518,1.053399,0.568294,1.396363,0.529017,1.041608,0.070959,0.957512,0.328641,0.912365,-0.129417,1.268101,0.333066,0.848875,-0.124992,1.305929
140,-0.391475,0.715665,-0.527564,0.666271,-0.184643,0.989109,-0.416437,0.696117,-0.073516,1.014577,-0.334271,0.716289,0.108636,0.760284,-0.306142,0.618965,0.136765,0.880352,-0.268050,0.605744,0.174856,0.894209
141,0.148400,0.751545,0.142645,0.705813,-0.022983,1.037821,0.117792,0.743222,-0.047836,1.025753,0.118354,0.734782,-0.011793,0.823530,0.139291,0.690271,0.009145,0.950245,0.126421,0.692654,-0.003725,0.972585
142,0.346282,0.810360,0.649984,0.698740,0.407438,1.023978,0.562059,0.706301,0.319514,1.045069,0.417262,0.781106,-0.038929,0.824685,0.498107,0.715224,0.041916,1.027647,0.499613,0.715424,0.043422,1.045817
143,-0.121982,0.938951,-0.455680,0.896701,-0.436079,1.265145,-0.267268,0.846526,-0.247668,1.225559,-0.105511,0.895467,0.124928,0.916684,-0.080949,0.772561,0.149490,1.140745,0.018931,0.707977,0.249369,1.149190
144,-0.313006,0.792599,-0.568892,0.680424,-0.318884,1.041347,-0.452458,0.685787,-0.202449,1.063606,-0.308199,0.764586,0.071517,0.745874,-0.248034,0.675512,0.131682,0.921092,-0.168893,0.671005,0.210823,0.967944
145,0.154133,0.789337,0.385380,0.712993,0.300415,1.049086,0.363265,0.751660,0.278301,1.086525,0.250626,0.779088,0.023207,0.843819,0.138718,0.773650,-0.088701,1.032165,0.127057,0.754785,-0.100362,1.048768
146,-0.048199,0.788800,0.078875,0.753171,0.166520,1.057100,0.067925,0.816070,0.155569,1.108417,-0.031936,0.809182,-0.025526,0.841118,-0.012810,0.764165,-0.006400,1.006896,-0.045129,0.740708,-0.038719,1.030108
147,0.530987,0.982967,0.938957,0.944342,0.560921,1.357328,0.747106,0.975547,0.369070,1.384597,0.599078,0.967080,-0.094022,0.930515,0.347872,0.815097,-0.345229,1.204556,0.223826,0.775380,-0.469274,1.232887
148,-0.154916,0.718882,-0.187270,0.750010,-0.060243,1.014048,-0.143940,0.714746,-0.016913,0.996294,-0.157315,0.698545,0.027142,0.820327,-0.115479,0.661793,0.068979,0.949467,-0.055842,0.645200,0.128615,0.959710
149,0.468105,0.783288,0.451644,0.763897,-0.025263,1.041302,0.376968,0.804201,-0.099940,1.086289,0.415119,0.804124,-0.043610,0.870600,0.498135,0.713688,0.039406,0.997457,0.439434,0.707920,-0.019295,1.028355
150,-0.790864,0.824841,-0.786202,0.830297,-0.011940,1.156272,-0.876584,0.826137,-0.102322,1.164625,-0.864958,0.793824,-0.056432,0.895505,-0.893518,0.787681,-0.084993,1.105069,-0.901323,0.801404,-0.092798,1.121442
151,-0.143553,0.720712,-0.224660,0.776086,-0.137522,0.987448,-0.173250,0.782048,-0.086112,0.987677,-0.168227,0.744300,0.035067,0.769498,0.050551,0.833121,0.253845,1.071026,0.111736,0.832888,0.315030,1.083434
152,-0.196293,0.710702,-0.139791,0.707487,0.058749,1.000233,-0.057350,0.741663,0.141190,1.014456,-0.126948,0.739753,0.066977,0.798823,0.024278,0.688170,0.218203,0.943274,0.070326,0.666285,0.264251,0.939358
153,-0.196633,0.862802,-0.324157,0.849998,-0.171724,1.155262,-0.353531,0.806318,-0.201098,1.150644,-0.328751,0.823599,-0.085310,0.897206,-0.543587,0.877618,-0.300146,1.163035,-0.632125,0.877236,-0.388684,1.191436
154,0.307790,0.844104,0.278857,0.872243,-0.021204,1.201738,0.449017,0.866684,0.148956,1.176406,0.408252,0.847053,0.092285,0.896309,0.258384,0.777519,-0.057584,1.072068,0.319156,0.746836,0.003189,1.090301
155,0.075057,0.926927,-0.442633,0.851227,-0.709596,1.219566,-0.314765,0.811145,-0.581729,1.184251,-0.053727,0.880328,0.074531,0.810779,0.070642,0.770711,0.198900,1.112536,0.101190,0.706421,0.229448,1.119235
156,0.079881,0.789686,0.038976,0.795426,-0.059619,1.110740,0.053248,0.825124,-0.045347,1.112276,0.121223,0.835383,0.061159,0.894321,0.223031,0.791390,0.162967,1.078616,0.296367,0.756711,0.236303,1.059289
157,-0.078433,0.779364,-0.154125,0.799469,-0.123310,1.109805,-0.182757,0.801178,-0.151942,1.115250,-0.152806,0.784827,-0.023926,0.852385,-0.134970,0.753879,-0.006090,1.031429,-0.141040,0.757695,-0.012160,1.056964
158,-0.553843,0.885088,-0.551060,0.813556,-0.032673,1.159260,-0.553406,0.825437,-0.035019,1.154781,-0.586199,0.850100,0.005209,0.885535,-0.270923,0.828040,0.320485,1.106189,-0.188620,0.765220,0.402787,1.102030
159,0.311582,0.825162,0.229814,0.805548,-0.089840,1.090384,0.243574,0.787875,-0.076080,1.094874,0.313771,0.818700,0.010759,0.896773,0.194953,0.824993,-0.108060,1.100817,0.201916,0.799610,-0.101097,1.109334
160,0.184446,0.851905,0.102040,0.793934,-0.066780,1.144608,0.054666,0.746184,-0.114155,1.107498,0.166450,0.836109,-0.034554,0.867800,0.083423,0.701781,-0.117582,1.002460,0.014001,0.689708,-0.187004,1.029730
161,-0.220228,0.729657,-0.117854,0.709207,0.151828,1.018925,-0.190224,0.720943,0.079458,1.027666,-0.158269,0.703149,0.009580,0.808822,-0.137374,0.700871,0.030475,0.987725,-0.184978,0.680234,-0.017129,0.976933
162,0.088461,1.016734,0.446025,0.971257,0.477572,1.269053,0.454513,0.993729,0.486060,1.316287,0.215275,1.016799,-0.000337,0.955242,0.103198,0.907273,-0.112415,1.257125,0.077963,0.866069,-0.137650,1.290052
163,0.176929,0.728285,0.280550,0.681353,0.100875,0.989809,0.309997,0.700053,0.130322,1.014524,0.213979,0.720428,0.039958,0.805063,0.330354,0.804143,0.156332,1.025338,0.319341,0.795697,0.145319,1.045823
164,-0.585613,0.889376,-0.882843,0.809851,-0.416616,1.214500,-0.945775,0.831981,-0.479548,1.224075,-0.771121,0.893415,-0.059092,0.862822,-0.602873,0.795962,0.109157,1.081389,-0.625073,0.768775,0.086956,1.130563
165,-0.006062,0.705634,0.079680,0.704800,0.102879,0.996827,0.043086,0.672059,0.066285,0.981550,0.015405,0.674017,0.003311,0.767699,-0.153694,0.641387,-0.165788,0.912420,-0.138557,0.641497,-0.150651,0.931968
166,0.509880,1.004711,0.082948,0.913201,-0.589939,1.325510,0.142181,0.841096,-0.530706,1.293513,0.319783,0.920411,-0.017361,0.959849,0.159022,0.822889,-0.178122,1.194662,0.106461,0.802244,-0.230684,1.244365
167,-0.012434,0.726176,-0.080841,0.732967,-0.082894,1.033838,-0.102357,0.767343,-0.104410,1.050089,0.005421,0.769389,0.033203,0.837431,0.011679,0.667157,0.039460,0.983548,0.069799,0.664950,0.097580,0.983129
168,0.463535,0.938288,0.768359,0.917978,0.424863,1.298705,0.626421,0.932102,0.282925,1.325175,0.514931,0.935977,-0.075765,0.918217,0.277378,0.857043,-0.313318,1.193781,0.168077,0.844641,-0.422620,1.221579
169,-0.842529,0.808293,-0.748025,0.833609,0.081935,1.136622,-0.775429,0.837359,0.054531,1.132514,-0.823273,0.802183,0.032683,0.870079,-0.934057,0.761555,-0.078100,1.059000,-0.899991,0.762334,-0.044034,1.084303
170,0.145963,0.857415,0.318724,0.942025,0.266586,1.169337,0.298180,0.920034,0.246043,1.164461,0.198315,0.854952,-0.047045,0.843846,0.102340,0.748363,-0.143019,1.049556,0.013166,0.701669,-0.232194,1.074587
171,0.321170,0.769787,0.424753,0.813920,0.149246,1.020377,0.444798,0.825194,0.169292,1.032151,0.393584,0.786607,0.024067,0.802570,0.210639,0.743626,-0.158878,1.034751,0.205804,0.707578,-0.163714,1.027048
172,-0.391116,0.763672,-0.220070,0.714886,0.213729,1.010067,-0.343725,0.688376,0.090075,1.016099,-0.438524,0.744244,-0.092620,0.783847,-0.484204,0.693851,-0.138300,0.954975,-0.485794,0.653288,-0.139889,0.974680
173,-0.132683,0.724005,0.006969,0.754037,0.163879,1.007555,0.018817,0.745133,0.175726,1.010418,-0.037054,0.717864,0.069955,0.788943,0.113126,0.651863,0.220135,0.928184,0.202744,0.620946,0.309753,0.951427
174,0.345723,1.057551,0.677982,1.089984,0.472289,1.513634,0.569534,1.155221,0.363842,1.529420,0.392446,1.128411,-0.101633,1.000695,-0.006234,0.946988,-0.500314,1.317577,-0.154373,0.864696,-0.648453,1.321540
175,-0.058911,0.806534,-0.038592,0.777560,0.037921,1.109653,-0.015278,0.794078,0.061235,1.100827,-0.026064,0.788090,0.014192,0.839527,-0.024645,0.704416,0.015611,0.996161,0.057181,0.699045,0.097437,1.024412
176,-0.334166,0.958025,-0.630412,0.854835,-0.397035,1.323551,-0.638862,0.841904,-0.405485,1.295521,-0.438093,0.913386,0.002819,0.884775,-0.502091,0.769141,-0.061178,1.123759,-0.548457,0.728581,-0.107544,1.152224
177,-0.699594,0.935280,-1.073447,0.856155,-0.483194,1.286114,-0.977304,0.913913,-0.387051,1.308283,-0.711878,0.973078,0.103577,0.867412,-0.500800,0.743508,0.314655,1.092734,-0.422725,0.686510,0.392730,1.111558
178,0.494102,0.814319,0.474155,0.796228,-0.034612,1.163137,0.398316,0.831501,-0.110452,1.161967,0.399292,0.838620,-0.079227,0.884650,0.423517,0.828801,-0.055002,1.077312,0.330096,0.783287,-0.148423,1.095442
179,0.032635,0.933730,-0.088419,0.896920,-0.130559,1.310373,-0.014208,0.855465,-0.056347,1.263977,0.005290,0.849096,-0.017273,0.988199,-0.052566,0.888627,-0.075129,1.234824,-0.053799,0.841967,-0.076361,1.217866
180,-0.176470,0.917038,-0.558732,0.838720,-0.517896,1.253237,-0.417102,0.859143,-0.376266,1.272755,-0.249401,0.890612,0.070763,0.923770,-0.014580,0.769537,0.305584,1.122744,0.014858,0.724733,0.335022,1.121335
181,-0.584562,0.894955,-0.300533,0.947650,0.385713,1.180357,-0.424886,0.910246,0.261359,1.191886,-0.544912,0.914387,-0.068091,0.882169,-0.665123,0.821804,-0.188302,1.152678,-0.743135,0.868056,-0.266314,1.215142
182,-0.390599,0.775861,-0.547900,0.750714,-0.233928,1.042237,-0.454485,0.734917,-0.140513,1.040481,-0.388307,0.741338,0.083456,0.806321,-0.179876,0.723006,0.291886,1.006397,-0.145639,0.673325,0.326123,1.006881
183,-0.160914,0.726730,-0.199487,0.731400,-0.023662,0.990104,-0.181906,0.743873,-0.006080,1.004852,-0.128518,0.721322,0.016599,0.816470,-0.047745,0.698121,0.097372,0.959901,0.073253,0.687792,0.218370,0.979005
184,0.348957,0.712957,0.398270,0.666116,0.079681,0.955827,0.412494,0.674670,0.093905,0.959999,0.399519,0.711009,0.018355,0.790082,0.393858,0.647062,0.012694,0.899042,0.403145,0.676436,0.021981,0.943937
185,-0.302814,0.721992,-0.063505,0.680648,0.279035,0.928775,-0.256253,0.664048,0.086287,0.926290,-0.360457,0.702533,-0.099756,0.753844,-0.343838,0.678679,-0.083136,0.932932,-0.374829,0.664965,-0.114128,0.945216
186,-0.199213,0.863423,-0.032280,0.753581,0.204474,1.148799,-0.071414,0.855577,0.165339,1.214626,-0.233787,0.892452,-0.074372,0.947511,-0.384054,0.864211,-0.224639,1.132146,-0.528630,0.896256,-0.369215,1.193230
187,-0.042582,0.798963,0.178019,0.752267,0.247257,1.049953,0.118609,0.711691,0.187847,1.036301,-0.028780,0.773171,-0.014443,0.802255,0.009742,0.634961,0.024080,0.957110,-0.008150,0.627536,0.006188,0.986713
188,-0.093432,0.710317,-0.067862,0.668506,0.020403,0.896920,-0.069584,0.714406,0.018681,0.950863,-0.100359,0.728791,-0.001445,0.814925,-0.189466,0.738996,-0.090552,0.982646,-0.307074,0.722363,-0.208160,0.984898
189,-0.179754,0.970477,0.162562,0.852658,0.461408,1.329865,0.021619,0.939475,0.320465,1.365115,-0.140078,0.951320,-0.086507,0.973913,-0.432516,0.892942,-0.378945,1.237513,-0.620383,0.904804,-0.566812,1.267912
190,-0.176195,0.854906,-0.312497,0.834845,-0.200497,1.206821,-0.285922,0.844423,-0.173923,1.214073,-0.249215,0.862154,-0.004960,0.904237,-0.535583,0.862582,-0.291328,1.148605,-0.578811,0.844427,-0.334556,1.169411
191,0.250547,0.876737,0.433572,0.815017,0.241597,1.186945,0.412640,0.780232,0.220665,1.175378,0.339155,0.789681,0.026565,0.895463,0.331624,0.763522,0.019034,1.079343,0.302420,0.774696,-0.010170,1.104735
192,-0.074223,0.922050,-0.041954,0.925147,0.075226,1.238125,-0.014038,0.955094,0.103141,1.268417,0.014648,0.947861,0.043364,1.040354,-0.319759,0.973736,-0.291043,1.280891,-0.293180,0.938601,-0.264464,1.291509
193,0.125837,0.816767,0.467540,0.715785,0.455929,1.076355,0.434931,0.740088,0.423319,1.106018,0.282473,0.802440,0.035626,0.819070,0.222901,0.739168,-0.023946,1.025992,0.249651,0.710793,0.002804,1.053470
194,-0.116986,0.793686,-0.116504,0.832199,0.005814,1.118142,-0.117145,0.820364,0.005173,1.113173,-0.145172,0.778284,-0.033835,0.813050,-0.241715,0.740399,-0.130379,0.998230,-0.232062,0.713386,-0.120725,1.025257
195,-0.065326,0.822350,-0.062345,0.739423,0.046437,1.080169,-0.039141,0.796770,0.069640,1.128985,-0.028750,0.795695,-0.009459,0.862984,0.008436,0.816652,0.027728,1.082765,-0.018255,0.808796,0.001037,1.096826
196,0.342117,0.831989,0.472015,0.748457,0.189275,1.117518,0.501357,0.780581,0.218618,1.122338,0.376986,0.790082,-0.028044,0.850352,0.320597,0.778755,-0.084432,1.058942,0.388682,0.759232,-0.016348,1.076340
197,-0.306661,0.767591,-0.151927,0.820063,0.218190,1.176155,-0.185718,0.775291,0.184399,1.115921,-0.250687,0.771740,-0.011247,0.805925,-0.355696,0.699144,-0.116257,0.991442,-0.403826,0.747472,-0.164387,1.056036
198,0.268441,0.845073,0.584410,0.801797,0.433952,1.114239,0.501195,0.801378,0.350736,1.126396,0.331517,0.823011,-0.061945,0.848901,0.411058,0.759150,0.017596,1.078327,0.412175,0.738737,0.018714,1.095059
199,0.079782,0.878233,-0.141972,0.901750,-0.311619,1.086480,-0.171769,0.803319,-0.341416,1.094745,-0.086165,0.794758,-0.070733,0.889605,-0.062250,0.803025,-0.046819,1.129833,-0.107045,0.767595,-0.091614,1.134093
200,-0.576815,0.698523,-0.586673,0.588011,-0.002065,0.900436,-0.685147,0.677496,-0.100539,0.946307,-0.642736,0.695405,-0.074141,0.753832,-0.886947,0.749016,-0.318353,0.962256,-0.891677,0.708464,-0.323083,0.967117
201,-0.066688,0.933441,0.047517,0.902273,0.119657,1.214388,-0.022911,0.880648,0.049229,1.225138,-0.108034,0.916017,-0.047124,1.004213,0.047117,0.895576,0.108027,1.244310,0.044081,0.831373,0.104991,1.210162
202,-0.104921,0.804842,-0.343365,0.791534,-0.319757,1.160344,-0.262895,0.733127,-0.239287,1.106090,-0.110649,0.751979,0.080415,0.826611,0.011371,0.697468,0.202435,1.016190,0.051539,0.648532,0.242603,1.000637
203,0.180098,0.748634,0.345401,0.716085,0.212912,1.040401,0.363552,0.721824,0.231062,1.039779,0.295309,0.747736,0.064770,0.807310,0.405874,0.684718,0.175335,0.950787,0.513149,0.671843,0.282610,0.983950
204,0.390025,0.918391,0.580023,0.784920,0.207169,1.131399,0.493812,0.746269,0.120958,1.161065,0.369337,0.824857,-0.038885,0.893441,0.573887,0.856497,0.165665,1.160285,0.504023,0.823295,0.095801,1.165107
205,-0.329852,0.951099,-0.631039,0.997901,-0.385137,1.384198,-0.545451,0.968789,-0.299549,1.380256,-0.351880,0.950415,0.066896,0.946279,-0.171998,0.797650,0.246778,1.183333,0.006419,0.754726,0.425196,1.200227
206,-0.301818,0.828089,-0.698085,0.742137,-0.545106,1.121846,-0.445062,0.797677,-0.292083,1.136014,-0.269995,0.804861,0.189493,0.821586,-0.150532,0.663642,0.308956,0.992948,-0.060581,0.580154,0.398906,0.967145
207,0.162257,0.762134,0.259750,0.724259,0.132402,1.009540,0.291047,0.680229,0.163700,0.992270,0.215344,0.677378,0.016095,0.763880,0.219493,0.614810,0.020244,0.908952,0.245684,0.601073,0.046435,0.925205
208,-0.259741,1.021164,-0.399503,0.938053,-0.193883,1.364372,-0.473397,0.906806,-0.267777,1.390125,-0.451223,0.939825,-0.134127,1.089367,-0.475499,1.033439,-0.158403,1.374357,-0.546103,0.988840,-0.229007,1.362048
209,-0.217149,0.802124,0.020318,0.781458,0.315185,1.079055,-0.073898,0.790515,0.220968,1.085221,-0.143842,0.774981,-0.009057,0.856357,-0.244141,0.726503,-0.109356,1.041059,-0.300801,0.709171,-0.166016,1.049187
210,-0.208834,0.864365,-0.476490,1.003276,-0.411610,1.146139,-0.337477,0.971739,-0.272598,1.129084,-0.238296,0.923095,0.123047,0.801105,0.237823,0.813791,0.599166,1.129839,0.293180,0.757177,0.654523,1.134072
211,0.190190,0.910401,0.461745,0.817014,0.360971,1.230427,0.492425,0.857033,0.391650,1.261135,0.344490,0.873435,0.059569,0.913655,0.276182,0.827526,-0.008739,1.176705,0.262291,0.790005,-0.022630,1.166935
212,-0.015178,0.769115,0.046794,0.725819,0.090197,1.062556,0.080699,0.756096,0.124101,1.097040,0.044681,0.761482,0.029957,0.878571,0.093742,0.792040,0.079018,1.050432,0.183771,0.771730,0.169047,1.064533
213,0.636771,0.729769,0.776967,0.613293,0.150367,0.992986,0.703296,0.666849,0.076696,1.026010,0.554865,0.741809,-0.092711,0.768710,0.324616,0.696628,-0.322960,0.939552,0.155024,0.684193,-0.492552,0.948889
214,0.040481,1.346004,-0.564597,1.404360,-0.840605,1.986346,-0.362017,1.279643,-0.638025,1.850549,-0.037122,1.304363,0.171927,1.058378,0.213946,0.945515,0.422995,1.532114,0.282120,0.812305,0.491169,1.563117
215,0.232886,0.760374,0.061855,0.771535,-0.217619,1.080790,0.166233,0.779223,-0.113240,1.086664,0.236301,0.761556,0.052811,0.803506,0.264747,0.745124,0.081257,1.010746,0.319038,0.771807,0.135549,1.045212
216,0.230689,0.817762,0.135822,0.782142,-0.147237,1.103736,0.087272,0.775356,-0.195787,1.087979,0.157817,0.787823,-0.017391,0.833983,0.270551,0.692375,0.095343,0.986702,0.259397,0.661934,0.084189,0.997232
217,-0.181499,0.781732,-0.027932,0.814841,0.176099,1.072032,-0.125296,0.803429,0.078736,1.070473,-0.203874,0.762960,-0.046239,0.839468,-0.093689,0.750403,0.063946,1.051709,-0.087326,0.740640,0.070310,1.063066
218,-0.344217,0.835371,-0.542374,0.849808,-0.306646,1.171904,-0.597981,0.791744,-0.362253,1.118904,-0.519749,0.805831,-0.060607,0.826561,-0.504538,0.779047,-0.045396,1.083568,-0.619221,0.745897,-0.160079,1.085391
219,-0.441901,0.926143,-0.610922,0.855474,-0.213563,1.292959,-0.716856,0.830489,-0.319497,1.287300,-0.572778,0.891372,-0.083707,0.977030,-0.644614,0.859812,-0.155542,1.200361,-0.544820,0.802058,-0.055749,1.179981
220,-0.145861,1.011228,0.153077,1.091222,0.439347,1.334126,0.001808,1.111553,0.288078,1.313225,-0.149176,1.074154,-0.152070,0.976762,-0.436290,0.894871,-0.439184,1.275663,-0.631540,0.825359,-0.634434,1.289214
221,0.065343,0.844332,0.151552,0.836285,0.168075,1.152011,0.125093,0.876514,0.141615,1.167610,0.133360,0.839722,-0.018707,0.890403,-0.035789,0.903152,-0.187856,1.180376,-0.151703,0.960259,-0.303770,1.250390
222,0.205701,0.817068,0.293439,0.794129,0.163083,1.083122,0.364649,0.829787,0.234293,1.113862,0.339511,0.813365,0.053998,0.834062,0.273842,0.733968,-0.011671,0.972701,0.341951,0.714179,0.056437,1.018356
223,0.248284,0.884195,-0.125293,0.783177,-0.500726,1.164356,-0.021446,0.813565,-0.396879,1.164363,0.169132,0.855672,0.055564,0.818814,0.052169,0.718901,-0.061399,1.039369,0.059733,0.691594,-0.053835,1.072798
224,0.195365,0.787984,0.269679,0.854930,0.101561,1.179845,0.254748,0.845957,0.086631,1.136850,0.212786,0.795802,-0.011445,0.885047,0.452389,0.760532,0.228159,1.080945,0.599542,0.747446,0.375311,1.080779
225,-0.003169,0.793139,0.148548,0.749634,0.217032,1.084781,0.200828,0.813863,0.269312,1.116345,0.118425,0.807939,0.052396,0.833799,0.152329,0.795566,0.086300,1.060945,0.071237,0.776911,0.005208,1.070073
226,-0.357452,0.794326,-0.467714,0.835409,-0.187913,1.088275,-0.319180,0.846470,-0.039380,1.076818,-0.323723,0.833346,0.115992,0.845972,-0.163916,0.860830,0.275799,1.120476,-0.039152,0.867129,0.400563,1.137352
227,0.125611,0.806088,0.000192,0.771821,-0.151619,1.037268,0.013221,0.712730,-0.138589,1.025074,0.073179,0.751158,-0.024664,0.869078,0.206814,0.713809,0.108971,1.033854,0.184555,0.661804,0.086711,1.017278
228,0.372898,0.812000,0.100008,0.841528,-0.362237,1.160712,0.225911,0.802157,-0.236333,1.121845,0.327639,0.802092,0.049404,0.872782,0.516246,0.744912,0.238011,1.076555,0.504120,0.735162,0.225885,1.078960
229,0.070135,0.815351,0.248277,0.741352,0.195628,1.081696,0.169301,0.743853,0.116653,1.095169,0.060972,0.780609,-0.027684,0.843027,0.236430,0.762911,0.147774,1.036793,0.124082,0.756270,0.035426,1.070149
230,-0.571648,0.741178,-0.735697,0.756752,-0.225451,1.001999,-0.669189,0.752469,-0.158942,1.030326,-0.598918,0.726949,0.037768,0.810570,-0.593855,0.634030,0.042830,0.948107,-0.649295,0.663542,-0.012610,0.974313
231,0.036058,0.707533,-0.014876,0.692687,-0.080630,0.930075,0.041522,0.723555,-0.024232,0.960270,0.009837,0.714207,0.005237,0.783468,0.042674,0.662315,0.038074,0.928392,0.027067,0.650932,0.022467,0.927699
