dimension,ori_mean,ori_std,mod_mean_Human_Plagiarism_(Base),mod_std_Human_Plagiarism_(Base),shift_mean_Human_Plagiarism_(Base),shift_std_Human_Plagiarism_(Base),mod_mean_Human_Plagiarism_+_DSP,mod_std_Human_Plagiarism_+_DSP,shift_mean_Human_Plagiarism_+_DSP,shift_std_Human_Plagiarism_+_DSP,mod_mean_Original_+_DSP,mod_std_Original_+_DSP,shift_mean_Original_+_DSP,shift_std_Original_+_DSP,mod_mean_AI_Generation_(Base),mod_std_AI_Generation_(Base),shift_mean_AI_Generation_(Base),shift_std_AI_Generation_(Base),mod_mean_AI_+_DSP,mod_std_AI_+_DSP,shift_mean_AI_+_DSP,shift_std_AI_+_DSP
478,0.552027,0.899260,0.785287,0.865032,0.289954,1.278592,0.691386,0.870245,0.196054,1.276922,0.559890,0.891472,-0.052096,0.879525,0.615610,0.853915,0.003625,1.147427,0.534001,0.847082,-0.077984,1.193868
479,0.280789,0.811350,0.424350,0.733231,0.179975,1.110626,0.342508,0.764069,0.098133,1.130719,0.287629,0.755809,-0.031693,0.803813,0.156545,0.701720,-0.162778,0.983399,0.130700,0.675295,-0.188622,0.998746
480,0.198739,0.786293,0.295449,0.707887,0.112034,1.036662,0.210857,0.739091,0.027442,1.056579,0.153852,0.780636,-0.061129,0.863786,-0.011860,0.766650,-0.226841,1.021892,-0.144050,0.787381,-0.359031,1.066176
481,-0.173891,0.738280,-0.064901,0.794679,0.145483,1.039501,-0.239688,0.782496,-0.029304,1.042683,-0.265604,0.748539,-0.130373,0.822744,-0.489725,0.740707,-0.354494,0.978951,-0.557344,0.730936,-0.422113,1.001236
482,-0.856836,1.082406,-1.376152,1.018982,-0.676718,1.474020,-1.220915,1.005064,-0.521481,1.444269,-0.924105,1.037204,0.099466,0.988209,-0.656234,0.869106,0.367337,1.273972,-0.590883,0.801744,0.432688,1.283258
483,-0.535740,1.002076,-0.485658,0.958672,0.022551,1.309201,-0.651565,0.998530,-0.143356,1.357864,-0.681774,0.990846,-0.116856,1.030636,-0.410687,1.075074,0.154231,1.373022,-0.518353,0.951364,0.046565,1.327216
484,0.159106,0.942174,0.418747,1.050983,0.364686,1.326928,0.360245,1.001403,0.306184,1.290871,0.221422,0.929484,-0.048970,0.914806,-0.118616,0.837489,-0.389008,1.207241,-0.171222,0.781647,-0.441615,1.210598
485,-0.733628,0.827193,-0.882932,0.864139,-0.232395,1.195267,-0.834851,0.844620,-0.184314,1.176545,-0.775329,0.828148,0.046396,0.834153,-0.770578,0.719095,0.051147,1.053132,-0.747992,0.733232,0.073733,1.089562
486,-0.310730,0.816405,-0.299979,0.947223,0.006136,1.213276,-0.444065,0.846088,-0.137949,1.127314,-0.381608,0.806318,-0.065956,0.852715,-0.149249,0.834569,0.166402,1.116387,-0.130842,0.831220,0.184810,1.158783
487,-0.151200,0.800941,-0.180557,0.778197,-0.049543,1.122123,-0.240635,0.843368,-0.109622,1.148296,-0.279937,0.871606,-0.107369,0.990553,-0.333886,0.930463,-0.161319,1.186362,-0.513260,0.898095,-0.340693,1.174670
488,-0.051544,0.688707,-0.068737,0.825065,-0.043357,1.044772,-0.051869,0.804407,-0.026488,1.013377,-0.048892,0.739809,0.030376,0.761862,0.091866,0.688441,0.171134,0.968317,0.210824,0.670666,0.290091,0.960883
489,-0.195256,0.968318,0.033048,1.095232,0.333738,1.361214,-0.042982,1.007955,0.257708,1.303315,-0.143711,0.964335,-0.060139,0.920684,-0.392945,0.840577,-0.309373,1.195345,-0.463731,0.819419,-0.380158,1.240619
490,-0.055034,0.875652,-0.015297,0.794344,0.078184,1.125138,0.027439,0.785234,0.120920,1.116841,0.020332,0.809873,0.034635,0.885093,-0.231610,0.785634,-0.217306,1.063936,-0.218355,0.766389,-0.204052,1.103772
491,0.529050,0.810256,0.463550,0.773345,-0.094150,1.096716,0.520053,0.765258,-0.037647,1.097638,0.543272,0.767210,0.044537,0.831140,0.647309,0.731733,0.148573,1.025401,0.711105,0.712741,0.212369,1.030781
492,-0.093473,0.959346,-0.268145,1.079346,-0.220925,1.366897,-0.290471,0.997011,-0.243251,1.323052,-0.168018,0.946480,-0.025549,0.952284,0.005177,0.910985,0.147645,1.277744,0.062172,0.880939,0.204641,1.306752
493,-0.175218,0.815471,-0.084809,0.970128,0.139609,1.275907,0.030278,0.904059,0.254697,1.221881,-0.063537,0.840734,0.059560,0.840084,-0.111430,0.730758,0.011666,1.072494,-0.141791,0.690037,-0.018695,1.081384
494,0.220954,0.825366,0.336849,0.881375,0.112841,1.137448,0.359517,0.797188,0.135509,1.098109,0.251641,0.792010,0.033936,0.830103,0.358494,0.713863,0.140789,1.021177,0.475772,0.710131,0.258067,1.058434
495,-0.074204,0.951297,-0.483005,0.825414,-0.541798,1.283420,-0.442301,0.853254,-0.501094,1.307723,-0.262531,0.918896,-0.047428,0.953883,-0.001309,0.899461,0.213793,1.216950,0.107091,0.860213,0.322194,1.238010
496,-0.238062,0.877476,-0.496107,0.799668,-0.346636,1.183202,-0.509398,0.832102,-0.359927,1.215025,-0.352968,0.861237,-0.021054,0.939415,-0.190225,0.892344,0.141689,1.188596,-0.231214,0.837304,0.100700,1.182440
497,-0.293613,0.781604,-0.388679,0.839416,-0.147919,1.103707,-0.248392,0.860085,-0.007632,1.127820,-0.191931,0.838930,0.157699,0.907298,0.131436,0.759788,0.481066,1.054218,0.248669,0.722041,0.598299,1.044613
498,0.271077,0.914690,0.169821,0.905881,-0.149459,1.277759,0.191024,0.849193,-0.128255,1.257800,0.298468,0.849793,0.078458,0.883079,0.378365,0.768560,0.158356,1.137425,0.481582,0.742843,0.261573,1.133724
499,-0.267831,0.801220,-0.389713,0.820956,-0.160394,1.121707,-0.416757,0.804066,-0.187438,1.128847,-0.310862,0.801295,-0.002215,0.877601,-0.118734,0.757512,0.189912,1.056399,-0.181322,0.731557,0.127325,1.057253
500,-0.288000,0.749819,-0.337076,0.742781,-0.048350,0.992771,-0.330257,0.728967,-0.041531,1.008196,-0.299555,0.733613,-0.012332,0.807813,-0.384382,0.671581,-0.097159,0.979103,-0.336062,0.688100,-0.048838,1.002195
501,-0.212413,0.706058,-0.219242,0.622801,0.000896,0.913283,-0.332797,0.706358,-0.112659,0.975894,-0.311796,0.716580,-0.107568,0.790053,-0.140679,0.712650,0.063549,0.943812,-0.139433,0.707149,0.064795,0.971775
502,-0.171478,0.793916,-0.108716,0.760118,0.089569,1.086730,-0.165909,0.770971,0.032376,1.105822,-0.242183,0.793045,-0.099102,0.897103,-0.401143,0.766303,-0.258062,1.044841,-0.540687,0.758805,-0.397606,1.052046
503,0.129430,1.082368,0.427821,1.232194,0.467290,1.470700,0.495692,1.178835,0.535161,1.425097,0.353896,1.102096,0.045546,0.924292,0.029590,0.888929,-0.278760,1.297886,-0.026083,0.807610,-0.334433,1.330943
504,0.151554,0.805050,-0.025299,0.769674,-0.226353,1.094098,0.162373,0.779082,-0.038682,1.073337,0.211919,0.784588,0.112804,0.897866,0.044669,0.768056,-0.054446,1.095707,0.029550,0.745707,-0.069565,1.082398
505,0.110240,0.943744,-0.078003,0.826121,-0.208923,1.162191,-0.052254,0.848706,-0.183175,1.188072,0.068744,0.879896,-0.019589,0.903462,-0.251124,0.856610,-0.339457,1.123134,-0.251828,0.844711,-0.340161,1.190097
506,-0.036418,0.838171,-0.245411,0.874706,-0.329859,1.075259,-0.117724,0.839722,-0.202172,1.070149,-0.083478,0.832586,0.080987,0.827298,0.045318,0.861089,0.209783,1.116909,0.082657,0.829899,0.247122,1.116619
507,0.406991,0.810645,0.539699,0.871289,0.191043,1.127303,0.521649,0.888786,0.172992,1.136194,0.445026,0.850374,-0.023765,0.841362,0.220525,0.755051,-0.248267,1.046239,0.084124,0.740746,-0.384668,1.073815
508,0.486973,0.820941,0.637020,0.800946,0.176997,1.105385,0.495588,0.853992,0.035564,1.172612,0.391875,0.808978,-0.123654,0.830492,0.337216,0.760055,-0.178312,1.015974,0.226502,0.746684,-0.289027,1.045486
509,-0.458628,0.828141,-0.462544,0.824196,0.016395,1.156274,-0.509939,0.770690,-0.031001,1.107917,-0.487856,0.795650,-0.050769,0.881962,-0.501913,0.767044,-0.064826,1.058004,-0.543120,0.763904,-0.106033,1.089689
510,0.627779,0.981144,1.047191,0.760551,0.545833,1.280596,1.037111,0.773747,0.535753,1.260260,0.812975,0.937887,0.051336,0.897859,1.062886,0.869452,0.301248,1.211939,1.108324,0.859527,0.346686,1.251999
511,-0.043635,0.809554,0.142996,0.781778,0.246118,1.122257,0.161263,0.798959,0.264385,1.153661,0.061331,0.794359,0.041943,0.868879,0.073834,0.728836,0.054446,1.019822,0.150771,0.741307,0.131383,1.064312
