category,rank,dimension,mean_delta,std_delta
pitch_up_small,18,995,1.647272,1.272962
pitch_up_small,19,211,1.621805,1.486634
pitch_up_small,20,673,1.616312,1.492570
pitch_up_small,21,1006,1.596046,1.386217
pitch_up_small,22,822,1.595429,1.387564
pitch_up_small,23,400,1.579669,1.307090
pitch_up_small,24,640,1.556889,1.385427
pitch_up_small,25,612,1.556599,1.300703
pitch_up_small,26,1001,1.553364,1.305887
pitch_up_small,27,158,1.539810,1.184150
pitch_up_small,28,262,1.539311,1.166121
pitch_up_small,29,184,1.533073,1.166081
pitch_up_small,30,345,1.525353,1.167221
tempo_down_large,1,475,2.624569,1.428557
tempo_down_large,2,63,2.531534,1.602754
tempo_down_large,3,861,2.395694,1.662524
tempo_down_large,4,297,2.391145,1.446837
tempo_down_large,5,29,2.362857,1.451100
tempo_down_large,6,964,2.352736,1.570125
tempo_down_large,7,323,2.327525,1.531438
tempo_down_large,8,629,2.306840,1.651717
tempo_down_large,9,85,2.285158,1.489052
tempo_down_large,10,826,2.206118,1.326167
tempo_down_large,11,331,2.202064,1.247553
tempo_down_large,12,816,2.191799,1.487145
tempo_down_large,13,794,2.172450,1.580827
tempo_down_large,14,443,2.155992,1.259809
tempo_down_large,15,798,2.142915,1.608335
tempo_down_large,16,252,2.134457,1.550240
tempo_down_large,17,93,2.100083,1.267593
tempo_down_large,18,966,2.097724,1.348319
tempo_down_large,19,70,2.097681,1.603749
tempo_down_large,20,565,2.096974,0.989872
tempo_down_large,21,45,2.058033,1.529784
tempo_down_large,22,227,2.057838,1.172761
tempo_down_large,23,364,2.052311,1.316945
tempo_down_large,24,417,2.041882,1.118493
tempo_down_large,25,523,2.035734,1.428231
tempo_down_large,26,1006,2.017905,1.249757
tempo_down_large,27,177,2.008852,1.489169
tempo_down_large,28,100,1.989177,1.339928
tempo_down_large,29,147,1.988738,1.631994
tempo_down_large,30,999,1.983738,1.381353
tempo_up_large,1,880,2.057154,1.656639
tempo_up_large,2,629,1.987863,1.730851
tempo_up_large,3,70,1.881703,1.583097
tempo_up_large,4,963,1.880694,1.488587
tempo_up_large,5,4,1.850616,1.596798
tempo_up_large,6,757,1.839435,1.448258
tempo_up_large,7,45,1.782849,1.381794
tempo_up_large,8,941,1.753983,1.441799
tempo_up_large,9,419,1.712315,1.392093
tempo_up_large,10,995,1.689175,1.345083
tempo_up_large,11,427,1.687908,1.352434
tempo_up_large,12,47,1.684342,1.405993
tempo_up_large,13,698,1.666675,1.475250
tempo_up_large,14,611,1.657650,1.238085
tempo_up_large,15,612,1.655398,1.436756
tempo_up_large,16,211,1.649046,1.479919
tempo_up_large,17,834,1.645311,1.467449
tempo_up_large,18,749,1.626479,1.233818
tempo_up_large,19,861,1.624042,1.487230
tempo_up_large,20,673,1.589715,1.509464
tempo_up_large,21,1006,1.585337,1.348264
tempo_up_large,22,640,1.581141,1.351737
tempo_up_large,23,400,1.575246,1.355745
tempo_up_large,24,443,1.565666,1.169661
tempo_up_large,25,145,1.561155,1.424219
tempo_up_large,26,1001,1.559791,1.295537
tempo_up_large,27,999,1.549772,1.190692
tempo_up_large,28,355,1.549418,1.228676
tempo_up_large,29,951,1.542544,1.318404
tempo_up_large,30,822,1.537336,1.308307
