category,rank,dimension,mean_delta,std_delta
tempo095,19,698,1.589036,1.222902
tempo095,20,347,1.573712,1.248260
tempo095,21,995,1.561170,1.165551
tempo095,22,951,1.560917,1.207781
tempo095,23,47,1.549500,1.240973
tempo095,24,994,1.547391,1.268644
tempo095,25,640,1.546722,1.178341
tempo095,26,501,1.536976,1.186843
tempo095,27,624,1.535443,1.250441
tempo095,28,140,1.498616,1.266282
tempo095,29,419,1.494958,1.164586
tempo095,30,657,1.494619,1.188527
tempo105,1,629,2.113085,1.656100
tempo105,2,880,1.883273,1.566034
tempo105,3,400,1.869718,1.559487
tempo105,4,757,1.840297,1.440783
tempo105,5,4,1.813354,1.462854
tempo105,6,70,1.785526,1.479534
tempo105,7,698,1.776120,1.412755
tempo105,8,941,1.738276,1.422512
tempo105,9,963,1.728562,1.408900
tempo105,10,551,1.710605,1.362773
tempo105,11,1001,1.709377,1.385140
tempo105,12,611,1.626970,1.283201
tempo105,13,355,1.625527,1.296509
tempo105,14,45,1.606375,1.326752
tempo105,15,290,1.582017,1.287536
tempo105,16,427,1.578374,1.277494
tempo105,17,612,1.574385,1.256419
tempo105,18,834,1.552108,1.352287
tempo105,19,140,1.538134,1.315676
tempo105,20,57,1.510757,1.238655
tempo105,21,994,1.507643,1.246128
tempo105,22,995,1.499132,1.183984
tempo105,23,66,1.497254,1.199447
tempo105,24,145,1.496030,1.241590
tempo105,25,501,1.490970,1.184777
tempo105,26,387,1.485827,1.162139
tempo105,27,640,1.485029,1.155205
tempo105,28,375,1.482259,1.199561
tempo105,29,402,1.482159,1.217487
tempo105,30,47,1.480583,1.182219
tempo110,1,629,2.089171,1.661740
tempo110,2,880,1.925006,1.537605
tempo110,3,400,1.878821,1.595891
tempo110,4,757,1.849587,1.438597
tempo110,5,4,1.829542,1.448826
tempo110,6,70,1.820719,1.458247
tempo110,7,963,1.784514,1.454455
tempo110,8,941,1.782243,1.484747
tempo110,9,551,1.761199,1.372106
tempo110,10,698,1.761083,1.432575
tempo110,11,355,1.676682,1.325141
tempo110,12,611,1.647677,1.272915
tempo110,13,1001,1.644802,1.368489
tempo110,14,45,1.609187,1.311446
tempo110,15,427,1.602094,1.269430
tempo110,16,834,1.597728,1.364297
tempo110,17,995,1.579433,1.225891
tempo110,18,612,1.578933,1.275912
tempo110,19,290,1.577038,1.274001
tempo110,20,140,1.564665,1.344441
tempo110,21,57,1.539241,1.255469
tempo110,22,994,1.532520,1.241098
tempo110,23,375,1.530298,1.222922
tempo110,24,419,1.525181,1.202113
tempo110,25,387,1.518332,1.219096
tempo110,26,640,1.512003,1.170786
tempo110,27,562,1.510973,1.153194
tempo110,28,501,1.505935,1.230114
tempo110,29,66,1.505061,1.186452
tempo110,30,402,1.498629,1.230384
