category,rank,dimension,mean_delta,std_delta
pitchU4_tempo110,2,208,0.903379,0.788697
pitchU4_tempo110,3,342,0.891878,0.789791
pitchU4_tempo110,4,469,0.876056,0.797807
pitchU4_tempo110,5,288,0.866362,0.757268
pitchU4_tempo110,6,189,0.847752,0.700844
pitchU4_tempo110,7,482,0.842561,0.751071
pitchU4_tempo110,8,220,0.839194,0.729145
pitchU4_tempo110,9,137,0.838366,0.695214
pitchU4_tempo110,10,394,0.835914,0.677386
pitchU4_tempo110,11,483,0.834278,0.724910
pitchU4_tempo110,12,291,0.829976,0.722497
pitchU4_tempo110,13,8,0.824492,0.723391
pitchU4_tempo110,14,205,0.824365,0.728673
pitchU4_tempo110,15,324,0.822628,0.688578
pitchU4_tempo110,16,76,0.822119,0.696376
pitchU4_tempo110,17,409,0.821717,0.717090
pitchU4_tempo110,18,186,0.821693,0.698736
pitchU4_tempo110,19,242,0.821391,0.707518
pitchU4_tempo110,20,192,0.821366,0.740233
pitchU4_tempo110,21,2,0.820934,0.679704
pitchU4_tempo110,22,174,0.814524,0.734074
pitchU4_tempo110,23,99,0.810833,0.683032
pitchU4_tempo110,24,104,0.808785,0.734877
pitchU4_tempo110,25,85,0.807995,0.717828
pitchU4_tempo110,26,258,0.807801,0.723852
pitchU4_tempo110,27,201,0.807283,0.709205
pitchU4_tempo110,28,139,0.807253,0.700579
pitchU4_tempo110,29,116,0.805443,0.706035
pitchU4_tempo110,30,132,0.804553,0.681874
tempo090,1,208,0.788550,0.762850
tempo090,2,483,0.737373,0.699918
tempo090,3,214,0.724835,0.686056
tempo090,4,288,0.716030,0.638734
tempo090,5,487,0.708902,0.680652
tempo090,6,8,0.704415,0.657676
tempo090,7,342,0.699447,0.667779
tempo090,8,324,0.699365,0.630753
tempo090,9,283,0.695630,0.648403
tempo090,10,2,0.694190,0.628731
tempo090,11,116,0.691124,0.654692
tempo090,12,138,0.690844,0.687581
tempo090,13,192,0.690515,0.691165
tempo090,14,482,0.689979,0.661650
tempo090,15,137,0.687688,0.638610
tempo090,16,34,0.686799,0.661927
tempo090,17,179,0.686575,0.633894
tempo090,18,339,0.683994,0.627676
tempo090,19,220,0.682138,0.653196
tempo090,20,387,0.681220,0.698042
tempo090,21,469,0.681160,0.686856
tempo090,22,258,0.680068,0.647891
tempo090,23,201,0.678047,0.663675
tempo090,24,76,0.677416,0.638976
tempo090,25,107,0.677182,0.616509
tempo090,26,291,0.676728,0.651490
tempo090,27,242,0.676451,0.641395
tempo090,28,99,0.675980,0.622733
tempo090,29,287,0.670961,0.630896
tempo090,30,205,0.669320,0.629391
tempo095,1,208,0.760470,0.738743
tempo095,2,192,0.719990,0.693284
tempo095,3,483,0.715184,0.676432
tempo095,4,487,0.713306,0.680174
tempo095,5,288,0.708029,0.665429
tempo095,6,324,0.703201,0.630785
tempo095,7,137,0.701060,0.646755
tempo095,8,8,0.698730,0.665647
tempo095,9,76,0.692360,0.637310
tempo095,10,214,0.689521,0.668232
tempo095,11,387,0.689169,0.682349
tempo095,12,258,0.688778,0.645133
tempo095,13,342,0.688388,0.661286
tempo095,14,219,0.687758,0.619116
tempo095,15,2,0.685203,0.632476
tempo095,16,287,0.684865,0.634292
tempo095,17,353,0.683682,0.617954
tempo095,18,245,0.681701,0.636741
tempo095,19,482,0.681410,0.650055
tempo095,20,318,0.681058,0.611891
tempo095,21,138,0.678932,0.683126
tempo095,22,283,0.678775,0.661127
tempo095,23,469,0.674635,0.664503
tempo095,24,179,0.673697,0.623221
tempo095,25,242,0.673508,0.647072
tempo095,26,189,0.672102,0.631660
tempo095,27,116,0.669465,0.622332
tempo095,28,201,0.668657,0.637900
tempo095,29,166,0.668031,0.637137
tempo095,30,143,0.667486,0.587328
tempo105,1,208,0.786625,0.765980
tempo105,2,487,0.747341,0.707187
tempo105,3,192,0.724332,0.698998
tempo105,4,342,0.717323,0.678199
tempo105,5,288,0.707664,0.648188
tempo105,6,483,0.705207,0.683162
tempo105,7,283,0.698517,0.652091
tempo105,8,219,0.696552,0.656776
tempo105,9,387,0.694705,0.692677
tempo105,10,287,0.694050,0.671276
tempo105,11,189,0.693942,0.667291
tempo105,12,8,0.691856,0.644948
tempo105,13,179,0.689286,0.650272
tempo105,14,214,0.687950,0.640395
tempo105,15,495,0.685753,0.659636
tempo105,16,324,0.684418,0.605974
tempo105,17,107,0.684101,0.639386
tempo105,18,2,0.683835,0.621660
tempo105,19,35,0.683679,0.686429
tempo105,20,258,0.683036,0.652195
tempo105,21,137,0.678551,0.648570
tempo105,22,242,0.677797,0.665070
tempo105,23,245,0.677455,0.618093
tempo105,24,291,0.676004,0.656914
tempo105,25,469,0.674612,0.667325
tempo105,26,353,0.673914,0.589040
tempo105,27,343,0.673901,0.609522
tempo105,28,143,0.672805,0.591936
tempo105,29,138,0.672259,0.655996
tempo105,30,425,0.670718,0.632232
tempo110,1,208,0.786315,0.738764
tempo110,2,192,0.741154,0.713335
tempo110,3,483,0.733499,0.681074
tempo110,4,487,0.732166,0.667346
tempo110,5,324,0.729334,0.676865
tempo110,6,137,0.725925,0.672036
tempo110,7,258,0.724137,0.669580
tempo110,8,342,0.720823,0.675224
tempo110,9,387,0.718538,0.684074
tempo110,10,214,0.718457,0.686532
tempo110,11,179,0.709779,0.650306
tempo110,12,219,0.708793,0.650654
tempo110,13,288,0.707745,0.660030
tempo110,14,8,0.707446,0.665408
tempo110,15,220,0.705422,0.640170
tempo110,16,189,0.701580,0.642067
tempo110,17,174,0.699563,0.654801
tempo110,18,143,0.698551,0.632516
tempo110,19,76,0.698247,0.635772
tempo110,20,99,0.698049,0.658434
tempo110,21,245,0.696706,0.655087
tempo110,22,104,0.694135,0.644319
tempo110,23,201,0.691759,0.665792
tempo110,24,482,0.690442,0.665531
tempo110,25,138,0.688620,0.697058
tempo110,26,291,0.688311,0.661454
tempo110,27,495,0.687411,0.630052
tempo110,28,287,0.686951,0.633619
tempo110,29,469,0.685356,0.671207
tempo110,30,496,0.685176,0.640883
