model,metric,label,n_queries,top1_accuracy,mean_rank,mrr,rank_1_count,rank_1_rate,rank_2_count,rank_2_rate,rank_3_count,rank_3_rate,rank_4_count,rank_4_rate
CLEWS,manhattan_distance,Overall,78984,0.3816,2.2512,0.5961,30144,0.3816,9083,0.115,29527,0.3738,10230,0.1295
