label,n_queries,top1_accuracy,mean_rank,mrr,rank_1_count,rank_1_rate,rank_2_count,rank_2_rate,rank_3_count,rank_3_rate,rank_4_count,rank_4_rate
bass,8622,0.4881,1.8275,0.6939,4208,0.4881,1953,0.2265,2201,0.2553,260,0.0302
drums,8621,0.187,2.5427,0.4818,1612,0.187,1748,0.2028,4231,0.4908,1030,0.1195
other,8620,0.5544,1.7535,0.7282,4779,0.5544,1425,0.1653,2178,0.2527,238,0.0276
