label,n_queries,top1_accuracy,mean_rank,mrr,rank_1_count,rank_1_rate,rank_2_count,rank_2_rate,rank_3_count,rank_3_rate,rank_4_count,rank_4_rate
bass,8622,0.5341,1.757,0.721,4605,0.5341,1759,0.204,2006,0.2327,252,0.0292
drums,8621,0.2264,2.4533,0.5099,1952,0.2264,1842,0.2137,3794,0.4401,1033,0.1198
other,8620,0.5599,1.7314,0.7337,4826,0.5599,1523,0.1767,2031,0.2356,240,0.0278
