feature,importance_mean,importance_std,family
clews_topdim_175,0.0004232123355112138,0.00019917207430074338,CLEWS Raw Top-K Dims
clews_topdim_369,0.000418173621339335,0.0002676346637098813,CLEWS Raw Top-K Dims
clews_topdim_409,0.00041478415957063586,0.00016284296043887024,CLEWS Raw Top-K Dims
clews_topdim_16,0.00041141656052681166,0.00015348566563805246,CLEWS Raw Top-K Dims
clews_topdim_403,0.0004093380587484541,0.0007093195498723234,CLEWS Raw Top-K Dims
clews_topdim_532,0.00040804510921030877,0.00014642727483756392,CLEWS Raw Top-K Dims
clews_topdim_66,0.00038770034285025013,0.00030027577121397926,CLEWS Raw Top-K Dims
clews_topdim_205,0.0003826251874675668,0.00019668501710242136,CLEWS Raw Top-K Dims
clews_topdim_775,0.00038103313221915514,0.0002803338334912702,CLEWS Raw Top-K Dims
clews_topdim_130,0.00037940075353992686,0.000336789668430037,CLEWS Raw Top-K Dims
clews_topdim_703,0.00037771464280882404,0.00014588807663589348,CLEWS Raw Top-K Dims
clews_topdim_555,0.0003775693286960591,4.806783861113732e-05,CLEWS Raw Top-K Dims
clews_topdim_965,0.00037235153560324365,0.00026051274253062197,CLEWS Raw Top-K Dims
clews_topdim_618,0.0003707211385242104,0.00021597784215121214,CLEWS Raw Top-K Dims
clews_topdim_566,0.0003692761783680165,0.0005022000909841821,CLEWS Raw Top-K Dims
clews_topdim_284,0.00036907412017102016,0.00010109243547020676,CLEWS Raw Top-K Dims
clews_topdim_47,0.00036732774476866403,0.0002767358090898248,CLEWS Raw Top-K Dims
clews_topdim_997,0.0003666553939611683,0.000977422157906937,CLEWS Raw Top-K Dims
clews_topdim_217,0.00035763791199685537,0.0003969764230127302,CLEWS Raw Top-K Dims
clews_topdim_48,0.000353800131960047,0.00030765853838185195,CLEWS Raw Top-K Dims
clews_topdim_592,0.00035222652499047327,0.0001572258995474331,CLEWS Raw Top-K Dims
clews_topdim_268,0.0003335291973830534,0.00032737665077378067,CLEWS Raw Top-K Dims
clews_topdim_909,0.0003305463307909706,0.00047857320377848995,CLEWS Raw Top-K Dims
clews_topdim_232,0.0003234197686109441,0.0004720393781087192,CLEWS Raw Top-K Dims
clews_topdim_784,0.00032179579756224096,0.00011159598480936123,CLEWS Raw Top-K Dims
clews_topdim_143,0.00032008734067221487,0.000296221574319995,CLEWS Raw Top-K Dims
clews_topdim_565,0.00031999596160188216,0.00032819720232829384,CLEWS Raw Top-K Dims
clews_topdim_1020,0.0003199775074392397,0.000573506311990397,CLEWS Raw Top-K Dims
clews_topdim_984,0.0003162346697877849,0.00045132047136830697,CLEWS Raw Top-K Dims
clews_topdim_433,0.00031492351559916367,0.0002912498791389104,CLEWS Raw Top-K Dims
clews_topdim_404,0.00031327326832737424,0.00035516503077274547,CLEWS Raw Top-K Dims
