pair_id,time,final_mod_type,filename_mod,filename_ori,euclidean_distance,cosine_distance,neighborhood_confidence,relative_distance
1,73,SMP_plag,pair_1_comp_86s.wav,pair_1_ori_73s.wav,1.5601272583007812,1.2169981002807615,0.00046603751602003474,1.4981793395517193
1,73,SMP_plag,pair_1_comp_101s.wav,pair_1_ori_73s.wav,1.487607479095459,1.1064876317977903,0.01555400209716884,1.362135987760806
1,73,SMP_plag,pair_1_comp_204s.wav,pair_1_ori_73s.wav,1.5244523286819458,1.1619770526885986,0.002854479785622699,1.4304459579432736
1,73,SMP_plag,pair_1_comp_219s.wav,pair_1_ori_73s.wav,1.4449920654296875,1.0440009832382202,0.05726435978096234,1.2852121159419594
1,81,SMP_plag,pair_1_comp_86s.wav,pair_1_ori_81s.wav,1.4815571308135986,1.0975055694580078,0.019107538156821646,1.3510786654684184
1,81,SMP_plag,pair_1_comp_101s.wav,pair_1_ori_81s.wav,1.4207416772842407,1.0092536211013794,0.093557031341023,1.2424365519987397
1,81,SMP_plag,pair_1_comp_204s.wav,pair_1_ori_81s.wav,1.4814056158065796,1.0972810983657837,0.019224047535826627,1.350802331468703
1,81,SMP_plag,pair_1_comp_219s.wav,pair_1_ori_81s.wav,1.3906183242797852,0.9669097661972046,0.16084119771641614,1.1903093641586147
1,145,SMP_plag,pair_1_comp_86s.wav,pair_1_ori_145s.wav,1.5370134115219116,1.1812047958374023,0.0015146219270650851,1.4541161736363788
1,145,SMP_plag,pair_1_comp_101s.wav,pair_1_ori_145s.wav,1.500281572341919,1.1254222393035889,0.009145986251893223,1.3854453403071771
1,145,SMP_plag,pair_1_comp_204s.wav,pair_1_ori_145s.wav,1.525585412979126,1.1637051105499268,0.0025632063381102466,1.43257327480991
1,145,SMP_plag,pair_1_comp_219s.wav,pair_1_ori_145s.wav,1.4480079412460327,1.048363208770752,0.05353605965280206,1.2905822115614975
1,153,SMP_plag,pair_1_comp_86s.wav,pair_1_ori_153s.wav,1.5157840251922607,1.148800492286682,0.004252592333682914,1.4142250200831794
1,153,SMP_plag,pair_1_comp_101s.wav,pair_1_ori_153s.wav,1.4974875450134275,1.12123441696167,0.010194570662938385,1.3802899428509867
1,153,SMP_plag,pair_1_comp_204s.wav,pair_1_ori_153s.wav,1.5305383205413818,1.1712735891342163,0.0020389141325877214,1.4418904119888476
1,153,SMP_plag,pair_1_comp_219s.wav,pair_1_ori_153s.wav,1.433348298072815,1.0272436141967771,0.07299312594663876,1.2645830417656383
3,3,SMP_plag,pair_3_comp_176s.wav,pair_3_ori_3s.wav,1.2083778381347656,0.7300890684127808,0.7723989281137131,0.8987724451469966
3,3,SMP_plag,pair_3_comp_179s.wav,pair_3_ori_3s.wav,1.1456584930419922,0.6562674045562744,0.8485960619829896,0.8078946602304592
3,3,SMP_plag,pair_3_comp_183s.wav,pair_3_ori_3s.wav,1.184029459953308,0.7009634971618652,0.8082255621577537,0.8629175583639388
3,3,SMP_plag,pair_3_comp_188s.wav,pair_3_ori_3s.wav,1.2051178216934204,0.7261550426483154,0.7785739252009787,0.8939294826803943
3,3,SMP_plag,pair_3_comp_234s.wav,pair_3_ori_3s.wav,1.116432785987854,0.6232118606567383,0.8720727018524992,0.767201800548505
3,3,SMP_plag,pair_3_comp_238s.wav,pair_3_ori_3s.wav,1.0399665832519531,0.540766179561615,0.9104042875451474,0.665707462945605
3,3,SMP_plag,pair_3_comp_242s.wav,pair_3_ori_3s.wav,1.0154147148132324,0.515534520149231,0.9186181987650006,0.6346461565840597
3,3,SMP_plag,pair_3_comp_246s.wav,pair_3_ori_3s.wav,1.102475881576538,0.6077272891998291,0.8813934521728999,0.7481395973838479
3,3,SMP_plag,pair_3_comp_250s.wav,pair_3_ori_3s.wav,1.3298851251602173,0.8842974305152893,0.38174298030991494,1.088609867271805
3,3,SMP_plag,pair_3_comp_254s.wav,pair_3_ori_3s.wav,1.2904168367385864,0.8325880765914917,0.5392054060351859,1.0249533293591089
3,3,SMP_plag,pair_3_comp_259s.wav,pair_3_ori_3s.wav,1.2285021543502808,0.754609227180481,0.7329022486310148,0.9289578622481585
3,3,SMP_plag,pair_3_comp_263s.wav,pair_3_ori_3s.wav,1.2744297981262207,0.8120861053466797,0.5999650471862985,0.999714481630444
3,7,SMP_plag,pair_3_comp_176s.wav,pair_3_ori_7s.wav,1.139923095703125,0.6497129797935486,0.8533146918326926,0.7998258688659562
3,7,SMP_plag,pair_3_comp_179s.wav,pair_3_ori_7s.wav,1.1060281991958618,0.6116499900817871,0.8795293021088197,0.7529686184112718
3,7,SMP_plag,pair_3_comp_183s.wav,pair_3_ori_7s.wav,1.1957437992095947,0.7149022817611694,0.7920890131655598,0.8800768284567365
3,7,SMP_plag,pair_3_comp_188s.wav,pair_3_ori_7s.wav,1.2303874492645264,0.7569270730018616,0.7285914016078294,0.9318112345920082
3,7,SMP_plag,pair_3_comp_234s.wav,pair_3_ori_7s.wav,1.3193986415863037,0.8704066276550293,0.423162064546196,1.0715096648555265
3,7,SMP_plag,pair_3_comp_238s.wav,pair_3_ori_7s.wav,1.277654767036438,0.8162012696266174,0.5870325061167424,1.0047804337479054
3,7,SMP_plag,pair_3_comp_242s.wav,pair_3_ori_7s.wav,1.224478244781494,0.7496740818023682,0.741582197366888,0.9228824765581833
3,7,SMP_plag,pair_3_comp_246s.wav,pair_3_ori_7s.wav,1.1489568948745728,0.6600515842437744,0.8456250728183619,0.8125531554439324
3,7,SMP_plag,pair_3_comp_250s.wav,pair_3_ori_7s.wav,1.1685174703598022,0.6827170848846436,0.8254689502504952,0.8404554050636421
3,7,SMP_plag,pair_3_comp_254s.wav,pair_3_ori_7s.wav,1.1288236379623413,0.6371219754219055,0.8626354421530933,0.7843257767873826
3,7,SMP_plag,pair_3_comp_259s.wav,pair_3_ori_7s.wav,1.2052955627441406,0.726369321346283,0.7782826517534661,0.8941932693848492
3,7,SMP_plag,pair_3_comp_263s.wav,pair_3_ori_7s.wav,1.11849045753479,0.6255111694335938,0.870674589304439,0.7700323529576995
3,11,SMP_plag,pair_3_comp_176s.wav,pair_3_ori_11s.wav,1.2857272624969482,0.8265476226806641,0.5572643597809623,1.0175172592053194
3,11,SMP_plag,pair_3_comp_179s.wav,pair_3_ori_11s.wav,1.1255323886871338,0.6334123611450195,0.8657229406967261,0.7797590749445
3,11,SMP_plag,pair_3_comp_183s.wav,pair_3_ori_11s.wav,1.219388723373413,0.7434549331665039,0.7530583711988815,0.9152264251693574
3,11,SMP_plag,pair_3_comp_188s.wav,pair_3_ori_11s.wav,1.3202497959136963,0.8715298771858215,0.4196085284865432,1.0728924354940392
3,11,SMP_plag,pair_3_comp_234s.wav,pair_3_ori_11s.wav,1.1588832139968872,0.6715057492256165,0.8354887568449261,0.826653747156979
3,11,SMP_plag,pair_3_comp_238s.wav,pair_3_ori_11s.wav,1.092327117919922,0.5965898633003235,0.887393685191658,0.734428925711823
3,11,SMP_plag,pair_3_comp_242s.wav,pair_3_ori_11s.wav,0.999280035495758,0.4992812275886535,0.9239193755097286,0.6146376232031702
3,11,SMP_plag,pair_3_comp_246s.wav,pair_3_ori_11s.wav,1.0028741359710691,0.5028791427612305,0.9229873004776885,0.619066818430156
3,11,SMP_plag,pair_3_comp_250s.wav,pair_3_ori_11s.wav,1.3458539247512815,0.9056614637374878,0.31702202027263193,1.114909952025931
3,11,SMP_plag,pair_3_comp_254s.wav,pair_3_ori_11s.wav,1.2116079330444336,0.7339973449707031,0.7675055341955027,0.9035837091834671
3,11,SMP_plag,pair_3_comp_259s.wav,pair_3_ori_11s.wav,1.220821976661682,0.7452036142349243,0.7501456367237562,0.9173791301304977
3,11,SMP_plag,pair_3_comp_263s.wav,pair_3_ori_11s.wav,1.2875176668167114,0.8288511037826538,0.5502155423511592,1.0203529479342113
3,15,SMP_plag,pair_3_comp_176s.wav,pair_3_ori_15s.wav,1.16111421585083,0.6740937232971191,0.8328672958173133,0.829839659513232
3,15,SMP_plag,pair_3_comp_179s.wav,pair_3_ori_15s.wav,1.0866901874542236,0.5904487371444702,0.8902481649772807,0.7268689235013368
3,15,SMP_plag,pair_3_comp_183s.wav,pair_3_ori_15s.wav,1.1402714252471924,0.6501102447509766,0.8529651636956775,0.8003149198771362
3,15,SMP_plag,pair_3_comp_188s.wav,pair_3_ori_15s.wav,1.2712308168411257,0.8080142736434937,0.611674239776302,0.9947018738618388
3,15,SMP_plag,pair_3_comp_234s.wav,pair_3_ori_15s.wav,1.139814376831055,0.6495890617370605,0.8534312012116976,0.799673320170946
3,15,SMP_plag,pair_3_comp_238s.wav,pair_3_ori_15s.wav,1.0591213703155518,0.5608699321746826,0.9023068857042992,0.6904560856471592
3,15,SMP_plag,pair_3_comp_242s.wav,pair_3_ori_15s.wav,1.0372298955917358,0.5379239320755005,0.9112781078876849,0.6622085285917986
3,15,SMP_plag,pair_3_comp_246s.wav,pair_3_ori_15s.wav,1.047439694404602,0.5485658049583435,0.9074915530700222,0.6753091522357738
3,15,SMP_plag,pair_3_comp_250s.wav,pair_3_ori_15s.wav,1.2036714553833008,0.7244130373001099,0.7807293487125714,0.8917849958307698
3,15,SMP_plag,pair_3_comp_254s.wav,pair_3_ori_15s.wav,1.1060601472854614,0.6116852164268494,0.8794127927298148,0.7530119836247163
3,15,SMP_plag,pair_3_comp_259s.wav,pair_3_ori_15s.wav,1.1748532056808472,0.6901407241821289,0.8186531515787021,0.8495942385730871
3,15,SMP_plag,pair_3_comp_263s.wav,pair_3_ori_15s.wav,1.2930718660354614,0.8360179662704468,0.5286030525457299,1.0291756776542844
3,20,SMP_plag,pair_3_comp_176s.wav,pair_3_ori_20s.wav,1.2456666231155396,0.7758430242538452,0.6917161831527439,0.9550976204517326
3,20,SMP_plag,pair_3_comp_179s.wav,pair_3_ori_20s.wav,1.2337431907653809,0.7610616087913513,0.7210182919725038,0.9369010339080643
3,20,SMP_plag,pair_3_comp_183s.wav,pair_3_ori_20s.wav,1.1933594942092896,0.7120540142059326,0.7942444366771525,0.8765704831273667
